排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,2.94,84.21,16/19,7.32,-101.99,26.85,80.57
2,TPU_散熱,2.97,75.0,3/4,9.01,-36.72,25.82,38.71
3,CPO_先進封裝測試,-0.31,60.0,3/5,3.35,5.2,-7.51,-2.58
4,無塵室與機電工程,1.41,60.0,3/5,16.15,-18.43,0.53,-10.95
5,造紙,1.57,57.14,4/7,0.39,0.01,0.0,-0.01
6,銀,0.52,50.0,2/4,-8.36,-50.36,29.46,67.67
7,記憶體製造,1.91,50.0,2/4,45.47,217.99,35.98,67.46
8,紡織,-0.45,45.0,9/20,-3.96,-5.91,1.03,0.6
9,廠務系統與水處理,0.24,42.86,3/7,-1.28,-10.12,-0.0,-0.12
10,半導體設備,0.39,42.86,3/7,-0.59,14.11,6.32,6.97
11,玻璃,0.45,40.0,6/15,9.7,32.95,10.68,36.37
12,TPU_伺服器主板與印刷電路板,-0.9,40.0,2/5,26.65,80.93,16.72,75.3
13,BBU_電源供應器與整合,-2.36,40.0,2/5,-17.35,-10.46,-14.45,-19.63
14,PCB,-1.16,33.33,5/15,43.27,180.21,12.73,57.64
15,光學元件或組裝,-2.79,33.33,5/15,10.35,27.23,-18.0,-27.8
16,航運,-0.82,26.67,4/15,-11.09,2.29,-2.62,-11.92
17,記憶體封裝與測試,-1.66,25.0,1/4,-6.45,-25.9,-0.39,-5.35
18,化學,-1.11,25.0,5/20,-33.03,-1.23,2.19,1.73
19,記憶體控制IC,-1.67,20.0,1/5,0.54,9.14,0.03,0.04
20,銅,-1.38,20.0,2/10,8.7,41.76,13.31,27.19
21,軍工_航太製造與維修,-1.34,16.67,1/6,-1.34,-7.11,-0.01,-0.06
22,網通設備組件,-3.58,15.0,3/20,-41.61,-64.31,12.58,62.07
23,BBU_電池模組,-2.33,14.29,1/7,0.46,5.72,-4.73,-3.43
24,機器人,-2.36,14.29,2/14,11.48,-42.64,-2.41,6.34
25,工業自動化與機器人,-2.33,14.29,1/7,-1.32,29.84,0.11,2.43
26,低軌衛星,-3.19,14.29,1/7,-117.93,-28.61,-0.24,43.21
27,鋼鐵,-0.9,13.33,2/15,-13.46,-22.39,-0.43,-3.4
28,塑膠,-1.12,11.11,2/18,-16.65,-8.32,-0.54,-1.46
29,軍工_無人機相關,-2.58,11.11,1/9,-25.9,-107.75,-5.8,-9.04
30,金融,-1.11,10.53,2/19,-16.65,-8.33,-0.54,-1.46
31,電器電纜,-1.65,10.0,1/10,-19.26,-6.91,0.4,0.74
32,電池或電源,-2.39,10.0,2/20,-36.02,-15.61,-19.19,-23.36
33,軟體設計,-0.98,6.67,1/15,-1.02,-3.25,-0.17,-0.27
34,記憶體模組,-2.37,0.0,0/7,-1.04,-62.37,-29.59,-30.56
35,TPU_光通訊與連接器,-4.27,0.0,0/4,-8.21,33.27,-19.84,-16.22
36,IC設計,-5.1,0.0,0/13,12.04,-13.18,-8.78,12.87
37,CPO_光通訊,-5.74,0.0,0/6,1.88,9.48,-14.87,-29.17
