排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,廠務系統與水處理,3.22,85.71,6/7,1.22,0.61,0.08,0.08
2,TPU_散熱,0.95,75.0,3/4,10.71,5.1,-1.44,15.14
3,CPO_光通訊,-0.11,66.67,4/6,0.63,-15.94,-3.08,11.12
4,塑膠,1.85,61.11,11/18,-42.16,-66.19,-0.72,-0.53
5,網通設備組件,-0.12,60.0,12/20,-8.72,-55.45,-5.7,7.35
6,TPU_伺服器主板與印刷電路板,1.75,60.0,3/5,32.26,52.16,9.08,48.32
7,金融,1.67,57.89,11/19,-42.15,-66.19,-0.72,-0.53
8,低軌衛星,2.67,57.14,4/7,-18.57,-22.5,1.33,3.64
9,軟體設計,0.43,53.33,8/15,0.44,1.08,-0.05,0.02
10,化學,0.49,50.0,10/20,-38.6,-45.13,-0.7,-1.56
11,航運,0.06,46.67,7/15,4.88,30.8,-1.56,-6.49
12,半導體設備,0.56,42.86,3/7,0.84,3.97,0.13,0.91
13,工業自動化與機器人,-0.31,42.86,3/7,4.14,13.64,0.03,-0.1
14,記憶體模組,2.21,42.86,3/7,-9.15,10.75,-0.03,5.38
15,記憶體控制IC,-0.54,40.0,2/5,0.9,5.42,0.12,0.1
16,銅,-1.0,40.0,4/10,-58.87,-40.39,-15.64,-40.04
17,CPO_先進封裝測試,0.75,40.0,2/5,-8.69,-23.68,3.9,13.73
18,玻璃,0.16,40.0,6/15,0.75,29.66,-23.63,-49.77
19,機器人,-0.65,35.71,5/14,-3.94,7.86,-0.35,13.86
20,光學元件或組裝,-1.28,33.33,5/15,-1.52,-4.48,-7.82,5.53
21,PCB,-0.18,33.33,5/15,-13.58,9.18,-18.29,-16.16
22,軍工_無人機相關,-0.41,33.33,3/9,-13.03,-37.47,-5.28,-8.57
23,電池或電源,-0.67,30.0,6/20,-21.45,-45.36,-1.56,15.13
24,紡織,-0.22,30.0,6/20,-4.35,-9.85,0.09,0.78
25,造紙,-0.75,28.57,2/7,-0.55,-0.82,0.06,0.06
26,BBU_電池模組,-0.21,28.57,2/7,-5.66,-13.45,0.02,3.54
27,TPU_光通訊與連接器,-3.5,25.0,1/4,-4.89,-35.21,-5.92,25.74
28,銀,-2.06,25.0,1/4,-16.52,-6.59,-0.65,0.45
29,IC設計,-0.09,23.08,3/13,6.23,26.59,-14.21,-20.89
30,BBU_電源供應器與整合,-0.84,20.0,1/5,-12.67,-22.73,-0.38,14.34
31,無塵室與機電工程,0.92,20.0,1/5,-0.37,-5.2,0.19,4.85
32,鋼鐵,-0.62,20.0,3/15,1.16,1.96,-0.44,-2.04
33,被動元件,-1.84,15.79,3/19,-38.2,-54.05,-2.14,12.67
34,電器電纜,-2.02,10.0,1/10,-7.5,-10.3,-0.99,-2.53
35,記憶體封裝與測試,-4.27,0.0,0/4,-4.32,-8.13,-2.37,-3.91
36,記憶體製造,-3.91,0.0,0/4,-79.61,-127.9,-4.41,-4.72
37,軍工_航太製造與維修,-1.45,0.0,0/6,-1.19,-1.3,0.09,-0.17
