排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,被動元件,6.77,94.74,18/19,64.56,191.92,0.92,-1.03
2,化學,3.67,85.0,17/20,90.26,98.63,1.66,-10.78
3,IC設計,3.2,84.62,11/13,21.64,10.03,-6.8,-12.39
4,塑膠,4.33,83.33,15/18,86.28,81.35,1.96,-1.53
5,軍工_航太製造與維修,1.14,83.33,5/6,0.73,0.44,-0.0,-0.13
6,無塵室與機電工程,2.5,80.0,4/5,-22.04,-9.61,-5.32,-8.49
7,記憶體控制IC,1.2,80.0,4/5,1.3,-1.37,-0.2,-0.68
8,光學元件或組裝,3.38,80.0,12/15,-9.39,58.04,-2.01,-10.59
9,CPO_先進封裝測試,4.2,80.0,4/5,-12.95,-21.72,11.66,10.86
10,金融,3.98,78.95,15/19,86.27,81.35,1.96,-1.53
11,記憶體封裝與測試,2.82,75.0,3/4,-0.51,-3.59,-0.22,-2.49
12,記憶體製造,1.31,75.0,3/4,0.12,-102.19,-6.69,-7.25
13,銀,5.51,75.0,3/4,68.32,164.08,6.19,5.38
14,電器電纜,0.75,70.0,7/10,-2.5,-10.02,-0.08,0.07
15,軍工_無人機相關,1.41,66.67,6/9,7.68,-27.79,-8.49,-15.67
16,紡織,1.18,65.0,13/20,-2.14,-4.07,-0.03,0.19
17,機器人,2.42,64.29,9/14,-3.34,33.91,-5.59,-7.99
18,電池或電源,0.96,60.0,12/20,-31.48,-10.75,-8.58,-16.95
19,鋼鐵,0.33,60.0,9/15,19.84,43.15,-4.03,-6.27
20,BBU_電源供應器與整合,-0.51,60.0,3/5,-26.77,7.51,-6.65,-7.94
21,網通設備組件,0.3,60.0,12/20,-48.05,-35.79,-8.85,-9.42
22,工業自動化與機器人,3.23,57.14,4/7,1.32,14.15,-0.05,-0.35
23,BBU_電池模組,0.94,57.14,4/7,-6.45,-13.26,-1.67,-8.9
24,半導體設備,3.17,57.14,4/7,0.26,22.96,0.2,2.79
25,造紙,0.04,57.14,4/7,0.17,0.27,-0.0,-0.0
26,銅,0.32,50.0,5/10,31.5,38.24,2.96,-0.41
27,軟體設計,-0.48,46.67,7/15,0.33,-1.14,-0.0,-0.01
28,記憶體模組,-0.18,42.86,3/7,-26.12,-100.3,-3.03,0.29
29,低軌衛星,1.0,42.86,3/7,-31.35,30.32,-5.45,0.75
30,玻璃,0.37,40.0,6/15,-156.77,-117.49,189.1,183.52
31,CPO_光通訊,-1.9,33.33,2/6,-20.54,9.69,-0.26,14.16
32,航運,-0.41,33.33,5/15,-12.65,-16.5,-0.2,-3.2
33,廠務系統與水處理,-0.38,28.57,2/7,-5.2,-3.49,1.24,1.34
34,TPU_光通訊與連接器,-2.51,25.0,1/4,-13.3,12.42,-5.36,-16.79
35,TPU_散熱,-2.19,25.0,1/4,-34.52,-47.33,-7.29,-19.5
36,PCB,-1.64,13.33,2/15,-217.39,-146.91,184.64,200.98
37,TPU_伺服器主板與印刷電路板,-2.04,0.0,0/5,-205.3,-182.03,190.63,202.25
