股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
5328,華容,27.0,9.97,-130.0,143.0,0.0,0.0
2484,希華,34.9,9.92,332.0,1844.52,0.0,0.0
4927,泰鼎-KY,48.2,9.92,-2699.0,-811.45,0.0,0.0
1326,台化,49.95,9.9,-112.88,16260.95,12.0,-1693.0
6175,立敦,58.0,9.84,848.0,1307.0,0.0,0.0
1301,台塑,51.4,9.47,-2262.52,3402.39,-1.0,-140.11
