股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1717,長興,80.7,31.01%,150673,2.09
2351,順德,123.0,23.99%,10243,2.79
2426,鼎元,52.0,54.76%,10051,3.65
2484,希華,34.9,24.2%,19206,1.69
2486,一詮,194.0,31.53%,24113,1.73
2489,瑞軒,47.7,49.53%,167988,3.0
3026,禾伸堂,213.0,45.39%,11287,3.52
3030,德律,310.5,22.73%,15103,1.88
3031,佰鴻,31.15,30.88%,32357,5.24
3042,晶技,129.5,43.73%,17751,4.88
3264,欣銓,191.5,27.67%,24754,1.78
3673,TPK-KY,55.0,19.05%,14174,3.62
3689,湧德,139.0,23.56%,11824,2.61
4906,正文,40.6,10.93%,82350,3.3
4949,有成精密,93.1,45.47%,10107,1.61
4956,光鋐,38.0,8.26%,10364,1.7
5443,均豪,117.5,12.44%,13706,2.5
6147,頎邦,116.5,49.74%,31590,3.61
6217,中探針,240.0,37.14%,37857,2.35
6257,矽格,179.5,22.95%,17313,1.7
6285,啟碁,248.0,44.19%,30392,1.53
6588,東典光電,150.0,39.53%,11315,1.88
8064,東捷,83.0,11.11%,21244,1.96
