排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,半導體設備,5.26,100.0,7/7,19.02,19.02,-0.87,-0.87
2,CPO_光通訊,6.96,100.0,6/6,7.46,7.46,6.74,6.74
3,軍工_航太製造與維修,4.29,100.0,6/6,4.9,4.9,0.21,0.21
4,記憶體製造,6.06,100.0,4/4,12.93,12.93,9.91,9.91
5,記憶體封裝與測試,2.62,100.0,4/4,-4.41,-4.41,-0.94,-0.94
6,被動元件,6.12,100.0,19/19,83.44,83.44,9.82,9.82
7,BBU_電源供應器與整合,2.96,100.0,5/5,34.81,34.81,11.12,11.12
8,光學元件或組裝,4.98,100.0,15/15,35.16,35.16,6.31,6.31
9,無塵室與機電工程,4.04,100.0,5/5,8.12,8.12,-1.09,-1.09
10,電池或電源,3.04,90.0,18/20,44.63,44.63,-0.27,-0.27
11,電器電纜,2.56,90.0,9/10,5.69,5.69,-5.86,-5.86
12,銅,2.69,90.0,9/10,13.36,13.36,-1.09,-1.09
13,玻璃,4.53,86.67,13/15,60.51,60.51,12.38,12.38
14,記憶體模組,2.63,85.71,6/7,-15.46,-15.46,7.35,7.35
15,低軌衛星,6.07,85.71,6/7,7.31,7.31,0.17,0.17
16,BBU_電池模組,2.71,85.71,6/7,2.67,2.67,-5.13,-5.13
17,廠務系統與水處理,3.56,85.71,6/7,-0.27,-0.27,-0.01,-0.01
18,化學,3.17,85.0,17/20,30.61,30.61,1.58,1.58
19,紡織,1.02,80.0,16/20,1.16,1.16,-1.56,-1.56
20,CPO_先進封裝測試,4.22,80.0,4/5,-1.86,-1.86,-4.21,-4.21
21,PCB,4.71,80.0,12/15,44.5,44.5,14.08,14.08
22,軍工_無人機相關,3.34,77.78,7/9,-71.28,-71.28,1.33,1.33
23,網通設備組件,3.13,75.0,15/20,-77.55,-77.55,1.82,1.82
24,銀,5.78,75.0,3/4,53.93,53.93,-0.82,-0.82
25,金融,1.49,73.68,14/19,23.39,23.39,2.26,2.26
26,航運,0.99,73.33,11/15,37.57,37.57,-14.73,-14.73
27,塑膠,1.51,72.22,13/18,23.38,23.38,2.26,2.26
28,機器人,2.14,71.43,10/14,33.15,33.15,10.36,10.36
29,軟體設計,0.37,60.0,9/15,0.05,0.05,-0.01,-0.01
30,記憶體控制IC,0.07,60.0,3/5,0.17,0.17,0.24,0.24
31,工業自動化與機器人,1.6,57.14,4/7,6.14,6.14,-0.28,-0.28
32,鋼鐵,0.8,53.33,8/15,15.32,15.32,3.0,3.0
33,TPU_光通訊與連接器,1.6,50.0,2/4,-5.46,-5.46,0.67,0.67
34,IC設計,0.2,46.15,6/13,-81.17,-81.17,-6.91,-6.91
35,TPU_伺服器主板與印刷電路板,2.2,40.0,2/5,17.33,17.33,8.47,8.47
36,造紙,-0.45,28.57,2/7,0.11,0.11,-0.01,-0.01
37,TPU_散熱,-2.77,25.0,1/4,-26.02,-26.02,-5.16,-5.16
