股票代碼,公司名稱,公司產業,上市櫃,prev_body,avg_volume_5d,foreign_yesterday,foreign_3days,trust_yesterday,trust_3days
1101,台泥,水泥工業,上市,0.1999999999999993,19184.23533333333,6544.92,2859.51,-11.0,-17.0
1102,亞泥,水泥工業,上市,0.10000000000000142,6881.297666666667,3236.68,3645.6,-832.0,-1400.65
1103,嘉泥,水泥工業,上市,0.10000000000000142,335.0506666666667,187.0,224.0,0.0,0.0
1104,環泥,水泥工業,上市,0.05000000000000071,620.9723333333334,-147.0,-229.86,0.0,0.0
1108,幸福,水泥工業,上市,0.0,160.07333333333335,15.0,61.0,0.0,0.0
1109,信大,水泥工業,上市,0.09999999999999964,121.09333333333333,59.0,104.0,0.0,0.0
1110,東泥,水泥工業,上市,0.05000000000000071,217.76766666666666,48.0,159.0,0.0,0.0
1201,味全,食品工業,上市,0.05000000000000071,333.4996666666667,7.0,14.0,0.0,0.0
1203,味王,食品工業,上市,0.25,39.044333333333334,21.0,30.0,0.0,0.0
1210,大成,食品工業,上市,0.29999999999999716,1666.159,498.4,335.65,-25.0,-118.0
1213,大飲,食品工業,上市,0.370000000000001,9.369333333333334,0.0,0.0,0.0,0.0
1215,卜蜂,食品工業,上市,2.0,718.6,194.76,581.1,-197.0,-178.0
1216,統一,食品工業,上市,0.3999999999999915,7761.059333333333,2896.17,2106.12,-789.0,-1571.08
1217,愛之味,食品工業,上市,0.049999999999998934,526.256,325.0,420.0,0.0,0.0
1218,泰山,食品工業,上市,0.09999999999999787,452.265,87.0,-169.84,0.0,0.0
1219,福壽,食品工業,上市,0.049999999999998934,238.27933333333334,90.0,150.0,0.0,0.0
1220,台榮,食品工業,上市,0.15000000000000036,189.46466666666666,34.0,29.0,0.0,0.0
1225,福懋油,食品工業,上市,0.15000000000000213,191.429,62.0,182.0,0.0,0.0
1227,佳格,食品工業,上市,0.25,765.8946666666666,378.0,626.12,0.0,0.0
1229,聯華,食品工業,上市,0.19999999999999574,1740.4733333333334,281.98,322.6,0.0,0.0
1231,聯華食,食品工業,上市,0.7000000000000028,314.2716666666667,157.44,53.52,0.0,0.0
