排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_先進封裝測試,6.09,100.0,5/5,-4.03,-1.43,-4.56,-16.6
2,CPO_光通訊,7.48,100.0,6/6,-10.41,17.75,15.43,37.15
3,TPU_伺服器主板與印刷電路板,4.34,100.0,5/5,-23.16,-56.82,12.27,48.32
4,PCB,4.94,93.33,14/15,22.57,8.52,33.99,89.75
5,低軌衛星,2.18,85.71,6/7,-19.53,-65.8,4.76,31.17
6,半導體設備,3.44,85.71,6/7,2.7,-0.0,0.91,3.38
7,記憶體模組,0.66,85.71,6/7,-60.97,-116.98,-3.49,-4.32
8,網通設備組件,3.5,80.0,16/20,-22.17,-100.89,-5.8,32.95
9,TPU_光通訊與連接器,3.58,75.0,3/4,-18.08,-16.65,-0.24,36.45
10,記憶體製造,1.72,75.0,3/4,-6.88,-46.94,-5.89,-15.96
11,光學元件或組裝,2.78,73.33,11/15,2.72,8.29,1.19,16.24
12,BBU_電池模組,1.03,71.43,5/7,8.6,-0.33,1.34,2.14
13,機器人,1.57,71.43,10/14,56.82,33.04,-1.95,5.18
14,工業自動化與機器人,2.09,71.43,5/7,3.22,2.87,-0.02,-1.24
15,銅,4.13,70.0,7/10,8.68,51.38,9.81,32.6
16,鋼鐵,0.61,66.67,10/15,6.52,17.03,-0.3,-1.98
17,玻璃,2.58,66.67,10/15,-8.33,7.74,18.2,38.0
18,被動元件,1.23,63.16,12/19,64.82,34.54,-3.76,3.39
19,IC設計,1.06,61.54,8/13,-14.39,-83.35,-17.71,-13.31
20,軟體設計,1.04,60.0,9/15,0.08,-0.01,-0.0,-0.0
21,廠務系統與水處理,0.31,57.14,4/7,0.48,2.69,0.68,0.69
22,銀,1.32,50.0,2/4,10.01,-0.98,-0.23,-1.87
23,塑膠,0.94,50.0,9/18,18.55,35.32,0.38,6.33
24,TPU_散熱,-0.31,50.0,2/4,-14.37,-32.13,0.67,20.05
25,金融,0.81,47.37,9/19,18.55,35.32,0.38,6.33
26,造紙,-0.4,42.86,3/7,0.22,1.13,0.0,0.0
27,電池或電源,0.36,40.0,8/20,66.19,48.75,-1.03,7.29
28,紡織,-0.13,40.0,8/20,-1.99,-0.4,0.01,0.0
29,航運,0.13,40.0,6/15,-0.79,8.92,-0.83,2.12
30,記憶體控制IC,-0.23,40.0,2/5,-5.25,-7.05,-0.18,-0.15
31,化學,0.43,40.0,8/20,11.52,30.79,-0.61,4.56
32,BBU_電源供應器與整合,0.52,40.0,2/5,56.66,34.46,-1.02,7.13
33,軍工_無人機相關,-0.5,33.33,3/9,-11.82,-75.13,-11.0,-12.38
34,軍工_航太製造與維修,-0.05,33.33,2/6,-0.3,-0.21,-0.12,-0.24
35,記憶體封裝與測試,-1.99,25.0,1/4,-10.74,-21.8,-1.81,-0.71
36,電器電纜,-0.72,20.0,2/10,-1.03,8.86,-1.13,-2.82
37,無塵室與機電工程,-1.33,20.0,1/5,-13.79,-19.37,-1.73,-9.02
