股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,73.3,5,35134143,7026,74.5,70.4,5.82%
1815,富喬,106.5,4,2745000,549,113.0,102.5,10.24%
2412,中華電,141.0,5,26157069,5231,143.0,136.5,4.76%
2618,長榮航,37.7,5,176358554,35271,38.45,35.3,8.92%
2801,彰銀,21.1,4,15926579,3185,21.2,20.05,5.74%
2886,兆豐金,41.65,5,72845369,14569,42.45,39.5,7.47%
2890,永豐金,33.0,5,2824732,564,33.0,29.5,11.86%
2892,第一金,29.0,4,22704279,4540,29.3,27.2,7.72%
3034,聯詠,503.0,5,5943801,1188,512.0,475.0,7.79%
3045,台灣大,116.0,5,19001656,3800,116.5,110.0,5.91%
3293,鈊象,789.0,5,4761133,952,803.0,749.0,7.21%
4904,遠傳,100.5,5,19070584,3814,101.5,93.0,9.14%
5871,中租-KY,117.5,5,26611367,5322,119.0,107.0,11.21%
5876,上海商銀,40.8,5,22191405,4438,41.2,38.65,6.60%
