股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1409,新纖,30.3,81.98%,10278,2.45
1503,士電,244.0,34.81%,14885,3.38
1504,東元,83.0,20.29%,95894,4.34
1513,中興電,184.5,24.24%,45937,2.94
1514,亞力,136.0,20.35%,22381,2.61
1605,華新,42.7,29.0%,148415,2.38
1608,華榮,39.4,25.08%,32966,3.39
1609,大亞,42.15,24.7%,31492,3.87
1809,中釉,56.2,46.16%,44368,2.1
2301,光寶科,250.0,22.55%,48471,1.53
2312,金寶,43.4,53.36%,167087,2.57
2317,鴻海,309.0,28.75%,149620,2.0
2324,仁寶,47.05,70.47%,400804,3.85
2342,茂矽,44.65,16.73%,15954,1.61
2349,錸德,16.15,32.92%,36103,2.45
2352,佳世達,34.65,33.01%,12684,2.39
2353,宏碁,43.4,58.11%,302713,3.61
2356,英業達,85.4,66.15%,198106,4.36
2357,華碩,931.0,45.47%,13575,1.81
2376,技嘉,399.0,32.12%,23444,2.18
2382,廣達,417.0,43.79%,111020,3.24
2405,輔信,21.7,40.0%,40433,4.99
2409,友達,28.75,53.33%,706729,1.86
2474,可成,257.0,40.44%,45226,4.5
2495,普安,52.8,40.8%,25449,1.69
2855,統一證,54.3,38.52%,16512,1.81
2882,國泰金,91.8,17.84%,57367,1.86
2883,凱基金,25.7,18.98%,121759,2.21
3013,晟銘電,133.5,35.53%,11378,2.36
3042,晶技,217.5,46.96%,48213,2.82
3149,正達,90.8,62.14%,50508,2.29
3231,緯創,194.0,46.42%,175481,2.86
3374,精材,275.5,19.26%,33250,1.92
3481,群創,59.4,60.76%,972688,1.59
3615,安可,54.3,28.52%,12544,1.66
3673,TPK-KY,94.0,31.1%,55556,2.45
3706,神達,100.0,24.53%,99764,3.42
4526,東台,44.7,20.49%,22027,1.9
4707,磐亞,19.8,38.46%,12193,1.63
4938,和碩,98.5,27.59%,57606,2.68
5309,系統電,79.5,17.43%,22641,2.41
5864,致和證,49.9,59.17%,17689,2.73
6005,群益證,44.7,46.08%,46972,1.84
6015,宏遠證,22.9,57.93%,10061,3.01
6016,康和證,35.75,63.99%,39412,2.93
6026,福邦證,19.3,28.24%,17346,3.33
6116,彩晶,22.7,130.46%,108791,2.82
6120,達運,16.1,25.29%,12546,1.56
6126,信音,42.65,25.26%,15724,3.26
6269,台郡,77.5,33.62%,24865,3.23
6548,長科*,89.2,83.54%,27118,2.56
8070,長華*,60.0,40.19%,30031,3.69
8088,品安,66.3,28.74%,16448,1.75
8104,錸寶,44.6,32.74%,11336,4.35
