排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,5.16,100.0,7/7,5.59,-8.62,-9.61,-15.79
2,無塵室與機電工程,3.0,100.0,5/5,17.85,14.2,-24.99,-42.52
3,電器電纜,7.53,100.0,10/10,28.84,32.58,0.04,0.65
4,造紙,2.18,100.0,7/7,0.84,1.99,-0.01,-0.01
5,BBU_電源供應器與整合,4.55,100.0,5/5,91.01,77.14,-4.02,-12.72
6,電池或電源,5.81,100.0,20/20,119.27,106.7,-16.15,-35.66
7,CPO_先進封裝測試,6.53,100.0,5/5,27.26,56.16,-8.65,-35.04
8,CPO_光通訊,6.29,100.0,6/6,33.16,16.13,2.44,-14.12
9,紡織,4.05,90.0,18/20,-0.26,12.26,0.67,-11.38
10,塑膠,3.8,88.89,16/18,22.66,77.13,3.5,6.34
11,鋼鐵,1.85,86.67,13/15,11.1,13.25,-3.81,-4.79
12,化學,3.27,85.0,17/20,23.24,71.98,4.12,-5.97
13,金融,3.41,84.21,16/19,22.66,77.14,3.5,6.34
14,TPU_伺服器主板與印刷電路板,2.4,80.0,4/5,77.23,116.21,-26.77,-141.22
15,光學元件或組裝,4.24,80.0,12/15,9.08,8.08,13.02,10.79
16,TPU_散熱,4.16,75.0,3/4,74.8,136.03,8.27,44.19
17,TPU_光通訊與連接器,5.39,75.0,3/4,40.49,69.97,7.38,20.77
18,廠務系統與水處理,0.34,71.43,5/7,2.16,-1.3,-0.01,-0.05
19,軍工_無人機相關,2.36,66.67,6/9,32.47,170.74,-41.06,-95.68
20,玻璃,0.95,66.67,10/15,44.73,16.66,-15.63,-44.04
21,航運,0.38,60.0,9/15,-6.67,-15.18,21.33,92.03
22,銅,2.49,60.0,6/10,-3.83,63.92,7.52,-7.08
23,工業自動化與機器人,0.64,57.14,4/7,2.76,-9.8,-0.18,0.08
24,IC設計,-0.22,53.85,7/13,6.34,180.76,-37.4,-100.71
25,網通設備組件,2.08,50.0,10/20,121.35,311.76,-14.89,-49.82
26,軍工_航太製造與維修,0.61,50.0,3/6,-0.39,-0.29,0.01,0.25
27,PCB,1.09,46.67,7/15,109.08,121.2,-45.94,-158.51
28,軟體設計,0.14,46.67,7/15,2.46,4.8,0.44,0.25
29,機器人,0.17,42.86,6/14,63.93,-0.01,0.24,-9.85
30,半導體設備,0.51,42.86,3/7,1.95,7.68,-1.82,-17.05
31,記憶體模組,-0.27,28.57,2/7,-76.14,-32.48,-19.65,-25.64
32,低軌衛星,0.18,28.57,2/7,-17.46,-72.09,-3.78,-18.49
33,銀,-2.19,25.0,1/4,-50.67,-30.03,-2.66,1.75
34,記憶體控制IC,-0.34,20.0,1/5,-10.44,-4.55,0.23,2.21
35,被動元件,-2.43,10.53,2/19,9.43,30.62,-1.66,-2.54
36,記憶體製造,-4.32,0.0,0/4,-152.38,-18.74,7.13,82.97
37,記憶體封裝與測試,-1.65,0.0,0/4,-3.07,-9.87,-17.02,-43.06
