排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電源供應器與整合,1.63,80.0,4/5,-8.25,-51.16,-1.34,7.05
2,TPU_散熱,0.16,75.0,3/4,-22.71,-13.78,3.65,-9.84
3,塑膠,1.12,72.22,13/18,-111.58,-157.11,115.11,184.02
4,工業自動化與機器人,0.63,71.43,5/7,1.49,6.66,-0.18,0.43
5,金融,0.77,68.42,13/19,-111.59,-157.09,115.11,184.02
6,機器人,0.53,64.29,9/14,-9.97,-38.45,3.84,13.7
7,軟體設計,-0.1,60.0,9/15,1.19,2.18,0.0,0.31
8,鋼鐵,-0.26,53.33,8/15,5.9,16.26,0.1,0.75
9,記憶體封裝與測試,-0.23,50.0,2/4,38.57,31.65,-4.21,-3.44
10,IC設計,-0.73,46.15,6/13,-32.81,-68.8,0.46,-34.81
11,廠務系統與水處理,1.14,42.86,3/7,0.97,1.29,0.0,-0.18
12,BBU_電池模組,0.77,42.86,3/7,-2.52,-22.83,0.03,0.29
13,紡織,-0.32,40.0,8/20,4.7,11.46,0.39,1.62
14,化學,0.69,40.0,8/20,-109.28,-147.63,116.06,186.01
15,CPO_先進封裝測試,-3.25,40.0,2/5,11.8,27.47,-21.35,-28.84
16,造紙,-0.43,28.57,2/7,0.28,1.8,-0.01,0.01
17,半導體設備,-0.68,28.57,2/7,2.98,11.35,-3.89,-2.89
18,銀,-4.35,25.0,1/4,-23.34,-33.87,0.31,-65.53
19,記憶體製造,-5.25,25.0,1/4,-122.63,-33.83,-8.58,35.03
20,電池或電源,-1.4,25.0,5/20,-19.1,-88.83,-2.94,5.56
21,TPU_光通訊與連接器,-3.18,25.0,1/4,-3.25,4.48,-1.59,-2.95
22,被動元件,-3.53,21.05,4/19,-6.99,-31.92,1.13,-74.4
23,玻璃,-2.54,20.0,3/15,-24.37,-79.48,-11.86,5.75
24,無塵室與機電工程,-2.4,20.0,1/5,-3.55,4.36,-2.63,-1.46
25,記憶體控制IC,-3.11,20.0,1/5,-8.14,3.69,0.25,0.46
26,光學元件或組裝,-1.63,20.0,3/15,4.92,-60.2,4.58,14.29
27,記憶體模組,-2.75,14.29,1/7,2.58,23.24,-23.1,-39.25
28,航運,-0.87,13.33,2/15,12.62,81.53,-6.43,-16.71
29,網通設備組件,-3.01,10.53,2/19,-49.42,-73.34,-9.06,-22.76
30,銅,-3.09,10.0,1/10,-81.29,-157.71,88.7,150.65
31,電器電纜,-1.99,10.0,1/10,-9.69,-15.46,-1.02,-1.18
32,低軌衛星,-3.64,0.0,0/6,-19.8,4.62,3.63,26.73
33,軍工_無人機相關,-3.57,0.0,0/9,-26.19,-76.15,-2.53,-5.63
34,TPU_伺服器主板與印刷電路板,-3.58,0.0,0/5,-59.66,-93.97,12.95,35.88
35,PCB,-5.03,0.0,0/15,-111.25,-238.99,-8.84,83.93
36,CPO_光通訊,-4.3,0.0,0/6,7.4,26.48,-3.94,-9.59
37,軍工_航太製造與維修,-5.36,0.0,0/6,-4.22,-10.31,-0.9,-1.14
