stock_id,lots
1101,12000
1102,-5980
1103,9
1104,12
1108,-183
1109,5
1110,-4
1201,11
1203,2
1210,912
1213,0
1215,-211
1216,720
1217,121
1218,105
1219,181
1220,-53
1225,-10
1227,186
1229,762
1231,262
1232,394
1233,-1
1234,4
1235,-2
1236,-6
1240,-1
1256,-4
1259,0
1264,-6
1268,16
1294,-2
1301,5227
1303,-4637
1304,-719
1305,372
1307,70
1308,-60
1309,57
1310,421
1312,-1079
1313,-113
1314,1902
1315,3
1316,36
1319,-287
1321,28
1323,-1
1324,-6
1325,-49
1326,-7239
1336,-68
1337,-24
1338,-3
1339,2
1340,-5
1341,0
1342,40
1402,2286
1409,52
1410,-2
1413,0
1414,3
1416,-25
1417,12
1418,0
1419,16
1423,-1
1432,11
1434,-1008
1435,0
1436,-15
1437,-6
1438,-1
1439,13
1440,-57
1441,-4
1442,237
1443,0
1444,-1805
1445,5
1446,-51
1447,-1301
1449,-31
1451,5
1452,2
1453,-2
1454,-2
1455,4
1456,2
1457,-4
1459,0
1460,-120
1463,0
1464,-22
1465,-3
1466,164
1467,55
1468,2
1470,0
1471,-135
1472,0
1473,-8
1474,6
1475,0
1476,179
1477,15
1503,-432
1504,1714
1506,24
1512,-3
1513,-430
1514,-863
1515,-71
1516,-1
1517,667
1519,-228
1521,-1
1522,26
1524,-35
1525,0
1526,171
1527,-2
1528,-152
1529,-75
1530,-8
1531,3
1532,94
1533,-29
1535,20
1536,-135
1537,-6
1538,0
1539,33
1540,-92
1541,3
1558,53
1560,29
1563,169
1565,-4
1568,-69
1569,25
1570,-1
1580,-16
1582,-29
1583,-11
1584,76
1586,-102
1587,37
1590,-8
1593,0
1595,-13
1597,-7
1598,84
1599,3
1603,-35
1604,23
1605,-911
1608,-406
1609,-539
1611,-70
1612,-474
1614,-9
1615,33
1616,-47
1617,-30
1618,-50
1626,-8
1702,49
1707,-51
1708,-808
1709,535
1710,1111
1711,-895
1712,-38
1713,-7
1714,280
1717,-573
1718,429
1720,14
1721,-36
1722,25
1723,742
1725,-10
1726,-1
1727,-305
1730,2
1731,-2
1732,63
1733,76
1734,-124
1735,-5
1736,-17
1737,-4
1742,2
1752,0
1760,0
1762,-31
1773,-28
1776,1
1777,10
1781,0
1783,-4
1784,-9
1785,-1224
1786,-3
1788,-1
1789,-115
1795,-230
1796,0
1799,0
1802,-5597
1805,0
1806,9
1808,879
1809,6
1810,-2094
1813,-1
1815,-969
1817,0
1903,4
1904,109
1905,-47
1906,-8
1907,96
1909,23
2002,12322
2006,692
2007,-22
2008,2
2009,-90
2010,-68
2012,0
2013,-12
2014,3813
2015,85
2017,69
2020,42
2022,-1
2023,-468
2024,0
2025,-23
2027,221
2028,-25
2029,34
2030,102
2031,423
2032,16
2033,-19
2034,451
2035,0
2038,12
2049,290
2059,-14
2061,-365
2062,29
2063,0
2064,-2
2065,-1
2066,-1
2067,0
2069,-3
2070,8
2073,0
2101,530
2102,29
2103,-4229
2104,1546
2105,5250
2106,296
2107,64
2108,-8
2114,-2
2115,-2
2201,1017
2204,142
2206,413
2207,214
2208,-546
2211,-172
2221,205
2227,3
2228,-12
2230,14
2231,115
2233,32
2235,0
2236,-55
2239,-2
2241,-93
2243,-52
2247,2
2248,-12
2250,0
2301,-1225
2302,-1591
2303,-21354
2305,-175
2308,-144
2312,-2399
2313,-7399
2314,-5
2316,129
2317,4771
2321,0
2323,-208
2324,1242
2327,-1554
2328,-130
2329,-1815
2330,-2587
2331,-310
2332,-3033
2337,-32265
2338,-270
2340,-769
2342,36
2344,-24140
2345,-92
2347,184
2348,487
2349,-410
2351,-496
2352,932
2353,-6528
2354,234
2355,-220
2356,-1060
2357,122
2359,-851
2360,-66
2362,36
2363,-1187
2364,41
2365,-38
2367,-3846
2368,118
2369,231
2371,-426
2373,-3
2374,-350
2375,35
2376,-582
2377,-1218
2379,-259
2380,-1
2382,-15337
2383,-78
2385,-10
2387,-33
2388,-1549
2390,-7
2392,-30
2393,425
2395,67
2397,-36
2399,434
2401,-888
2402,-66
2404,-287
2405,-689
2406,-1596
2408,-19626
2409,-8887
2412,5334
2413,-216
2414,-216
2417,-99
2419,-18
2420,-10
2421,-420
2423,-17
2424,-27
2425,-47
2426,-273
2427,-98
2428,-146
2429,60
2430,-15
2431,-2
2433,-12
2434,-177
2436,-538
2438,-10
2439,-257
2440,-50
2441,725
2442,249
2444,-13
2449,4090
2450,-16
2451,-578
2453,-7
2454,-520
