排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,6770,力積電,半導體業,上市,87601,47794
2,6505,台塑化,油電燃氣業,上市,18285,41454
3,5880,合庫金,金融保險業,上市,7165,34421
4,1301,台塑,塑膠工業,上市,5720,30718
5,2313,華通,電子零組件業,上市,23207,29055
6,2887,台新金,金融保險業,上市,-724,26552
7,5483,中美晶,半導體業,上櫃,7093,23423
8,2603,長榮,航運業,上市,7482,22600
9,3576,聯合再生,光電業,上市,6013,20999
10,4958,臻鼎-KY,電子零組件業,上市,-7609,20770
11,5876,上海商銀,金融保險業,上市,1808,20225
12,2377,微星,電腦及週邊設備業,上市,1559,20143
13,2883,凱基金,金融保險業,上市,7855,19364
14,3033,威健,電子通路業,上市,13151,18996
15,1718,中纖,化學工業,上市,2652,18265
16,5351,鈺創,半導體業,上櫃,11866,17616
17,2867,三商壽,金融保險業,上市,2526,17461
18,8039,台虹,電子零組件業,上市,-1612,17334
19,2892,第一金,金融保險業,上市,-3636,13778
20,2845,遠東銀,金融保險業,上市,6191,12524
21,2880,華南金,金融保險業,上市,93,11987
22,2618,長榮航,航運業,上市,11198,11734
23,1709,和益,化學工業,上市,-393,10972
24,2884,玉山金,金融保險業,上市,2220,10700
25,1216,統一,食品工業,上市,2123,10619
26,2324,仁寶,電腦及週邊設備業,上市,3746,10466
27,3006,晶豪科,半導體業,上市,5687,10394
28,2615,萬海,航運業,上市,4042,10193
29,2409,友達,光電業,上市,-14153,10030
30,3374,精材,半導體業,上櫃,2844,9015
31,2801,彰銀,金融保險業,上市,1562,8882
32,2105,正新,橡膠工業,上市,39,8357
33,6182,合晶,半導體業,上櫃,-6301,7450
34,2637,慧洋-KY,航運業,上市,256,6922
35,2881,富邦金,金融保險業,上市,5957,6824
36,2367,燿華,電子零組件業,上市,465,6695
37,6202,盛群,半導體業,上市,325,6458
38,2634,漢翔,航運業,上市,6845,5647
39,2382,廣達,電腦及週邊設備業,上市,2042,5609
40,2027,大成鋼,鋼鐵工業,上市,10200,5484
41,5388,中磊,通信網路業,上市,2877,5323
42,2359,所羅門,其他電子業,上市,-869,5245
43,5871,中租-KY,其他業,上市,1395,5027
44,3211,順達,電腦及週邊設備業,上櫃,-2724,4982
45,2605,新興,航運業,上市,3524,4728
46,2606,裕民,航運業,上市,1503,4727
47,6116,彩晶,光電業,上市,-3171,4667
48,6147,頎邦,半導體業,上櫃,3744,4507
49,1536,和大,汽車工業,上市,-548,4384
50,2312,金寶,其他電子業,上市,5964,4027
