排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,6505,台塑化,油電燃氣業,上市,5,18285,41454
2,5880,合庫金,金融保險業,上市,5,7165,34421
3,1301,台塑,塑膠工業,上市,3,5720,30718
4,5483,中美晶,半導體業,上櫃,4,7093,23423
5,2603,長榮,航運業,上市,5,7482,22600
6,3576,聯合再生,光電業,上市,4,6013,20999
7,5876,上海商銀,金融保險業,上市,5,1808,20225
8,2883,凱基金,金融保險業,上市,4,7855,19364
9,1718,中纖,化學工業,上市,5,2652,18265
10,2867,三商壽,金融保險業,上市,5,2526,17461
11,2845,遠東銀,金融保險業,上市,4,6191,12524
12,2880,華南金,金融保險業,上市,4,93,11987
13,2618,長榮航,航運業,上市,3,11198,11734
14,2884,玉山金,金融保險業,上市,5,2220,10700
15,1216,統一,食品工業,上市,5,2123,10619
16,2615,萬海,航運業,上市,4,4042,10193
17,2105,正新,橡膠工業,上市,5,39,8357
18,2637,慧洋-KY,航運業,上市,5,256,6922
19,2367,燿華,電子零組件業,上市,4,465,6695
20,5388,中磊,通信網路業,上市,4,2877,5323
21,5871,中租-KY,其他業,上市,4,1395,5027
22,2605,新興,航運業,上市,4,3524,4728
23,6147,頎邦,半導體業,上櫃,3,3744,4507
24,2023,燁輝,鋼鐵工業,上市,5,71,3669
25,9945,潤泰新,其他業,上市,3,1729,3556
26,2485,兆赫,通信網路業,上市,4,58,3552
27,2376,技嘉,電腦及週邊設備業,上市,5,1381,3244
28,4938,和碩,電腦及週邊設備業,上市,5,794,3227
29,3005,神基,電腦及週邊設備業,上市,4,70,2969
30,3189,景碩,半導體業,上市,5,424,2874
31,1907,永豐餘,造紙工業,上市,3,1830,2654
32,2912,統一超,貿易百貨業,上市,5,639,2573
33,2520,冠德,建材營造業,上市,5,755,2109
34,2357,華碩,電腦及週邊設備業,上市,4,295,2049
35,3022,威強電,電腦及週邊設備業,上市,4,112,1990
36,2006,東和鋼鐵,鋼鐵工業,上市,4,798,1990
37,8932,智通*,其他業,上櫃,3,2410,1910
38,6443,元晶,光電業,上市,4,297,1872
39,6226,光鼎,光電業,上市,5,397,1809
40,2915,潤泰全,貿易百貨業,上市,3,899,1782
41,2478,大毅,電子零組件業,上市,4,89,1752
42,4114,健喬,生技醫療業,上櫃,5,573,1594
43,9938,百和,其他業,上市,5,346,1532
44,2646,星宇航空,航運業,上市,3,998,1517
45,2476,鉅祥,電子零組件業,上市,4,781,1502
46,2031,新光鋼,鋼鐵工業,上市,4,472,1462
47,1909,榮成,造紙工業,上市,4,356,1318
48,3551,世禾,綠能環保,上櫃,3,1322,1291
49,1711,永光,化學工業,上市,3,1159,1257
50,4764,雙鍵,化學工業,上市,4,739,1200
51,2034,允強,鋼鐵工業,上市,3,686,1170
52,5522,遠雄,建材營造業,上市,4,176,1138
53,3685,元創精密,電機機械,上櫃,4,195,1095
54,6531,愛普*,半導體業,上市,3,636,1070
55,3059,華晶科,光電業,上市,4,225,1044
56,8415,大國鋼,鋼鐵工業,上櫃,4,301,997
57,2388,威盛,半導體業,上市,3,1405,985
58,4919,新唐,半導體業,上市,3,750,973
59,2103,台橡,橡膠工業,上市,3,1069,941
60,2836,高雄銀,金融保險業,上市,4,150,858
61,3029,零壹,資訊服務業,上市,4,225,850
62,2101,南港,橡膠工業,上市,4,107,767
63,1808,潤隆,建材營造業,上市,4,412,711
64,3030,德律,其他電子業,上市,3,121,679
65,3055,蔚華科,電子通路業,上市,4,542,660
66,6261,久元,半導體業,上櫃,5,49,656
67,2206,三陽工業,汽車工業,上市,5,73,652
68,4977,眾達-KY,通信網路業,上市,5,14,604
69,3032,偉訓,電子零組件業,上市,4,159,596
70,8462,柏文,運動休閒,上市,5,19,591
71,8021,尖點,其他電子業,上市,5,121,588
72,4971,IET-KY,半導體業,上櫃,5,17,584
73,5269,祥碩,半導體業,上市,3,54,565
74,2482,連宇,其他電子業,上市,5,365,553
75,3163,波若威,通信網路業,上櫃,4,105,549
76,4162,智擎,生技醫療業,上櫃,4,214,537
77,6177,達麗,建材營造業,上市,4,142,534
78,9939,宏全,其他業,上市,4,79,534
79,2204,中華,汽車工業,上市,3,46,521
80,9925,新保,其他業,上市,4,46,514
81,5210,寶碩,資訊服務業,上櫃,5,189,508
82,2905,三商,貿易百貨業,上市,4,334,495
83,5340,建榮,電子零組件業,上櫃,3,177,471
84,1773,勝一,化學工業,上市,3,517,452
85,3430,奇鈦科,化學工業,上櫃,5,339,444
86,2851,中再保,金融保險業,上市,4,521,439
87,3303,岱稜,其他電子業,上櫃,3,255,425
