股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
4566,時碩工業,2026-07-24,69.7,71.3,2.3%,10700,2219,4.82
3163,波若威,2026-07-24,745.0,705.0,-5.37%,9635,2790,3.45
4903,聯光通,2026-07-24,37.45,38.3,2.27%,5591,1703,3.28
3577,泓格,2026-07-24,157.0,146.5,-6.69%,7696,1773,4.34
6166,凌華,2026-07-24,160.5,166.5,3.74%,16885,2668,6.33
3450,聯鈞,2026-07-24,463.0,427.0,-7.78%,23485,5705,4.12
4977,眾達-KY,2026-07-24,134.0,139.0,3.73%,8626,2040,4.23
3231,緯創,2026-07-24,175.0,179.0,2.29%,179841,52849,3.4
8111,立碁,2026-07-24,56.8,60.6,6.69%,20719,2451,8.45
3081,聯亞,2026-07-24,1810.0,1760.0,-2.76%,10211,2387,4.28
8114,振樺電,2026-07-24,231.0,230.0,-0.43%,5050,1095,4.61
2451,創見,2026-07-24,262.0,264.0,0.76%,18768,5301,3.54
8271,宇瞻,2026-07-24,211.0,212.5,0.71%,14806,3538,4.18
4979,華星光,2026-07-24,401.0,426.5,6.36%,25336,7695,3.29
6414,樺漢,2026-07-23,490.0,500.0,2.04%,8601,2481,3.47
6166,凌華,2026-07-23,145.0,166.5,14.83%,7006,1953,3.59
8111,立碁,2026-07-23,56.5,60.6,7.26%,8359,1477,5.66
6141,柏承,2026-07-23,43.85,38.65,-11.86%,8549,2233,3.83
5227,立凱-KY,2026-07-23,37.9,40.1,5.8%,5186,853,6.08
4991,環宇-KY,2026-07-23,435.0,417.0,-4.14%,13731,4052,3.39
1309,台達化,2026-07-23,14.75,14.8,0.34%,18051,5810,3.11
4939,亞電,2026-07-23,70.9,62.7,-11.57%,56888,16986,3.35
1325,恆大,2026-07-23,28.0,27.7,-1.07%,5307,591,8.98
3450,聯鈞,2026-07-23,461.5,427.0,-7.48%,17016,5325,3.2
3231,緯創,2026-07-23,168.0,179.0,6.55%,218008,45974,4.74
3088,艾訊,2026-07-23,146.0,150.5,3.08%,6428,1665,3.86
2605,新興,2026-07-23,32.0,32.3,0.94%,18586,5840,3.18
2455,全新,2026-07-23,335.5,333.0,-0.75%,19113,5620,3.4
9919,康那香,2026-07-23,15.2,14.3,-5.92%,7260,958,7.57
4939,亞電,2026-07-22,76.9,62.7,-18.47%,73667,14441,5.1
3577,泓格,2026-07-22,157.0,146.5,-6.69%,5506,1228,4.48
3088,艾訊,2026-07-22,143.5,150.5,4.88%,6834,1402,4.87
2027,大成鋼,2026-07-22,41.35,43.55,5.32%,50852,16231,3.13
