股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,77.4,5,22069189,4413,80.7,75.5,6.89%
2317,鴻海,252.5,5,3846188,769,259.5,230.5,12.58%
2376,技嘉,354.5,5,3362985,672,358.0,317.5,12.76%
2382,廣達,328.0,5,4071674,814,337.5,309.0,9.22%
2474,可成,189.5,5,5401970,1080,194.0,184.5,5.15%
2542,興富發,44.2,5,27531000,5506,44.95,42.6,5.52%
2610,華航,20.5,5,13151433,2630,22.0,20.2,8.91%
2801,彰銀,24.35,5,41968476,8393,24.75,23.55,5.10%
2880,華南金,40.7,5,45865058,9173,41.35,39.65,4.29%
2881,富邦金,127.5,4,8172224,1634,129.5,122.0,6.15%
2884,玉山金,35.95,4,3617228,723,37.2,35.05,6.13%
2886,兆豐金,48.45,5,26744120,5348,49.05,47.1,4.14%
2887,台新金,34.15,4,85604400,17120,35.8,33.45,7.03%
2890,永豐金,38.55,5,37071316,7414,40.6,37.6,7.98%
2892,第一金,34.3,5,36315331,7263,34.75,33.4,4.04%
2912,統一超,241.0,5,6068114,1213,246.5,232.0,6.25%
3706,神達,91.3,5,5980000,1196,92.7,85.4,8.55%
5871,中租-KY,120.0,5,12383288,2476,124.5,118.0,5.51%
6548,長科*,68.0,4,2831000,566,72.5,65.4,10.86%
