排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,6505,台塑化,油電燃氣業,上市,5,4420,51223
2,2884,玉山金,金融保險業,上市,5,34137,44159
3,5880,合庫金,金融保險業,上市,5,10930,36898
4,2618,長榮航,航運業,上市,5,7106,34142
5,3576,聯合再生,光電業,上市,5,4953,32445
6,5876,上海商銀,金融保險業,上市,5,10033,30405
7,2892,第一金,金融保險業,上市,4,17987,29895
8,2883,凱基金,金融保險業,上市,5,8278,29324
9,2867,三商壽,金融保險業,上市,5,16720,26405
10,2002,中鋼,鋼鐵工業,上市,4,20700,23609
11,2886,兆豐金,金融保險業,上市,4,16465,23398
12,2105,正新,橡膠工業,上市,5,10285,22017
13,2603,長榮,航運業,上市,5,6773,20875
14,2880,華南金,金融保險業,上市,5,13084,19934
15,2845,遠東銀,金融保險業,上市,5,4670,19133
16,1101,台泥,水泥工業,上市,3,12458,18772
17,2324,仁寶,電腦及週邊設備業,上市,3,19048,18208
18,2027,大成鋼,鋼鐵工業,上市,4,5695,16469
19,1216,統一,食品工業,上市,5,8221,14144
20,5871,中租-KY,其他業,上市,5,3765,12145
21,1709,和益,化學工業,上市,4,315,11150
22,1718,中纖,化學工業,上市,5,1243,10343
23,2801,彰銀,金融保險業,上市,3,8406,10216
24,4904,遠傳,通信網路業,上市,3,3760,8229
25,9945,潤泰新,其他業,上市,4,1959,6430
26,1402,遠東新,紡織纖維,上市,4,8967,6221
27,2646,星宇航空,航運業,上市,5,1337,5476
28,2605,新興,航運業,上市,5,696,5168
29,4938,和碩,電腦及週邊設備業,上市,5,2136,4689
30,2915,潤泰全,貿易百貨業,上市,4,702,3755
31,2375,凱美,電子零組件業,上市,4,1678,3474
32,2542,興富發,建材營造業,上市,3,2842,3421
33,1907,永豐餘,造紙工業,上市,4,422,3208
34,9914,美利達,運動休閒,上市,5,492,2947
35,2520,冠德,建材營造業,上市,5,1019,2899
36,6141,柏承,電子零組件業,上市,3,489,2869
37,3413,京鼎,半導體業,上市,3,602,2835
38,1808,潤隆,建材營造業,上市,5,1152,2817
39,2633,台灣高鐵,航運業,上市,3,1986,2731
40,2637,慧洋-KY,航運業,上市,5,166,2607
41,1210,大成,食品工業,上市,4,1047,2591
42,2201,裕隆,汽車工業,上市,3,1522,2544
43,2912,統一超,貿易百貨業,上市,5,623,2392
44,2357,華碩,電腦及週邊設備業,上市,5,926,2328
45,2455,全新,通信網路業,上市,4,316,2256
46,4991,環宇-KY,半導體業,上櫃,4,670,2210
47,2836,高雄銀,金融保險業,上市,5,38,2178
48,2527,宏璟,建材營造業,上市,4,4,2063
49,2031,新光鋼,鋼鐵工業,上市,5,41,1992
50,6271,同欣電,半導體業,上市,4,913,1924
51,6177,達麗,建材營造業,上市,5,796,1860
52,6488,環球晶,半導體業,上櫃,3,1447,1786
53,2493,揚博,電子零組件業,上市,4,924,1752
54,2101,南港,橡膠工業,上市,5,503,1738
55,4979,華星光,通信網路業,上櫃,4,1289,1720
56,9941,裕融,其他業,上市,5,244,1631
57,1229,聯華,食品工業,上市,3,750,1499
58,4960,誠美材,光電業,上市,4,307,1491
59,5475,德宏,電子零組件業,上櫃,3,434,1479
60,5522,遠雄,建材營造業,上市,5,196,1425
61,6277,宏正,電腦及週邊設備業,上市,3,1087,1317
62,9938,百和,其他業,上市,5,247,1274
63,3029,零壹,資訊服務業,上市,5,439,1269
64,8415,大國鋼,鋼鐵工業,上櫃,5,116,1153
65,9939,宏全,其他業,上市,5,508,1141
66,3030,德律,其他電子業,上市,5,3,1029
67,2206,三陽工業,汽車工業,上市,5,246,1025
68,2903,遠百,貿易百貨業,上市,3,945,1016
69,6414,樺漢,電腦及週邊設備業,上市,4,338,972
70,8358,金居,電子零組件業,上櫃,3,1753,931
71,2368,金像電,電子零組件業,上市,4,497,922
72,5269,祥碩,半導體業,上市,5,43,903
73,5534,長虹,建材營造業,上市,4,459,894
74,4977,眾達-KY,通信網路業,上市,5,245,891
75,5434,崇越,電子通路業,上市,3,115,857
76,4956,光鋐,光電業,上市,4,327,846
77,2539,櫻花建,建材營造業,上市,4,390,827
