股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,71.5,4,10901477,2180,76.4,71.4,7.00%
2323,中環,10.2,4,3271000,654,10.25,9.37,9.39%
2618,長榮航,35.5,4,22795104,4559,35.65,34.1,4.55%
2801,彰銀,20.3,4,10752878,2150,20.65,20.15,2.48%
2892,第一金,27.55,4,13701676,2740,29.45,27.4,7.48%
2912,統一超,220.0,4,3241745,648,229.5,218.5,5.03%
3045,台灣大,112.0,4,15109294,3021,117.5,111.5,5.38%
3706,神達,87.8,5,11003026,2200,88.4,77.8,13.62%
4938,和碩,80.7,4,3652454,730,81.1,75.8,6.99%
5347,世界,162.0,4,16998087,3399,167.5,152.5,9.84%
8069,元太,224.0,4,3348692,669,236.0,207.5,13.73%
