股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1727,中華化,102.0,41.08%,15109,1.81
2312,金寶,33.1,18.43%,134951,1.54
2316,楠梓電,153.5,36.44%,17207,1.77
2327,國巨,629.0,61.7%,73991,1.73
2352,佳世達,28.75,15.69%,31150,2.11
2355,敬鵬,65.2,25.87%,68692,2.18
2356,英業達,59.5,20.08%,122964,1.94
2363,矽統,66.7,12.29%,45743,1.89
2374,佳能,83.4,6.24%,15438,1.53
2375,凱美,134.5,48.78%,28362,3.03
2377,微星,124.0,24.0%,54500,1.78
2388,威盛,88.0,23.25%,35608,1.86
2401,凌陽,30.75,21.54%,57498,3.84
2464,盟立,144.0,18.03%,37571,2.62
2484,希華,49.3,17.94%,34513,2.52
2498,宏達電,46.4,17.92%,15829,2.76
2603,長榮,219.0,3.55%,30119,1.57
3019,亞光,153.5,6.6%,12803,1.94
3033,威健,53.9,22.92%,24025,2.69
3035,智原,211.0,18.54%,28366,1.74
3048,益登,74.5,75.71%,21793,3.1
3149,正達,59.1,22.49%,34321,2.88
3221,台嘉碩,56.4,24.78%,12420,1.75
3305,昇貿,146.0,26.96%,12605,2.88
3357,臺慶科,279.0,48.8%,12527,1.99
3490,單井,43.5,40.55%,13143,3.58
3615,安可,47.55,39.44%,15568,2.74
3663,鑫科,86.9,20.53%,16885,2.62
3673,TPK-KY,77.0,30.51%,46498,3.04
3704,合勤控,44.0,24.65%,13709,2.14
4540,全球傳動,72.6,5.83%,11091,2.09
5243,乙盛-KY,123.0,14.95%,10265,1.97
5309,系統電,69.3,8.62%,11042,1.55
5328,華容,35.5,31.97%,56818,2.51
6155,鈞寶,61.2,15.04%,23088,3.55
6175,立敦,88.3,29.28%,14680,2.37
6207,雷科,89.9,41.35%,29966,4.98
6215,和椿,134.5,20.09%,12353,3.21
6278,台表科,245.0,21.89%,19577,1.86
6284,佳邦,102.5,25.77%,11337,3.11
6834,天二科技,70.5,46.57%,12289,3.77
8043,蜜望實,130.5,45.32%,29063,4.34
8105,凌巨,17.4,28.41%,16041,1.93
8261,富鼎,160.0,26.98%,11495,2.2
