排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電源供應器與整合,2.7,100.0,5/5,5.35,0.24,-2.46,-26.25
2,CPO_光通訊,7.37,100.0,6/6,11.65,-33.3,16.61,30.47
3,記憶體封裝與測試,5.45,100.0,4/4,-13.38,0.37,-5.1,-4.79
4,TPU_伺服器主板與印刷電路板,5.08,100.0,5/5,62.44,176.5,17.74,-1.16
5,PCB,6.15,100.0,15/15,181.13,402.66,56.33,101.17
6,記憶體模組,2.43,100.0,7/7,-25.86,-72.39,-6.11,-49.05
7,記憶體製造,7.4,100.0,4/4,138.66,96.02,-1.85,-25.68
8,記憶體控制IC,3.03,100.0,5/5,25.43,19.58,-0.06,-0.05
9,銀,6.07,100.0,4/4,5.69,-37.79,15.63,69.47
10,電池或電源,3.64,95.0,19/20,32.37,37.07,-4.26,-35.75
11,網通設備組件,4.2,95.0,19/20,-20.99,-129.84,59.26,43.86
12,機器人,4.12,92.86,13/14,3.13,13.16,-2.55,-28.92
13,電器電纜,2.85,90.0,9/10,23.33,39.0,0.08,0.45
14,被動元件,6.0,89.47,17/19,13.33,-30.34,13.87,53.58
15,軍工_無人機相關,2.4,88.89,8/9,-52.51,-116.05,59.35,43.43
16,BBU_電池模組,4.88,85.71,6/7,9.0,12.24,-2.02,-10.57
17,半導體設備,2.58,85.71,6/7,-6.34,-3.67,1.8,3.11
18,工業自動化與機器人,3.7,85.71,6/7,0.42,8.75,-0.0,-0.73
19,IC設計,2.83,84.62,11/13,-78.3,-184.69,67.01,80.71
20,CPO_先進封裝測試,1.6,80.0,4/5,-0.75,13.62,-21.23,-31.55
21,玻璃,4.69,80.0,12/15,80.91,144.56,7.07,14.24
22,軟體設計,1.22,80.0,12/15,2.2,3.29,-0.01,-0.09
23,TPU_散熱,0.7,75.0,3/4,-12.45,-44.14,4.82,18.94
24,低軌衛星,3.05,71.43,5/7,106.67,104.37,-9.16,-7.94
25,銅,3.12,70.0,7/10,16.93,127.39,11.68,0.79
26,光學元件或組裝,2.47,66.67,10/15,10.5,-6.44,11.04,16.53
27,化學,1.58,60.0,12/20,19.55,79.13,-1.34,-2.41
28,航運,0.91,53.33,8/15,23.05,92.58,16.28,19.88
29,TPU_光通訊與連接器,2.47,50.0,2/4,-7.18,-9.34,3.03,8.9
30,軍工_航太製造與維修,1.57,50.0,3/6,-0.26,3.47,-0.0,0.13
31,廠務系統與水處理,-1.45,42.86,3/7,0.84,2.61,-0.01,-0.03
32,無塵室與機電工程,2.56,40.0,2/5,-0.45,52.76,7.63,7.1
33,塑膠,-0.23,38.89,7/18,-14.87,6.88,-0.02,-0.1
34,金融,-0.33,36.84,7/19,-14.88,6.88,-0.02,-0.1
35,紡織,-0.02,30.0,6/20,3.55,20.34,-2.5,-5.27
36,造紙,-0.17,28.57,2/7,-0.38,-0.43,-0.0,-0.01
37,鋼鐵,0.05,26.67,4/15,3.51,14.94,-0.34,-1.31
