公司名稱,股票代碼,最新收盤價,標的債券,債券代號,轉換價格,差異百分比,股票成交量,股票5MA,可轉債成交量,可轉債5MA
盟立,2464,77.7,盟立二,24642,78.5,1.03,15230708,4822889.0,273,95.0
力士,4923,34.15,力士一,49231,34.66,1.49,241128,82368.0,58,12.0
聚隆,1466,18.25,聚隆四,14664,18.8,3.01,1966210,635913.0,20,8.0
