股票代碼,公司名稱,符合策略數,符合策略
6182,合晶,3,"大戶持有, 強勢股, 隔日衝"
2305,全友,3,"強勢股, 盤整突破, 隔日衝"
2312,金寶,3,"外資買超, 強勢股, 盤整突破"
2337,旺宏,3,"外資買超, 大戶持有, 投信連續"
2332,友訊,2,"盤整突破, 隔日衝"
6284,佳邦,2,"盤整突破, 隔日衝"
1514,亞力,2,"外資買超, 隔日衝"
6127,九豪,2,"強勢股, 隔日衝"
1513,中興電,2,"盤整突破, 隔日衝"
5347,世界,2,"外資買超, 強勢股"
2349,錸德,2,"外資買超, 強勢股"
6282,康舒,2,"外資買超, 強勢股"
6239,力成,2,"外資買超, 強勢股"
1519,華城,2,"外資買超, 強勢股"
1503,士電,2,"外資買超, 盤整突破"
8021,尖點,2,"外資買超, 大戶持有"
2327,國巨,2,"大戶持有, 強勢股"
2419,仲琦,2,"強勢股, 盤整突破"
4916,事欣科,2,"大戶持有, 強勢股"
6163,華電網,2,"強勢股, 盤整突破"
6443,元晶,2,"大戶持有, 強勢股"
6485,點序,2,"大戶持有, 強勢股"
8074,鉅橡,2,"大戶持有, 強勢股"
8088,品安,2,"大戶持有, 強勢股"
8150,南茂,2,"大戶持有, 強勢股"
9955,佳龍,2,"強勢股, 盤整突破"
