股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1101,台泥,25.0,7.76%,38299,2.12
1312,國喬,13.75,17.02%,34712,3.61
1519,華城,907.0,18.56%,15089,1.91
1605,華新,44.3,39.31%,364482,2.24
1717,長興,67.1,64.06%,112612,4.48
1721,三晃,18.75,13.64%,15478,2.6
2305,全友,15.9,44.55%,11232,4.59
2312,金寶,33.3,48.66%,386143,4.14
2313,華通,141.0,51.45%,127054,3.03
2331,精英,28.95,30.7%,56146,3.75
2367,燿華,37.1,36.4%,222829,5.73
2369,菱生,27.55,21.37%,21769,2.0
2406,國碩,32.45,28.51%,40992,3.07
2419,仲琦,33.4,38.3%,24253,4.75
2455,全新,168.5,11.22%,18544,2.71
2484,希華,27.0,33.33%,17343,6.63
2634,漢翔,56.0,10.67%,12309,1.8
3138,耀登,156.5,44.91%,11010,5.56
3221,台嘉碩,27.8,33.33%,12245,3.91
3236,千如,37.9,34.16%,48056,1.77
3265,台星科,144.5,14.23%,11764,3.13
3305,昇貿,125.5,21.26%,26463,2.68
3576,聯合再生,11.1,28.92%,61050,2.39
3663,鑫科,68.4,20.42%,13331,3.42
4510,高鋒,46.1,17.3%,14198,2.83
4533,協易機,27.6,26.03%,14844,3.74
5347,世界,127.0,37.89%,34678,4.48
5381,合正,29.0,19.34%,19976,2.42
6005,群益證,27.35,14.2%,12080,1.5
6155,鈞寶,60.7,37.8%,14590,1.67
6182,合晶,39.9,29.55%,66358,2.83
6190,萬泰科,49.9,13.8%,13024,2.41
6239,力成,257.5,48.84%,18575,2.09
6257,矽格,135.0,15.88%,21719,1.94
6282,康舒,56.5,33.57%,173791,3.33
6284,佳邦,93.3,13.92%,22800,2.53
8042,金山電,71.0,32.46%,49303,2.08
8043,蜜望實,100.5,16.86%,45264,1.7
8064,東捷,56.8,20.08%,11164,3.29
8074,鉅橡,58.0,13.73%,23485,2.76
8088,品安,60.5,30.95%,17356,2.58
8104,錸寶,37.1,16.48%,11701,3.14
8150,南茂,61.6,30.65%,62721,2.56
8476,台境*,24.75,37.5%,38028,10.49
