股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1714,和桐,20.35,68.18%,31934,3.58
2302,麗正,47.0,35.25%,30436,2.86
2327,國巨,1080.0,45.36%,93655,1.53
2332,友訊,20.05,21.15%,16857,2.31
2342,茂矽,55.2,28.22%,29235,2.83
2375,凱美,219.0,51.03%,18935,2.27
2472,立隆電,402.0,14.86%,18705,1.65
2478,大毅,234.0,70.18%,36381,2.83
2520,冠德,36.4,14.47%,10674,2.47
2610,華航,22.0,10.55%,100065,2.25
2618,長榮航,42.55,12.27%,65533,2.25
2867,三商壽,8.74,7.64%,18362,2.06
2890,永豐金,39.8,20.06%,148015,2.03
3060,銘異,37.9,18.62%,22559,2.78
3090,日電貿,332.5,50.45%,23571,2.44
3236,千如,71.0,37.86%,25496,2.84
3357,臺慶科,348.0,28.65%,10261,1.73
3362,先進光,211.0,46.53%,14274,4.28
3441,聯一光,92.3,68.43%,14141,4.02
3537,堡達,89.6,17.89%,12342,2.19
4976,佳凌,43.9,27.25%,18480,5.74
5328,華容,56.5,50.67%,43105,2.18
6153,嘉聯益,24.45,32.52%,20476,2.92
6155,鈞寶,98.5,36.62%,22494,2.51
6175,立敦,114.0,29.69%,28591,1.65
6182,合晶,120.0,32.01%,115199,1.87
6207,雷科,165.5,8.17%,29868,1.73
6209,今國光,97.1,14.64%,30951,2.83
8043,蜜望實,226.5,56.21%,34613,2.13
9945,潤泰新,27.5,9.13%,17961,1.77
