排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,1.52,100.0,7/7,4.39,4.31,-0.2,2.03
2,銅,5.75,100.0,10/10,69.57,120.22,10.34,16.04
3,記憶體製造,6.32,100.0,4/4,-3.75,-51.31,78.3,89.92
4,記憶體模組,2.57,100.0,7/7,20.97,-28.17,-2.31,-3.75
5,記憶體封裝與測試,4.68,100.0,4/4,7.26,-14.11,3.45,2.99
6,TPU_散熱,2.54,100.0,4/4,7.98,16.94,-12.81,-47.95
7,光學元件或組裝,3.75,93.33,14/15,4.36,5.55,24.23,28.31
8,機器人,3.25,92.86,13/14,2.59,-49.32,-18.37,-50.51
9,電器電纜,1.29,90.0,9/10,-3.84,-19.73,7.66,7.69
10,造紙,2.25,85.71,6/7,1.73,0.99,0.0,-0.0
11,半導體設備,3.73,85.71,6/7,3.76,5.52,1.51,1.08
12,工業自動化與機器人,4.22,85.71,6/7,1.07,3.57,0.08,-3.29
13,廠務系統與水處理,2.44,83.33,5/6,2.57,1.67,-0.01,-0.02
14,塑膠,2.47,83.33,15/18,83.36,114.77,-54.86,-54.93
15,BBU_電源供應器與整合,0.98,80.0,4/5,16.03,-24.16,-27.28,-56.49
16,玻璃,2.78,80.0,12/15,5.99,7.72,-6.36,10.07
17,CPO_先進封裝測試,5.38,80.0,4/5,7.91,-9.83,1.3,2.45
18,金融,2.25,78.95,15/19,83.36,114.77,-54.86,-54.93
19,被動元件,5.01,78.95,15/19,-148.59,-244.4,104.33,127.62
20,軍工_無人機相關,0.85,77.78,7/9,76.8,25.05,-104.84,-121.14
21,電池或電源,1.46,75.0,15/20,21.69,-36.55,-20.02,-50.02
22,銀,4.14,75.0,3/4,-153.32,-217.58,109.81,138.84
23,TPU_光通訊與連接器,3.65,75.0,3/4,-8.21,1.07,9.61,-12.02
24,IC設計,2.13,69.23,9/13,-40.54,-116.12,-4.59,-15.95
25,CPO_光通訊,2.95,66.67,4/6,-15.7,-5.72,17.69,1.74
26,PCB,2.78,66.67,10/15,-166.97,-87.2,171.27,170.07
27,網通設備組件,2.92,65.0,13/20,114.54,91.65,-108.82,-191.12
28,無塵室與機電工程,3.27,60.0,3/5,4.33,-24.58,1.21,20.5
29,TPU_伺服器主板與印刷電路板,1.3,60.0,3/5,2.12,13.37,-3.14,1.19
30,記憶體控制IC,2.41,60.0,3/5,8.6,9.51,-0.7,-0.56
31,化學,1.65,60.0,12/20,75.42,109.81,-52.41,-50.43
32,軍工_航太製造與維修,0.49,50.0,3/6,1.24,2.85,-0.22,-0.23
33,軟體設計,0.47,46.67,7/15,-0.5,-0.83,-0.01,-0.02
34,紡織,-0.29,40.0,8/20,3.75,3.44,-1.67,1.84
35,鋼鐵,-0.12,33.33,5/15,66.89,68.27,-58.96,-59.54
36,低軌衛星,-0.65,28.57,2/7,-26.72,17.96,-5.54,-6.02
37,航運,-0.31,20.0,3/15,7.04,70.75,-2.88,-8.99
