股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,75.3,4,3796721,759,79.1,75.2,5.19%
2027,大成鋼,37.5,4,17124000,3424,37.55,34.9,7.59%
2324,仁寶,30.95,4,2687395,537,31.35,30.05,4.33%
2353,宏碁,27.05,4,28911763,5782,27.3,25.0,9.20%
2356,英業達,43.85,5,5574767,1114,45.05,42.05,7.13%
2393,億光,57.2,5,4824990,964,58.7,53.8,9.11%
2504,國產,37.65,5,6702870,1340,37.9,36.65,3.41%
2884,玉山金,33.25,5,110640206,22128,34.2,33.2,3.01%
2887,台新金,20.85,5,66647344,13329,21.25,20.3,4.68%
3045,台灣大,107.0,4,5559542,1111,110.5,106.5,3.76%
3231,緯創,158.5,4,12192591,2438,161.0,143.5,12.20%
4904,遠傳,89.3,4,2652755,530,90.0,88.1,2.16%
4915,致伸,79.0,5,8893110,1778,80.5,76.3,5.50%
5536,聖暉*,802.0,5,2797700,559,821.0,758.0,8.31%
6188,廣明,118.0,5,7434000,1486,119.0,106.5,11.74%
9907,統一實,18.25,5,3488569,697,18.3,17.75,3.10%
