排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,4.48,100.0,5/5,33.56,72.82,5.86,28.46
2,PCB,5.37,93.33,14/15,91.6,68.16,16.42,-2.15
3,被動元件,2.1,84.21,16/19,11.59,-41.1,-3.34,-2.44
4,CPO_光通訊,4.8,83.33,5/6,2.52,-3.54,-3.67,-10.07
5,CPO_先進封裝測試,3.64,80.0,4/5,2.84,-12.92,-0.51,5.47
6,銀,1.98,75.0,3/4,6.67,-12.12,-0.9,-2.01
7,玻璃,2.69,73.33,11/15,42.61,47.12,2.22,-31.42
8,記憶體模組,4.3,71.43,5/7,8.56,0.96,-2.92,3.76
9,廠務系統與水處理,1.1,71.43,5/7,-1.06,0.62,0.06,0.14
10,銅,3.25,70.0,7/10,34.69,-48.19,4.17,-18.59
11,半導體設備,1.46,57.14,4/7,6.09,8.02,0.01,0.14
12,BBU_電池模組,1.83,57.14,4/7,4.54,-9.36,1.27,2.89
13,化學,1.96,55.0,11/20,1.76,-48.05,4.95,4.0
14,光學元件或組裝,1.8,53.33,8/15,6.56,18.55,-4.08,-15.29
15,TPU_散熱,0.46,50.0,2/4,-8.71,15.67,-7.81,-6.03
16,電器電纜,0.27,50.0,5/10,2.28,-6.15,-0.88,-3.44
17,軍工_航太製造與維修,0.02,50.0,3/6,0.33,0.56,0.02,-0.15
18,記憶體製造,2.72,50.0,2/4,-10.03,-124.78,-3.99,-6.71
19,電池或電源,0.78,45.0,9/20,10.7,-28.92,-2.4,-0.29
20,機器人,0.01,42.86,6/14,1.75,0.77,-2.51,0.78
21,工業自動化與機器人,0.05,42.86,3/7,-1.43,5.99,-0.03,0.12
22,BBU_電源供應器與整合,0.45,40.0,2/5,5.55,-15.05,-2.41,0.95
23,鋼鐵,-0.47,40.0,6/15,-5.76,0.19,0.78,-1.97
24,網通設備組件,0.1,40.0,8/20,-103.58,-108.19,-10.21,-17.29
25,無塵室與機電工程,0.35,40.0,2/5,-11.52,-8.38,1.03,0.54
26,記憶體控制IC,0.97,40.0,2/5,-6.41,-5.79,-0.02,0.09
27,軍工_無人機相關,-0.55,33.33,3/9,-59.99,-88.35,-3.4,-9.9
28,低軌衛星,-0.51,28.57,2/7,-31.24,-38.12,-1.5,1.3
29,軟體設計,0.3,26.67,4/15,-0.07,1.72,-0.01,-0.06
30,記憶體封裝與測試,-0.71,25.0,1/4,-2.0,-10.99,-4.61,-7.3
31,TPU_光通訊與連接器,-1.79,25.0,1/4,-36.36,-49.4,-10.12,-15.22
32,紡織,-0.53,25.0,5/20,-7.96,-14.08,0.54,0.83
33,塑膠,-0.46,22.22,4/18,10.03,-60.01,4.75,5.2
34,金融,-0.52,21.05,4/19,10.03,-60.01,4.75,5.2
35,IC設計,-0.8,15.38,2/13,-47.59,-17.33,-10.87,-30.06
36,造紙,-1.14,14.29,1/7,-0.5,-1.01,-0.0,0.05
37,航運,-1.99,6.67,1/15,-27.67,10.14,-0.2,-1.55
