股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2303,聯電,154.0,4,21291872,4258,168.5,152.0,10.86%
2382,廣達,338.5,5,9819282,1963,349.0,335.0,4.18%
2603,長榮,243.0,4,3996097,799,245.5,236.5,3.81%
2610,華航,20.3,5,19262765,3852,20.6,20.0,3.00%
2618,長榮航,42.0,5,25838230,5167,43.2,41.2,4.85%
2633,台灣高鐵,25.55,5,2928604,585,26.0,25.5,1.96%
2884,玉山金,45.6,5,8604118,1720,47.3,44.9,5.35%
2890,永豐金,45.15,4,3008930,601,46.35,44.55,4.04%
2892,第一金,39.5,4,3242507,648,40.75,38.9,4.76%
9904,寶成,24.95,5,3378120,675,25.05,24.55,2.04%
