排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,8150,南茂,半導體業,上市,5,12233,64251
2,3711,日月光投控,半導體業,上市,5,380,26697
3,3016,嘉晶,半導體業,上市,4,7918,23157
4,3037,欣興,電子零組件業,上市,5,2017,19493
5,2855,統一證,金融保險業,上市,5,488,12154
6,3576,聯合再生,光電業,上市,5,42,11306
7,2412,中華電,通信網路業,上市,4,901,9406
8,2308,台達電,電子零組件業,上市,5,324,8602
9,3605,宏致,電子零組件業,上市,4,567,8100
10,6505,台塑化,油電燃氣業,上市,4,475,8061
11,3702,大聯大,電子通路業,上市,5,3119,7617
12,2892,第一金,金融保險業,上市,4,1056,6369
13,1312,國喬,塑膠工業,上市,4,699,6037
14,6672,騰輝電子-KY,電子零組件業,上市,4,3712,5773
15,1569,濱川,電腦及週邊設備業,上櫃,5,690,4798
16,8046,南電,電子零組件業,上市,3,471,4557
17,2404,漢唐,其他電子業,上市,5,528,4030
18,2034,允強,鋼鐵工業,上市,4,2338,3947
19,3293,鈊象,文化創意業,上櫃,4,2751,3515
20,9945,潤泰新,其他業,上市,3,221,3508
21,4566,時碩工業,電機機械,上市,3,2905,3464
22,8358,金居,電子零組件業,上櫃,4,761,3090
23,2347,聯強,電子通路業,上市,4,176,3004
24,5608,四維航,航運業,上市,5,177,2691
25,2603,長榮,航運業,上市,5,177,2393
26,2006,東和鋼鐵,鋼鐵工業,上市,4,611,2310
27,4915,致伸,電子零組件業,上市,4,143,2084
28,9904,寶成,運動休閒,上市,3,948,2012
29,2340,台亞,半導體業,上市,5,137,1995
30,1708,東鹼,化學工業,上市,4,1571,1956
31,5876,上海商銀,金融保險業,上市,5,85,1795
32,2915,潤泰全,貿易百貨業,上市,5,362,1758
33,4770,上品,化學工業,上市,5,192,1710
34,6122,擎邦,電機機械,上櫃,4,885,1656
35,1513,中興電,電機機械,上市,5,360,1642
36,8021,尖點,其他電子業,上市,4,199,1583
37,2851,中再保,金融保險業,上市,4,94,1579
38,2328,廣宇,電子零組件業,上市,4,54,1555
39,3324,雙鴻,其他電子業,上櫃,5,562,1481
40,1609,大亞,電器電纜,上市,4,8,1466
41,3045,台灣大,通信網路業,上市,4,266,1457
42,6214,精誠,資訊服務業,上市,4,438,1440
43,8050,廣積,電腦及週邊設備業,上櫃,5,842,1417
44,1313,聯成,塑膠工業,上市,4,91,1385
45,2367,燿華,電子零組件業,上市,5,331,1312
46,2014,中鴻,鋼鐵工業,上市,4,492,1252
47,2395,研華,電腦及週邊設備業,上市,4,477,1248
48,3691,碩禾,光電業,上櫃,4,72,1241
49,2031,新光鋼,鋼鐵工業,上市,4,360,1106
50,4938,和碩,電腦及週邊設備業,上市,3,408,1023
51,6199,天品,其他業,上櫃,4,18,953
52,5309,系統電,電子零組件業,上櫃,5,632,951
53,1904,正隆,造紙工業,上市,3,311,941
54,3518,柏騰,其他電子業,上市,4,458,906
55,5230,雷笛克光學,光電業,上櫃,5,477,890
56,3580,友威科,其他電子業,上櫃,5,39,859
57,6155,鈞寶,電子零組件業,上市,4,470,783
58,2476,鉅祥,電子零組件業,上市,5,8,764
59,6202,盛群,半導體業,上市,4,95,738
60,6189,豐藝,電子通路業,上市,5,57,708
61,1810,和成,玻璃陶瓷,上市,5,74,695
62,4961,天鈺,半導體業,上市,4,45,680
63,6509,聚和,化學工業,上櫃,5,102,667
64,3491,昇達科,通信網路業,上櫃,3,4,648
65,2606,裕民,航運業,上市,4,68,628
66,3311,閎暉,通信網路業,上市,4,107,626
67,6196,帆宣,其他電子業,上市,4,90,614
68,2478,大毅,電子零組件業,上市,5,189,583
69,1434,福懋,紡織纖維,上市,4,64,550
70,6743,安普新,其他電子業,上市,5,231,535
71,6691,洋基工程,其他電子業,上市,4,230,532
72,2636,台驊控股,航運業,上市,4,372,480
73,3236,千如,電子零組件業,上櫃,4,287,477
74,3443,創意,半導體業,上市,4,78,447
75,2617,台航,航運業,上市,4,33,445
76,3017,奇鋐,電腦及週邊設備業,上市,3,144,437
77,6491,晶碩,生技醫療業,上市,4,14,434
78,3563,牧德,光電業,上市,4,59,430
79,1308,亞聚,塑膠工業,上市,4,235,426
80,2516,新建,建材營造業,上市,5,263,423
81,6416,瑞祺電通,通信網路業,上市,5,20,406
82,9958,世紀鋼,鋼鐵工業,上市,3,148,397
83,5471,松翰,半導體業,上市,5,159,371
84,4142,國光生,生技醫療業,上市,4,173,368
85,4563,百德,電機機械,上櫃,5,77,364
86,1560,中砂,電機機械,上市,4,120,358
87,2236,百達-KY,汽車工業,上市,5,62,342
88,5299,杰力,半導體業,上櫃,4,32,342
89,4721,美琪瑪,化學工業,上櫃,5,135,332
90,2025,千興,鋼鐵工業,上市,5,223,332
91,6695,芯鼎,半導體業,上市,5,18,323
92,3078,僑威,電子零組件業,上櫃,4,29,311
93,2355,敬鵬,電子零組件業,上市,4,108,309
94,4551,智伸科,汽車工業,上市,4,103,306
95,4912,聯德控股-KY,電子零組件業,上市,4,48,304
96,6937,天虹,半導體業,上市,4,54,298
97,1612,宏泰,電器電纜,上市,5,78,293
98,5269,祥碩,半導體業,上市,4,6,274
99,5210,寶碩,資訊服務業,上櫃,5,15,268
100,6231,系微,資訊服務業,上櫃,5,72,251
101,5452,佶優,其他電子業,上櫃,4,12,250
102,4532,瑞智,電機機械,上市,3,166,237
103,5493,三聯,其他電子業,上櫃,5,12,236
104,2362,藍天,電腦及週邊設備業,上市,4,12,230
105,1702,南僑,食品工業,上市,5,8,228
106,8043,蜜望實,電子零組件業,上櫃,3,136,226
107,6190,萬泰科,通信網路業,上櫃,3,119,223
108,5328,華容,電子零組件業,上櫃,4,237,219
109,2017,官田鋼,鋼鐵工業,上市,4,77,211
110,4968,立積,半導體業,上市,5,25,211
111,6715,嘉基,電子零組件業,上市,3,47,199
112,3169,亞信,半導體業,上櫃,4,7,198
113,5206,坤悅,建材營造業,上櫃,5,5,197
114,2495,普安,電腦及週邊設備業,上市,4,94,193
115,3015,全漢,電子零組件業,上市,5,29,189
116,5515,建國,建材營造業,上市,3,164,185
117,3701,大眾控,電腦及週邊設備業,上市,4,1,183
118,2107,厚生,橡膠工業,上市,5,10,173
119,3430,奇鈦科,化學工業,上櫃,3,56,172
120,2731,雄獅,觀光餐旅,上市,4,22,168
121,6684,安格,半導體業,上櫃,5,2,168
122,6108,競國,電子零組件業,上市,3,200,156
123,4952,凌通,半導體業,上市,4,11,155
124,2483,百容,電子零組件業,上市,4,11,154
125,6903,巨漢,其他電子業,上櫃,4,24,152
126,3623,富晶通,光電業,上櫃,4,33,151
127,8072,陞泰,電子通路業,上市,4,126,151
128,3483,力致,電腦及週邊設備業,上櫃,4,31,145
129,1558,伸興,電機機械,上市,5,5,140
130,6613,朋億*,其他電子業,上櫃,4,6,139
131,6292,迅德,電子零組件業,上櫃,4,51,136
132,4564,元翎,電機機械,上市,4,20,132
133,2607,榮運,航運業,上市,4,30,131
134,9921,巨大,運動休閒,上市,3,60,131
135,6111,大宇資,文化創意業,上櫃,5,57,131
136,1449,佳和,紡織纖維,上市,3,42,129
137,3550,聯穎,電子零組件業,上市,3,20,129
138,8249,菱光,電子零組件業,上市,5,2,124
139,4513,福裕,電機機械,上櫃,4,7,122
140,6167,久正,光電業,上櫃,5,15,122
141,3689,湧德,電子零組件業,上櫃,3,67,118
142,8277,商丞,半導體業,上櫃,4,6,115
143,1219,福壽,食品工業,上市,5,17,113
144,3685,元創精密,電機機械,上櫃,5,20,109
145,1522,堤維西,汽車工業,上市,3,99,102
146,2546,根基,建材營造業,上市,4,14,97
147,3010,華立,電子通路業,上市,3,91,96
148,1437,勤益控,其他業,上市,5,2,95
149,9960,邁達康,運動休閒,上櫃,4,29,94
150,4536,拓凱,運動休閒,上市,5,3,88
151,6270,倍微,電子通路業,上櫃,4,42,88
152,2461,光群雷,其他電子業,上市,4,30,87
153,6596,寬宏藝術,文化創意業,上櫃,5,2,84
154,1734,杏輝,生技醫療業,上市,4,19,83
155,1527,鑽全,電機機械,上市,5,14,76
156,5251,天鉞電,光電業,上櫃,4,24,65
157,1784,訊聯,生技醫療業,上櫃,4,3,65
158,3710,連展投控,電子零組件業,上櫃,4,24,64
159,6101,寬魚國際,文化創意業,上櫃,5,8,64
160,2462,良得電,電子零組件業,上市,5,28,61
161,3652,精聯,電腦及週邊設備業,上市,4,2,59
162,6136,富爾特,通信網路業,上市,3,16,59
163,4561,健椿,電機機械,上櫃,5,13,59
164,6609,瀧澤科,電機機械,上櫃,5,2,57
165,3609,三一東林,電子零組件業,上櫃,4,1,57
166,1416,廣豐,其他業,上市,3,1,55
167,4766,南寶,化學工業,上市,4,10,55
168,8071,能率網通,電子零組件業,上櫃,5,12,52
169,1604,聲寶,電器電纜,上市,5,13,47
