排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,軍工_航太製造與維修,2.56,100.0,6/6,2.6,3.91,-0.0,-0.05
2,CPO_光通訊,8.08,100.0,6/6,29.96,68.72,1.17,-28.12
3,無塵室與機電工程,4.96,100.0,5/5,64.68,124.04,-4.68,-20.41
4,工業自動化與機器人,1.65,85.71,6/7,7.02,5.61,-0.77,-0.77
5,軍工_無人機相關,1.24,77.78,7/9,105.59,211.9,24.69,56.25
6,IC設計,2.91,76.92,10/13,111.73,299.96,40.45,114.83
7,TPU_光通訊與連接器,3.48,75.0,3/4,7.08,39.13,2.34,-16.55
8,玻璃,3.07,73.33,11/15,35.21,113.73,-0.25,-5.38
9,光學元件或組裝,3.77,73.33,11/15,29.55,78.78,-3.42,-34.09
10,BBU_電池模組,1.43,71.43,5/7,0.8,-0.06,-0.57,-2.39
11,被動元件,1.2,63.16,12/19,-24.57,103.45,6.93,14.28
12,CPO_先進封裝測試,2.52,60.0,3/5,1.63,11.74,8.02,17.24
13,電器電纜,0.52,60.0,6/10,-3.7,-27.45,-2.17,-4.85
14,TPU_伺服器主板與印刷電路板,1.75,60.0,3/5,10.49,50.86,-13.26,-32.77
15,PCB,2.81,60.0,9/15,-36.71,75.67,-6.52,-10.54
16,半導體設備,3.69,57.14,4/7,-15.85,-44.97,8.75,22.62
17,記憶體模組,1.08,57.14,4/7,9.74,-90.12,-37.01,-72.65
18,機器人,1.78,57.14,8/14,-4.86,56.78,5.26,3.05
19,網通設備組件,1.55,55.0,11/20,86.33,332.37,26.44,48.52
20,電池或電源,0.66,55.0,11/20,-8.75,64.01,1.11,-10.52
21,銅,1.57,50.0,5/10,-50.79,37.83,-15.75,-9.74
22,軟體設計,0.35,46.67,7/15,0.05,3.92,-0.02,-0.03
23,化學,0.07,40.0,8/20,1.2,46.92,-10.21,-29.97
24,記憶體控制IC,-0.36,40.0,2/5,-2.05,0.72,-0.07,-0.16
25,鋼鐵,0.57,40.0,6/15,21.64,25.85,-0.4,-0.43
26,航運,-0.08,33.33,5/15,-9.33,-3.35,-4.11,-13.69
27,紡織,-0.6,30.0,6/20,-2.47,-6.08,-0.3,-1.2
28,低軌衛星,-1.59,28.57,2/7,-18.99,2.99,3.29,5.16
29,廠務系統與水處理,-0.74,28.57,2/7,-0.38,-4.0,-0.01,-0.02
30,銀,1.53,25.0,1/4,-9.77,45.79,-0.24,8.47
31,TPU_散熱,1.44,25.0,1/4,-31.74,1.63,1.01,0.74
32,記憶體封裝與測試,-2.95,25.0,1/4,-2.46,3.16,-4.59,-11.4
33,BBU_電源供應器與整合,-0.27,20.0,1/5,-6.97,89.98,4.73,-1.73
34,造紙,-1.03,14.29,1/7,-0.3,-0.16,-0.01,-0.01
35,塑膠,-2.06,11.11,2/18,-12.24,50.17,-9.41,-26.36
36,金融,-2.0,10.53,2/19,-12.24,50.19,-9.41,-26.36
37,記憶體製造,-3.0,0.0,0/4,-21.02,-71.76,-27.98,-61.59
