股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1210,大成,55.3,5,20984000,4196,56.0,53.2,5.26%
1402,遠東新,27.0,4,97157000,19431,27.95,26.4,5.87%
2105,正新,34.25,4,54562843,10912,35.1,32.7,7.34%
2382,廣達,372.0,5,73657989,14731,385.0,357.0,7.84%
2855,統一證,50.5,4,34075696,6815,55.6,49.55,12.21%
2880,華南金,36.0,4,3295044,659,37.0,33.0,12.12%
2887,台新金,30.2,5,49895042,9979,30.8,27.15,13.44%
3293,鈊象,755.0,4,5339503,1067,833.0,740.0,12.57%
4938,和碩,93.1,4,51063752,10212,99.4,87.6,13.47%
5871,中租-KY,121.5,5,32694665,6538,123.0,112.0,9.82%
