排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,CPO_先進封裝測試,5.02,100.0,5/5,7.45,1.12,9.77,15.71
2,CPO_光通訊,4.21,100.0,6/6,5.42,53.1,-8.0,-43.45
3,IC設計,2.99,100.0,13/13,-42.07,-168.28,20.44,51.3
4,TPU_光通訊與連接器,2.56,100.0,4/4,-11.31,2.89,3.17,-8.86
5,TPU_散熱,3.53,100.0,4/4,-9.36,-65.1,12.1,14.54
6,記憶體製造,7.22,100.0,4/4,140.73,136.75,4.57,10.43
7,BBU_電源供應器與整合,3.03,100.0,5/5,25.08,-139.32,-18.7,-22.49
8,半導體設備,4.2,100.0,7/7,0.09,-4.84,3.3,7.42
9,無塵室與機電工程,6.86,100.0,5/5,52.35,66.79,4.3,-9.02
10,鋼鐵,2.04,93.33,14/15,13.24,23.48,1.38,-6.02
11,機器人,2.17,92.86,13/14,15.39,-140.23,-18.62,-22.41
12,電池或電源,2.03,90.0,18/20,22.3,-141.52,-16.72,-27.9
13,電器電纜,2.41,90.0,9/10,12.47,6.99,0.05,0.41
14,造紙,0.95,85.71,6/7,0.58,1.11,-0.01,-0.01
15,BBU_電池模組,1.24,85.71,6/7,-3.56,-1.19,1.98,-3.98
16,化學,2.48,85.0,17/20,29.41,-11.79,-0.27,14.62
17,金融,2.24,84.21,16/19,31.74,8.5,0.39,2.76
18,軍工_航太製造與維修,1.77,83.33,5/6,1.56,1.07,-0.01,-0.01
19,塑膠,2.27,83.33,15/18,31.74,8.5,0.39,2.76
20,銅,2.63,80.0,8/10,-20.45,18.77,-2.06,3.8
21,記憶體控制IC,3.5,80.0,4/5,0.85,2.29,-0.02,0.0
22,網通設備組件,1.49,75.0,15/20,-36.69,-232.61,-3.19,45.78
23,記憶體封裝與測試,2.34,75.0,3/4,-45.37,-19.17,12.96,-10.36
24,玻璃,2.02,73.33,11/15,8.2,27.85,6.24,-2.18
25,航運,1.07,73.33,11/15,36.75,47.5,-7.74,-45.06
26,軟體設計,0.69,73.33,11/15,-0.5,0.33,0.07,0.11
27,廠務系統與水處理,1.34,71.43,5/7,9.48,13.8,-0.01,-0.01
28,工業自動化與機器人,1.68,71.43,5/7,0.22,8.16,-0.02,-0.08
29,記憶體模組,2.65,71.43,5/7,-16.57,-15.28,-4.02,-19.52
30,軍工_無人機相關,0.4,66.67,6/9,-9.58,-161.45,10.44,36.71
31,被動元件,3.09,63.16,12/19,-12.3,-339.12,35.49,164.58
32,紡織,0.43,60.0,12/20,-4.41,-15.32,0.03,12.42
33,TPU_伺服器主板與印刷電路板,0.54,60.0,3/5,-27.96,-15.58,-9.4,-5.13
34,PCB,0.88,60.0,9/15,-105.38,-37.51,17.96,16.04
35,低軌衛星,0.3,57.14,4/7,-43.36,-39.83,-6.0,-5.13
36,光學元件或組裝,0.48,53.33,8/15,-43.97,10.66,1.58,2.36
37,銀,-0.41,50.0,2/4,-17.55,-181.17,42.08,164.03
