排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,1314,中石化,塑膠工業,上市,31602,73682
2,2887,台新金,金融保險業,上市,-1418,55119
3,2618,長榮航,航運業,上市,4875,30268
4,1303,南亞,塑膠工業,上市,7540,29400
5,1802,台玻,玻璃陶瓷,上市,-4406,29161
6,6182,合晶,半導體業,上櫃,13853,24663
7,8150,南茂,半導體業,上市,-10415,22491
8,2377,微星,電腦及週邊設備業,上市,1906,20952
9,6191,精成科,電子零組件業,上市,7997,19698
10,2890,永豐金,金融保險業,上市,-2458,19466
11,2449,京元電子,半導體業,上市,5744,19254
12,2484,希華,電子零組件業,上市,1588,18533
13,3706,神達,電腦及週邊設備業,上市,1601,17254
14,8033,雷虎,其他業,上市,830,16868
15,3042,晶技,電子零組件業,上市,6211,15418
16,2105,正新,橡膠工業,上市,12538,15101
17,1301,台塑,塑膠工業,上市,32442,14225
18,2409,友達,光電業,上市,-38610,14138
19,2892,第一金,金融保險業,上市,-13028,13968
20,2634,漢翔,航運業,上市,-157,13949
21,3711,日月光投控,半導體業,上市,2349,13759
22,2406,國碩,光電業,上市,-10447,12844
23,2886,兆豐金,金融保險業,上市,1827,11373
24,1312,國喬,塑膠工業,上市,13165,11324
25,3605,宏致,電子零組件業,上市,3977,11025
26,2801,彰銀,金融保險業,上市,-8770,10745
27,1409,新纖,紡織纖維,上市,9240,10437
28,5483,中美晶,半導體業,上櫃,-9956,10288
29,2464,盟立,其他電子業,上市,-2003,9874
30,2352,佳世達,電腦及週邊設備業,上市,-4250,9587
31,2812,台中銀,金融保險業,上市,5913,9064
32,4989,榮科,電子零組件業,上市,7700,8588
33,1710,東聯,化學工業,上市,-9570,8012
34,2610,華航,航運業,上市,4998,7045
35,8046,南電,電子零組件業,上市,-1375,6644
36,2375,凱美,電子零組件業,上市,-3802,6609
37,2356,英業達,電腦及週邊設備業,上市,2584,6381
38,1402,遠東新,紡織纖維,上市,819,6270
39,3413,京鼎,半導體業,上市,95,5543
40,5392,能率,光電業,上櫃,4735,5039
41,3289,宜特,其他電子業,上櫃,3531,4849
42,1313,聯成,塑膠工業,上市,7212,4755
43,3227,原相,半導體業,上櫃,200,4647
44,6505,台塑化,油電燃氣業,上市,4811,4625
45,3033,威健,電子通路業,上市,298,4541
46,6133,金橋,電子零組件業,上市,4573,4489
47,2645,長榮航太,航運業,上市,-312,4452
48,4532,瑞智,電機機械,上市,-47,4308
49,6257,矽格,半導體業,上市,40,4305
50,2401,凌陽,半導體業,上市,6768,4292
