股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
3211,順達,BBU_電池模組,6.02,7.38,10976
3625,西勝,BBU_電池模組,5.92,1.19,289
6781,AES-KY,BBU_電池模組,5.73,1.7,1323
6558,興能高,BBU_電池模組,3.33,-1.24,389
3323,加百裕,BBU_電池模組,2.64,0.15,520
4931,新盛力,BBU_電池模組,1.91,-2.2,5614
6121,新普,BBU_電池模組,1.75,0.14,319
2308,台達電,BBU_電源供應器與整合,9.9,12.88,13400
2301,光寶科,BBU_電源供應器與整合,9.82,6.1,17193
3305,昇貿,BBU_電源供應器與整合,7.84,4.76,4141
3625,西勝,BBU_電源供應器與整合,5.92,1.19,289
5309,系統電,BBU_電源供應器與整合,3.21,0.0,2308
6257,矽格,CPO_先進封裝測試,10.0,9.29,27263
6451,訊芯-KY,CPO_先進封裝測試,10.0,17.21,1158
6515,穎崴,CPO_先進封裝測試,10.0,7.13,205
3265,台星科,CPO_先進封裝測試,9.72,7.85,6994
3363,上詮,CPO_先進封裝測試,9.09,19.01,1405
3163,波若威,CPO_光通訊,9.57,32.22,3094
4979,華星光,CPO_光通訊,4.2,12.25,2041
6442,光聖,CPO_光通訊,3.34,6.65,3062
2455,全新,CPO_光通訊,2.11,10.25,40867
3081,聯亞,CPO_光通訊,1.75,17.92,4660
4977,眾達-KY,CPO_光通訊,-0.53,2.19,9396
2388,威盛,IC設計,9.86,4.0,5558
8054,安國,IC設計,9.29,4.44,1641
3035,智原,IC設計,7.5,4.15,2356
3035,智原,IC設計,7.5,4.15,2356
2454,聯發科,IC設計,7.48,7.85,14575
3443,創意,IC設計,6.13,6.58,3309
3443,創意,IC設計,6.13,6.58,3309
3661,世芯-KY,IC設計,5.73,4.76,2027
3661,世芯-KY,IC設計,5.73,4.76,2027
3529,力旺,IC設計,4.65,7.34,934
6533,晶心科,IC設計,3.67,2.51,336
6643,M31,IC設計,3.24,-1.65,1081
6531,愛普*,IC設計,1.38,3.91,4674
4958,臻鼎-KY,PCB,10.0,12.76,28674
3037,欣興,PCB,9.93,26.92,40382
3189,景碩,PCB,9.9,18.67,15644
2383,台光電,PCB,9.88,10.84,2230
8358,金居,PCB,9.86,10.08,17697
1815,富喬,PCB,9.8,13.48,70500
2368,金像電,PCB,7.66,5.5,8015
3715,定穎投控,PCB,7.16,8.06,44314
6274,台燿,PCB,6.15,16.37,20142
2316,楠梓電,PCB,5.94,-1.41,8896
6213,聯茂,PCB,5.35,20.86,60003
5469,瀚宇博,PCB,4.22,2.69,1891
2367,燿華,PCB,3.63,-0.27,88366
8046,南電,PCB,2.08,10.98,32033
2313,華通,PCB,-0.36,3.01,118089
3037,欣興,TPU_伺服器主板與印刷電路板,9.93,26.92,40382
2383,台光電,TPU_伺服器主板與印刷電路板,9.88,10.84,2230
2368,金像電,TPU_伺服器主板與印刷電路板,7.66,5.5,8015
3715,定穎投控,TPU_伺服器主板與印刷電路板,7.16,8.06,44314
5469,瀚宇博,TPU_伺服器主板與印刷電路板,4.22,2.69,1891
2345,智邦,TPU_光通訊與連接器,5.88,3.01,5374
6442,光聖,TPU_光通訊與連接器,3.34,6.65,3062
6805,富世達,TPU_光通訊與連接器,2.16,-1.82,2755
3081,聯亞,TPU_光通訊與連接器,1.75,17.92,4660
3017,奇鋐,TPU_散熱,9.85,5.69,3868
3324,雙鴻,TPU_散熱,9.48,9.24,5818
6831,未知,TPU_散熱,6.49,2.83,1931
6805,富世達,TPU_散熱,2.16,-1.82,2755
6190,萬泰科,低軌衛星,9.91,10.31,16833
3491,昇達科,低軌衛星,9.15,19.73,2922
2345,智邦,低軌衛星,5.88,3.01,5374
2367,燿華,低軌衛星,3.63,-0.27,88366
6443,元晶,低軌衛星,3.59,-1.82,23444
2485,兆赫,低軌衛星,-0.14,-10.43,32267
2313,華通,低軌衛星,-0.36,3.01,118089
6451,訊芯-KY,光學元件或組裝,10.0,17.21,1158
6209,今國光,光學元件或組裝,9.99,8.35,3195
3450,聯鈞,光學元件或組裝,5.23,9.7,13440
3008,大立光,光學元件或組裝,5.07,4.11,928
4979,華星光,光學元件或組裝,4.2,12.25,2041
3019,亞光,光學元件或組裝,4.13,2.44,1800
6442,光聖,光學元件或組裝,3.34,6.65,3062
3504,揚明光,光學元件或組裝,3.16,-1.51,129
4976,佳凌,光學元件或組裝,3.11,1.62,485
3362,先進光,光學元件或組裝,2.97,1.89,349
2374,佳能,光學元件或組裝,2.84,1.47,2402
3081,聯亞,光學元件或組裝,1.75,17.92,4660
6668,中揚光,光學元件或組裝,1.21,-2.47,239
3406,玉晶光,光學元件或組裝,0.56,-1.22,323
4977,眾達-KY,光學元件或組裝,-0.53,2.19,9396
1717,長興,化學,10.0,11.83,45786
4749,新應材,化學,7.03,4.83,1639
1727,中華化,化學,7.01,2.34,3207
4770,上品,化學,6.28,4.34,598
1303,南亞,化學,5.71,8.13,110264
1725,元禎,化學,4.22,-0.17,156
1409,新纖,化學,2.9,2.57,4118
4763,材料-KY,化學,2.63,0.23,4985
1773,勝一,化學,2.41,5.3,2560
4720,德淵,化學,1.39,3.39,3012
1440,南紡,化學,1.2,-0.78,1003
1722,台肥,化學,0.33,-0.43,2052
4755,三福化,化學,0.0,-2.48,560
1402,遠東新,化學,-0.56,-2.76,14453
1301,台塑,化學,-0.63,1.18,29815
1326,台化,化學,-1.1,-0.44,35978
1710,東聯,化學,-3.53,-6.19,11578
6505,台塑化,化學,-4.4,-2.51,20932
1723,中碳,化學,-7.9,-9.92,4595
1304,台聚,化學,-9.86,-7.25,24823
3583,辛耘,半導體設備,9.86,19.78,2601
6640,均華,半導體設備,9.77,5.04,1025
3138,耀登,半導體設備,8.66,6.74,4928
3680,家登,半導體設備,7.29,7.29,1711
6187,萬潤,半導體設備,6.52,9.99,784
6196,帆宣,半導體設備,3.42,7.86,3666
2460,建通,半導體設備,1.69,5.88,527
1303,南亞,塑膠,5.71,8.13,110264
1307,三芳,塑膠,2.58,-2.15,813
1315,達新,塑膠,1.27,1.27,22
1325,恆大,塑膠,0.37,-1.8,141
1321,大洋,塑膠,0.3,0.0,279
4306,炎洲,塑膠,-0.37,-1.46,1326
1301,台塑,塑膠,-0.63,1.18,29815
1326,台化,塑膠,-1.1,-0.44,35978
6505,台塑化,塑膠,-4.4,-2.51,20932
1312,國喬,塑膠,-4.81,-3.38,19466
1313,聯成,塑膠,-6.35,-5.98,11339
1337,再生-KY,塑膠,-6.91,-7.97,1512
1305,華夏,塑膠,-9.66,-5.92,19846
1304,台聚,塑膠,-9.86,-7.25,24823
1323,永裕,塑膠,-9.94,4.72,1071
1308,亞聚,塑膠,-9.95,-6.42,19123
1309,台達化,塑膠,-10.0,1.06,8551
1314,中石化,塑膠,-100.0,-100.0,0
4576,大銀微系統,工業自動化與機器人,9.96,13.31,4827
5443,均豪,工業自動化與機器人,6.93,6.93,6656
1590,亞德客-KY,工業自動化與機器人,4.37,4.88,974
1597,直得,工業自動化與機器人,4.24,7.98,2415
