股票代碼,公司名稱,公司產業,上市櫃,prev_body,avg_volume_5d,foreign_yesterday,foreign_3days,trust_yesterday,trust_3days
1101,台泥,水泥工業,上市,0.1999999999999993,30372.8482,-12518.12,-19687.85,0.0,-3.0
1102,亞泥,水泥工業,上市,0.25,10754.0618,-639.9,1611.12,88.69,409.98
1103,嘉泥,水泥工業,上市,0.05000000000000071,316.618,16.0,-23.0,0.0,0.0
1104,環泥,水泥工業,上市,0.10000000000000142,380.2642,48.0,-111.0,0.0,0.0
1108,幸福,水泥工業,上市,0.0,239.39780000000002,15.0,86.0,0.0,0.0
1109,信大,水泥工業,上市,0.0,156.14759999999998,-4.0,-21.0,0.0,0.0
1110,東泥,水泥工業,上市,0.09999999999999964,268.7686,52.0,95.0,0.0,0.0
1201,味全,食品工業,上市,0.15000000000000036,310.3826,115.0,140.0,0.0,0.0
1203,味王,食品工業,上市,0.0,24.3142,0.0,-13.0,0.0,0.0
1210,大成,食品工業,上市,0.30000000000000426,2202.4342,859.8,2146.38,-897.0,-807.0
1213,大飲,食品工業,上市,0.0,25.549599999999998,0.0,0.0,0.0,0.0
1215,卜蜂,食品工業,上市,1.0,1177.1098,-212.96,-755.96,56.0,56.0
1216,統一,食品工業,上市,0.09999999999999432,10421.396600000002,-594.71,25.48,150.58,122.69
1217,愛之味,食品工業,上市,0.049999999999998934,408.915,-37.0,14.0,0.0,0.0
1218,泰山,食品工業,上市,0.05000000000000071,834.0186,164.1,401.1,0.0,0.0
1219,福壽,食品工業,上市,0.09999999999999964,599.5278,130.0,261.0,0.0,0.0
1220,台榮,食品工業,上市,0.40000000000000036,120.40440000000001,-39.99,-64.99,0.0,0.0
1225,福懋油,食品工業,上市,0.6499999999999986,220.6228,58.0,125.0,0.0,0.0
1227,佳格,食品工業,上市,0.4499999999999993,1054.4407999999999,-174.0,405.0,15.0,19.0
1229,聯華,食品工業,上市,0.0,1904.9412,533.0,1098.0,0.0,0.0
1231,聯華食,食品工業,上市,0.20000000000000284,266.7992,39.0,243.0,0.0,0.0
1232,大統益,食品工業,上市,0.5,60.7568,14.0,18.0,0.0,0.0
1233,天仁,食品工業,上市,0.3000000000000007,12.094800000000001,3.0,-9.0,0.0,0.0
1234,黑松,食品工業,上市,0.3499999999999943,99.0396,12.0,20.0,0.0,0.0
1235,興泰,食品工業,上市,0.0,12.0718,1.0,-12.0,0.0,0.0
1236,宏亞,食品工業,上市,0.05000000000000071,34.02,-1.06,-4.06,0.0,0.0
1240,茂生農經,農業科技業,上櫃,0.0,11.044599999999999,8.0,9.0,0.0,0.0
1256,鮮活果汁-KY,食品工業,上市,2.0,62.0356,20.0,41.0,0.0,0.0
1259,安心,觀光餐旅,上櫃,1.2999999999999972,3.9212000000000002,1.0,1.0,0.0,0.0
1264,德麥,食品工業,上櫃,2.0,17.541600000000003,0.0,1.0,0.0,0.0
1268,漢來美食,觀光餐旅,上櫃,1.0,24.842599999999997,-1.0,14.0,0.0,0.0
1294,漢田生技,食品工業,上櫃,1.5999999999999943,25.163399999999996,-5.0,-7.0,0.0,0.0
1301,台塑,塑膠工業,上市,0.8999999999999986,35245.567200000005,12787.48,21378.5,3.77,692.72
1303,南亞,塑膠工業,上市,0.7000000000000028,101873.2554,5038.07,15051.15,3093.84,8649.95
1304,台聚,塑膠工業,上市,0.05000000000000071,64169.477,-2843.2,-6804.2,0.0,0.0
1305,華夏,塑膠工業,上市,0.34999999999999787,39321.9782,-969.4,-3471.16,0.0,0.0
1307,三芳,塑膠工業,上市,0.6000000000000014,1900.279,-93.0,-623.0,0.0,0.0
1308,亞聚,塑膠工業,上市,0.20000000000000284,34810.1628,-1845.0,-2363.0,0.0,0.0
1309,台達化,塑膠工業,上市,0.25,55680.895399999994,-707.5,-4590.55,0.0,0.0
1310,台苯,塑膠工業,上市,0.29999999999999893,19256.0902,1281.0,3105.0,0.0,0.0
1312,國喬,塑膠工業,上市,0.09999999999999964,22302.313399999995,1783.0,1400.0,0.0,0.0
1313,聯成,塑膠工業,上市,0.15000000000000036,14043.8744,-135.0,-320.0,0.0,0.0
1314,中石化,塑膠工業,上市,0.08999999999999986,40792.292,12651.0,15066.44,0.0,0.0
1315,達新,塑膠工業,上市,0.10000000000000142,12.988999999999999,2.0,-3.0,0.0,0.0
1316,上曜,建材營造業,上市,0.05000000000000071,1328.41,151.0,754.0,0.0,0.0
1319,東陽,汽車工業,上市,0.7000000000000028,1868.6047999999998,44.39,-395.21,-153.68,-156.19
1321,大洋,塑膠工業,上市,0.25,99.576,-5.0,1.0,0.0,0.0
1323,永裕,塑膠工業,上市,0.8499999999999979,1134.0908000000002,-189.0,-127.46,0.0,0.0
1324,地球,塑膠工業,上市,0.8000000000000007,904.3098,20.0,-133.0,0.0,0.0
1325,恆大,塑膠工業,上市,0.6499999999999986,348.12679999999995,-43.0,27.0,0.0,0.0
1326,台化,塑膠工業,上市,0.25,69697.99399999999,8856.84,15870.99,-4586.0,-4524.0
