股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
2347,聯強,81.1,4,6330320,1266,81.9,74.8,9.49%
2382,廣達,307.5,5,3096521,619,307.5,278.0,10.61%
2881,富邦金,89.2,5,8364073,1672,89.2,85.8,3.96%
2882,國泰金,73.8,5,14853230,2970,73.9,69.6,6.18%
2883,凱基金,21.35,4,5589499,1117,21.5,19.2,11.98%
2885,元大金,47.1,5,13960272,2792,47.2,44.0,7.27%
2886,兆豐金,39.35,5,6405514,1281,39.9,38.25,4.31%
2891,中信金,56.5,5,25483468,5096,56.9,51.3,10.92%
3045,台灣大,109.5,5,2537257,507,109.5,108.5,0.92%
3231,緯創,131.0,4,4088272,817,131.0,122.5,6.94%
4904,遠傳,93.3,5,4131104,826,94.4,90.7,4.08%
