股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1449,佳和,14.95,23.05%,16596,2.8
2351,順德,118.0,23.82%,16352,2.44
2399,映泰,37.95,10.64%,40114,1.51
2419,仲琦,36.95,26.11%,21645,2.41
2426,鼎元,39.1,16.72%,47309,2.98
2455,全新,290.5,31.15%,40867,1.51
3026,禾伸堂,167.0,39.17%,17023,2.42
3105,穩懋,440.0,39.68%,40094,1.62
3339,泰谷,45.45,34.07%,14795,2.87
3380,明泰,41.05,20.03%,19188,1.58
3673,TPK-KY,51.7,13.75%,20108,2.39
6147,頎邦,98.7,53.74%,20255,3.69
6168,宏齊,27.3,15.43%,22846,2.51
6213,聯茂,197.0,44.85%,60003,2.47
6257,矽格,170.5,35.86%,27263,2.08
8046,南電,637.0,19.29%,32033,1.81
