排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,BBU_電池模組,5.86,100.0,7/7,-5.98,2.96,1.52,-2.04
2,無塵室與機電工程,6.42,100.0,5/5,-21.25,-27.29,1.06,2.92
3,電器電纜,5.5,100.0,10/10,10.23,8.68,0.51,0.72
4,銅,8.24,100.0,10/10,-29.84,-74.42,-0.85,-17.4
5,銀,7.78,100.0,4/4,-7.65,21.68,-0.82,-31.42
6,軍工_航太製造與維修,5.62,100.0,6/6,-0.65,2.25,-0.49,-0.47
7,軍工_無人機相關,7.32,100.0,9/9,-43.44,-130.93,-0.71,13.21
8,記憶體製造,9.77,100.0,4/4,-23.22,-38.83,-0.36,-17.45
9,記憶體模組,8.92,100.0,7/7,16.21,33.78,1.2,-0.53
10,記憶體控制IC,6.1,100.0,5/5,-0.02,-4.43,0.15,0.16
11,記憶體封裝與測試,9.43,100.0,4/4,-3.41,-7.06,1.24,1.16
12,被動元件,8.99,100.0,19/19,-109.13,-93.91,20.11,-8.98
13,BBU_電源供應器與整合,9.13,100.0,5/5,-91.26,-121.64,29.2,40.97
14,玻璃,7.35,100.0,15/15,-11.68,-61.68,0.29,29.02
15,TPU_散熱,9.91,100.0,4/4,-1.51,-2.67,11.32,15.0
16,光學元件或組裝,8.58,100.0,15/15,-19.38,-24.89,6.39,14.56
17,CPO_先進封裝測試,8.31,100.0,5/5,-5.59,15.68,-1.32,-15.45
18,CPO_光通訊,9.38,100.0,6/6,-6.37,-6.63,0.16,0.97
19,PCB,9.58,100.0,15/15,-34.09,-138.65,-0.65,28.12
20,TPU_伺服器主板與印刷電路板,9.26,100.0,5/5,-26.08,-92.5,-3.29,30.38
21,TPU_光通訊與連接器,9.83,100.0,4/4,-5.62,-8.69,1.34,7.86
22,低軌衛星,8.29,100.0,7/7,-4.37,14.32,3.52,8.63
23,電池或電源,6.27,100.0,20/20,-88.97,-110.18,31.26,39.79
24,半導體設備,7.99,100.0,7/7,-2.6,2.84,0.63,-2.44
25,金融,2.28,94.74,18/19,-24.52,-14.88,0.13,-24.92
26,塑膠,2.32,94.44,17/18,-24.52,-14.87,0.13,-24.92
27,軟體設計,3.35,93.33,14/15,7.39,9.75,0.01,0.02
28,網通設備組件,6.82,90.0,18/20,-81.13,-170.35,17.99,43.06
29,航運,1.82,86.67,13/15,36.57,79.25,-0.2,-0.56
30,工業自動化與機器人,6.23,85.71,6/7,-0.88,-1.26,0.13,3.1
31,IC設計,7.45,84.62,11/13,-92.23,-190.64,4.55,18.63
32,廠務系統與水處理,4.06,83.33,5/6,-1.45,-3.41,0.0,0.02
33,機器人,5.96,78.57,11/14,-98.6,-120.83,29.34,43.58
34,化學,2.92,75.0,15/20,-25.23,-7.27,0.9,-23.59
35,紡織,0.68,60.0,12/20,2.26,10.82,0.08,0.17
36,鋼鐵,0.79,53.33,8/15,0.68,9.44,-0.34,3.53
37,造紙,-0.41,42.86,3/7,-0.07,1.17,0.0,0.01
