股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1216,統一,73.8,4,5169742,1033,79.0,73.6,7.34%
1402,遠東新,27.15,5,2587107,517,27.75,26.7,3.93%
2317,鴻海,250.5,5,6839438,1367,254.5,226.5,12.36%
2610,華航,22.4,5,6033409,1206,22.65,20.8,8.89%
2845,遠東銀,13.5,5,2560000,512,13.65,13.1,4.20%
2855,統一證,43.3,5,2935000,587,45.0,39.7,13.35%
2880,華南金,43.7,5,19639370,3927,45.15,40.35,11.90%
2881,富邦金,130.0,5,10118122,2023,131.0,120.5,8.71%
2882,國泰金,101.5,5,12561903,2512,102.5,92.5,10.81%
2883,凱基金,30.85,4,9404776,1880,31.0,28.35,9.35%
2884,玉山金,38.65,5,4265566,853,39.1,35.85,9.07%
2885,元大金,68.1,5,16457874,3291,69.0,60.7,13.67%
2886,兆豐金,53.1,5,16121763,3224,53.7,48.3,11.18%
2887,台新金,35.95,4,8572798,1714,36.0,31.85,13.03%
2890,永豐金,40.6,5,9914409,1982,41.05,38.0,8.03%
2891,中信金,64.9,4,14600746,2920,65.5,60.8,7.73%
2892,第一金,36.75,5,5281305,1056,36.9,34.1,8.21%
5880,合庫金,27.6,5,3279082,655,27.65,25.55,8.22%
