排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,5880,合庫金,金融保險業,上市,5,40556,86834
2,2884,玉山金,金融保險業,上市,5,24797,78984
3,2610,華航,航運業,上市,5,2337,77954
4,2002,中鋼,鋼鐵工業,上市,5,13895,63815
5,1101,台泥,水泥工業,上市,5,1847,45322
6,2892,第一金,金融保險業,上市,5,13760,44530
7,2618,長榮航,航運業,上市,5,4312,39695
8,2886,兆豐金,金融保險業,上市,5,9358,39120
9,2867,三商壽,金融保險業,上市,5,9494,35802
10,2880,華南金,金融保險業,上市,5,4097,29937
11,2812,台中銀,金融保險業,上市,5,3086,28053
12,5876,上海商銀,金融保險業,上市,4,2411,24747
13,2412,中華電,通信網路業,上市,5,1846,22500
14,2890,永豐金,金融保險業,上市,4,1376,17556
15,1402,遠東新,紡織纖維,上市,5,829,17147
16,2027,大成鋼,鋼鐵工業,上市,4,2462,16071
17,2887,台新金,金融保險業,上市,4,10973,15222
18,2845,遠東銀,金融保險業,上市,5,5493,15065
19,2609,陽明,航運業,上市,4,3408,13120
20,1216,統一,食品工業,上市,4,454,12577
21,2603,長榮,航運業,上市,4,1407,12180
22,2646,星宇航空,航運業,上市,5,1256,11028
23,2633,台灣高鐵,航運業,上市,5,4904,10711
24,5871,中租-KY,其他業,上市,5,547,9856
25,6147,頎邦,半導體業,上櫃,4,2650,9656
26,9945,潤泰新,其他業,上市,5,3512,9176
27,2367,燿華,電子零組件業,上市,5,434,8391
28,2542,興富發,建材營造業,上市,4,4621,7990
29,4904,遠傳,通信網路業,上市,5,658,7940
30,3042,晶技,電子零組件業,上市,4,730,7524
31,2615,萬海,航運業,上市,4,849,6987
32,2881,富邦金,金融保險業,上市,4,1412,6745
33,2485,兆赫,通信網路業,上市,5,151,5662
34,2897,王道銀行,金融保險業,上市,4,878,5404
35,3045,台灣大,通信網路業,上市,5,1201,5335
36,3714,富采,光電業,上市,4,198,4078
37,2903,遠百,貿易百貨業,上市,5,981,3593
38,3034,聯詠,半導體業,上市,5,372,3163
39,2547,日勝生,建材營造業,上市,5,815,3113
40,9904,寶成,運動休閒,上市,3,2057,3044
41,8261,富鼎,半導體業,上市,4,1071,3035
42,2472,立隆電,電子零組件業,上市,5,60,3030
43,1907,永豐餘,造紙工業,上市,5,920,2958
44,2540,愛山林,建材營造業,上市,5,905,2912
45,1227,佳格,食品工業,上市,4,635,2900
46,2206,三陽工業,汽車工業,上市,5,732,2782
47,2915,潤泰全,貿易百貨業,上市,5,810,2724
48,6919,康霈*,生技醫療業,上市,4,230,2593
49,1808,潤隆,建材營造業,上市,4,967,2364
50,3293,鈊象,文化創意業,上櫃,4,784,2338
51,2520,冠德,建材營造業,上市,5,293,2210
52,2504,國產,建材營造業,上市,4,450,2155
53,5475,德宏,電子零組件業,上櫃,5,239,2122
54,6214,精誠,資訊服務業,上市,5,198,2087
55,2201,裕隆,汽車工業,上市,4,313,1993
56,8043,蜜望實,電子零組件業,上櫃,4,69,1969
57,1210,大成,食品工業,上市,5,299,1938
58,4541,晟田,其他業,上櫃,4,317,1931
59,5498,凱崴,電子零組件業,上櫃,5,58,1928
60,4919,新唐,半導體業,上市,4,865,1899
61,2727,王品,觀光餐旅,上市,5,671,1848
62,2106,建大,橡膠工業,上市,5,89,1840
63,1477,聚陽,紡織纖維,上市,5,1102,1836
64,4960,誠美材,光電業,上市,5,47,1825
65,2478,大毅,電子零組件業,上市,5,398,1816
66,8069,元太,光電業,上櫃,3,1444,1810
67,2006,東和鋼鐵,鋼鐵工業,上市,4,627,1808
68,3260,威剛,半導體業,上櫃,3,904,1750
69,2539,櫻花建,建材營造業,上市,5,42,1745
70,9910,豐泰,運動休閒,上市,4,107,1711
