排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2301,光寶科,電腦及週邊設備業,上市,5,1380,56611
2,2408,南亞科,半導體業,上市,5,943,54133
3,5351,鈺創,半導體業,上櫃,5,8087,36471
4,2027,大成鋼,鋼鐵工業,上市,4,5551,27473
5,8112,至上,電子通路業,上市,5,7362,23037
6,3006,晶豪科,半導體業,上市,5,1701,21570
7,2377,微星,電腦及週邊設備業,上市,5,221,16075
8,3605,宏致,電子零組件業,上市,5,1277,15479
9,2002,中鋼,鋼鐵工業,上市,3,11199,13678
10,6213,聯茂,電子零組件業,上市,5,3904,13210
11,2356,英業達,電腦及週邊設備業,上市,4,711,13072
12,2388,威盛,半導體業,上市,5,478,11568
13,2006,東和鋼鐵,鋼鐵工業,上市,4,1873,11339
14,2867,三商壽,金融保險業,上市,5,3286,9670
15,2884,玉山金,金融保險業,上市,5,3493,9646
16,2421,建準,電子零組件業,上市,4,486,7182
17,2371,大同,電機機械,上市,5,1982,6577
18,6269,台郡,電子零組件業,上市,5,2906,6509
19,2362,藍天,電腦及週邊設備業,上市,5,613,6367
20,3017,奇鋐,電腦及週邊設備業,上市,5,27,6308
21,2014,中鴻,鋼鐵工業,上市,4,4202,5918
22,8422,可寧衛,綠能環保,上市,3,2295,5370
23,3260,威剛,半導體業,上櫃,4,891,5167
24,4967,十銓,半導體業,上市,4,1000,4708
25,9939,宏全,其他業,上市,5,954,4428
26,1608,華榮,電器電纜,上市,4,1690,4416
27,2103,台橡,橡膠工業,上市,4,2835,4152
28,2031,新光鋼,鋼鐵工業,上市,3,2750,4119
29,2009,第一銅,鋼鐵工業,上市,5,1410,4067
30,8069,元太,光電業,上櫃,4,697,3785
31,4979,華星光,通信網路業,上櫃,5,342,3552
32,1907,永豐餘,造紙工業,上市,5,665,3502
33,1536,和大,汽車工業,上市,5,914,3329
34,6265,方土昶,電子通路業,上櫃,4,585,2500
35,3022,威強電,電腦及週邊設備業,上市,4,1045,2486
36,3141,晶宏,半導體業,上櫃,5,1093,2385
37,3293,鈊象,文化創意業,上櫃,5,1136,2305
38,2486,一詮,光電業,上市,4,102,2238
39,2101,南港,橡膠工業,上市,5,1253,2043
40,9921,巨大,運動休閒,上市,4,597,1943
41,3594,磐儀,電腦及週邊設備業,上櫃,5,733,1922
42,6279,胡連,電子零組件業,上櫃,5,1571,1827
43,4142,國光生,生技醫療業,上市,5,1213,1822
44,2010,春源,鋼鐵工業,上市,3,1939,1821
45,1904,正隆,造紙工業,上市,5,917,1758
46,5314,世紀,半導體業,上櫃,5,227,1738
47,2395,研華,電腦及週邊設備業,上市,3,135,1698
48,2392,正崴,電子零組件業,上市,5,38,1696
49,3264,欣銓,半導體業,上櫃,5,61,1645
50,4763,材料-KY,化學工業,上市,3,1622,1567
51,2465,麗臺,電腦及週邊設備業,上市,5,65,1549
52,6531,愛普*,半導體業,上市,5,499,1548
53,1709,和益,化學工業,上市,4,717,1478
