排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2301,光寶科,電腦及週邊設備業,上市,1380,56611
2,2408,南亞科,半導體業,上市,943,54133
3,5351,鈺創,半導體業,上櫃,8087,36471
4,2027,大成鋼,鋼鐵工業,上市,5551,27473
5,8112,至上,電子通路業,上市,7362,23037
6,3006,晶豪科,半導體業,上市,1701,21570
7,2377,微星,電腦及週邊設備業,上市,221,16075
8,3605,宏致,電子零組件業,上市,1277,15479
9,2002,中鋼,鋼鐵工業,上市,11199,13678
10,6213,聯茂,電子零組件業,上市,3904,13210
11,2388,威盛,半導體業,上市,478,11568
12,2867,三商壽,金融保險業,上市,3286,9670
13,2884,玉山金,金融保險業,上市,3493,9646
14,2421,建準,電子零組件業,上市,486,7182
15,2371,大同,電機機械,上市,1982,6577
16,6269,台郡,電子零組件業,上市,2906,6509
17,2362,藍天,電腦及週邊設備業,上市,613,6367
18,3017,奇鋐,電腦及週邊設備業,上市,27,6308
19,2014,中鴻,鋼鐵工業,上市,4202,5918
20,3260,威剛,半導體業,上櫃,891,5167
21,4967,十銓,半導體業,上市,1000,4708
22,9939,宏全,其他業,上市,954,4428
23,2103,台橡,橡膠工業,上市,2835,4152
24,2009,第一銅,鋼鐵工業,上市,1410,4067
25,8069,元太,光電業,上櫃,697,3785
26,4979,華星光,通信網路業,上櫃,342,3552
27,1907,永豐餘,造紙工業,上市,665,3502
28,1536,和大,汽車工業,上市,914,3329
29,6265,方土昶,電子通路業,上櫃,585,2500
30,3022,威強電,電腦及週邊設備業,上市,1045,2486
31,3141,晶宏,半導體業,上櫃,1093,2385
32,3293,鈊象,文化創意業,上櫃,1136,2305
33,2101,南港,橡膠工業,上市,1253,2043
34,9921,巨大,運動休閒,上市,597,1943
35,3594,磐儀,電腦及週邊設備業,上櫃,733,1922
36,6279,胡連,電子零組件業,上櫃,1571,1827
37,4142,國光生,生技醫療業,上市,1213,1822
38,2010,春源,鋼鐵工業,上市,1939,1821
39,1904,正隆,造紙工業,上市,917,1758
40,5314,世紀,半導體業,上櫃,227,1738
41,2395,研華,電腦及週邊設備業,上市,135,1698
42,2392,正崴,電子零組件業,上市,38,1696
43,3264,欣銓,半導體業,上櫃,61,1645
44,2465,麗臺,電腦及週邊設備業,上市,65,1549
45,6531,愛普*,半導體業,上市,499,1548
46,1709,和益,化學工業,上市,717,1478
47,6112,邁達特,資訊服務業,上市,479,1461
48,1477,聚陽,紡織纖維,上市,139,1455
49,6456,GIS-KY,光電業,上市,473,1448
50,8114,振樺電,電腦及週邊設備業,上市,105,1369
51,4961,天鈺,半導體業,上市,744,1363
52,8234,新漢,電腦及週邊設備業,上櫃,579,1305
53,9914,美利達,運動休閒,上市,263,1287
54,6533,晶心科,半導體業,上市,838,1262
55,6782,視陽,生技醫療業,上市,561,1153
56,6491,晶碩,生技醫療業,上市,195,1150
57,3416,融程電,電腦及週邊設備業,上市,598,1144
58,2331,精英,電腦及週邊設備業,上市,452,1105
59,3005,神基,電腦及週邊設備業,上市,370,1099
60,6245,立端,通信網路業,上櫃,555,1072
61,9958,世紀鋼,鋼鐵工業,上市,651,1019
62,2030,彰源,鋼鐵工業,上市,675,1011
63,3712,永崴投控,電腦及週邊設備業,上市,172,988
64,1308,亞聚,塑膠工業,上市,389,975
65,4746,台耀,生技醫療業,上市,502,961
66,3489,森寶,建材營造業,上櫃,142,924
67,3376,新日興,電子零組件業,上市,55,896
68,1304,台聚,塑膠工業,上市,98,888
69,3450,聯鈞,半導體業,上市,698,838
70,2405,輔信,電腦及週邊設備業,上市,181,837
71,8016,矽創,半導體業,上市,93,835
72,3213,茂訊,電腦及週邊設備業,上櫃,4,764
73,1319,東陽,汽車工業,上市,367,710
74,2543,皇昌,建材營造業,上市,497,694
75,2108,南帝,橡膠工業,上市,613,676
76,3078,僑威,電子零組件業,上櫃,329,675
77,3709,鑫聯大投控,電腦及週邊設備業,上櫃,27,658
78,4167,松瑞藥,生技醫療業,上櫃,199,595
79,8105,凌巨,光電業,上市,60,569
80,2023,燁輝,鋼鐵工業,上市,109,566
81,6161,捷波,電腦及週邊設備業,上櫃,58,552
82,5443,均豪,光電業,上櫃,156,548
83,6578,達邦蛋白,農業科技業,上櫃,7,500
84,3406,玉晶光,光電業,上市,63,495
85,6416,瑞祺電通,通信網路業,上市,111,492
86,3218,大學光,生技醫療業,上櫃,223,461
87,6526,達發,半導體業,上市,26,451
88,6570,維田,電腦及週邊設備業,上櫃,50,429
89,3520,華盈,電子零組件業,上櫃,1,426
90,3003,健和興,電子零組件業,上市,227,419
91,6691,洋基工程,其他電子業,上市,275,380
92,8215,明基材,光電業,上市,87,380
93,6104,創惟,半導體業,上櫃,3,375
94,6509,聚和,化學工業,上櫃,211,366
95,2419,仲琦,通信網路業,上市,12,362
96,1305,華夏,塑膠工業,上市,134,354
97,4303,信立,塑膠工業,上櫃,34,353
98,4561,健椿,電機機械,上櫃,141,337
99,6143,振曜,通信網路業,上櫃,24,329
100,1708,東鹼,化學工業,上市,205,312
101,9934,成霖,居家生活,上市,107,311
102,2033,佳大,鋼鐵工業,上市,225,285
103,6438,迅得,其他電子業,上市,24,278
104,1342,八貫,其他業,上市,46,277
105,6605,帝寶,汽車工業,上市,113,275
106,4749,新應材,半導體業,上櫃,26,274
107,3652,精聯,電腦及週邊設備業,上市,67,273
108,5508,永信建,建材營造業,上櫃,168,266
109,3363,上詮,通信網路業,上櫃,16,263
110,6108,競國,電子零組件業,上市,192,253
111,5291,邑昇,電子零組件業,上櫃,189,247
112,2022,聚亨,鋼鐵工業,上市,68,234
113,8436,大江,生技醫療業,上櫃,31,228
114,4771,望隼,生技醫療業,上市,119,219
115,4571,鈞興-KY,電機機械,上市,76,199
116,6670,復盛應用,運動休閒,上市,77,198
117,8927,北基,油電燃氣業,上櫃,35,187
118,7704,明遠精密,半導體業,上櫃,25,187
119,6218,豪勉,通信網路業,上櫃,22,178
120,2032,新鋼,鋼鐵工業,上市,176,177
121,2528,皇普,建材營造業,上市,35,177
122,3532,台勝科,半導體業,上市,47,171
123,9940,信義,其他業,上市,102,166
124,3622,洋華,光電業,上市,52,152
125,1532,勤美,電機機械,上市,75,148
126,6205,詮欣,電子零組件業,上市,4,148
127,4909,新復興,通信網路業,上櫃,11,145
128,1307,三芳,塑膠工業,上市,115,142
129,1464,得力,紡織纖維,上市,65,136
130,6625,必應,其他業,上市,61,128
131,6763,綠界科技*,數位雲端,上櫃,27,127
132,5274,信驊,半導體業,上櫃,3,122
133,5488,松普,電子零組件業,上櫃,38,122
134,1586,和勤,電機機械,上櫃,9,117
135,6546,正基,通信網路業,上櫃,12,115
136,1414,東和,紡織纖維,上市,13,113
137,6829,千附精密,電機機械,上櫃,59,111
138,4722,國精化,化學工業,上市,118,110
139,5452,佶優,其他電子業,上櫃,6,109
140,3548,兆利,電子零組件業,上櫃,1,98
141,3306,鼎天,通信網路業,上櫃,37,96
142,2230,泰茂,電機機械,上櫃,13,94
143,8415,大國鋼,鋼鐵工業,上櫃,53,92
144,3040,遠見,其他業,上市,9,90
