排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,5880,合庫金,金融保險業,上市,5,8196,35581
2,5351,鈺創,半導體業,上櫃,4,519,29361
3,4958,臻鼎-KY,電子零組件業,上市,4,29101,29113
4,2884,玉山金,金融保險業,上市,5,834,25778
5,2377,微星,電腦及週邊設備業,上市,5,7250,23054
6,2867,三商壽,金融保險業,上市,5,1440,21823
7,6505,台塑化,油電燃氣業,上市,5,9057,20213
8,2332,友訊,通信網路業,上市,4,7378,16077
9,1216,統一,食品工業,上市,5,2580,15862
10,2886,兆豐金,金融保險業,上市,5,4112,15851
11,2105,正新,橡膠工業,上市,5,4612,14279
12,5876,上海商銀,金融保險業,上市,4,10266,14037
13,8039,台虹,電子零組件業,上市,3,6366,12237
14,1709,和益,化學工業,上市,4,8623,11387
15,2812,台中銀,金融保險業,上市,5,1334,11036
16,2637,慧洋-KY,航運業,上市,5,1987,10137
17,2603,長榮,航運業,上市,4,3446,9021
18,3033,威健,電子通路業,上市,4,7149,8339
19,2359,所羅門,其他電子業,上市,3,6806,6929
20,1434,福懋,紡織纖維,上市,5,977,6131
21,2371,大同,電機機械,上市,3,3522,6055
22,3211,順達,電腦及週邊設備業,上櫃,4,154,5932
23,1536,和大,汽車工業,上市,3,100,5428
24,4938,和碩,電腦及週邊設備業,上市,4,590,4809
25,3704,合勤控,通信網路業,上市,4,5075,4538
26,2912,統一超,貿易百貨業,上市,5,322,4530
27,2634,漢翔,航運業,上市,3,20805,4511
28,2606,裕民,航運業,上市,5,1694,4431
29,6919,康霈*,生技醫療業,上市,3,1051,4388
30,6226,光鼎,光電業,上市,5,101,4197
31,6488,環球晶,半導體業,上櫃,4,558,4090
32,3702,大聯大,電子通路業,上市,4,4020,3901
33,1210,大成,食品工業,上市,5,438,3762
34,2023,燁輝,鋼鐵工業,上市,5,1191,3545
35,6214,精誠,資訊服務業,上市,4,199,2905
36,5388,中磊,通信網路業,上市,4,794,2840
37,8046,南電,電子零組件業,上市,3,590,2743
38,2101,南港,橡膠工業,上市,4,585,2589
39,3712,永崴投控,電腦及週邊設備業,上市,5,144,2550
40,3260,威剛,半導體業,上櫃,5,305,2138
41,2520,冠德,建材營造業,上市,5,183,1940
42,6182,合晶,半導體業,上櫃,3,10964,1857
43,3189,景碩,半導體業,上市,4,763,1760
44,6456,GIS-KY,光電業,上市,4,203,1744
45,1476,儒鴻,紡織纖維,上市,4,352,1717
46,4114,健喬,生技醫療業,上櫃,5,173,1655
47,8050,廣積,電腦及週邊設備業,上櫃,5,800,1634
48,4541,晟田,其他業,上櫃,3,1451,1608
49,3230,錦明,光電業,上櫃,5,251,1291
50,2527,宏璟,建材營造業,上市,4,822,1242
51,8383,千附,其他電子業,上櫃,3,371,1236
52,3029,零壹,資訊服務業,上市,4,203,1134
53,2376,技嘉,電腦及週邊設備業,上市,3,629,1115
54,2425,承啟,電腦及週邊設備業,上市,4,1022,1079
55,3709,鑫聯大投控,電腦及週邊設備業,上櫃,4,230,1065
56,9934,成霖,居家生活,上市,3,781,1015
57,2031,新光鋼,鋼鐵工業,上市,4,850,989
58,3035,智原,半導體業,上市,3,30,976
59,3362,先進光,光電業,上櫃,3,770,967
60,2006,東和鋼鐵,鋼鐵工業,上市,3,251,953
61,5488,松普,電子零組件業,上櫃,4,83,928
62,6122,擎邦,電機機械,上櫃,4,190,820
63,6538,倉和,電子零組件業,上櫃,3,505,783
64,3360,尚立,電子通路業,上櫃,4,110,752
65,9938,百和,其他業,上市,3,270,751
