股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1402,遠東新,26.35,5,18350820,3670,29.1,25.75,13.01%
2313,華通,225.5,4,10463000,2092,245.0,215.0,13.95%
2317,鴻海,235.5,4,4183376,836,243.0,230.0,5.65%
2382,廣達,380.0,5,10328186,2065,385.0,367.0,4.90%
2412,中華電,133.0,4,6050640,1210,142.0,132.0,7.58%
2458,義隆,179.5,5,3681623,736,196.5,173.5,13.26%
2542,興富發,43.4,5,2959000,591,45.0,42.6,5.63%
2633,台灣高鐵,25.5,5,4101000,820,26.85,25.2,6.55%
2880,華南金,39.25,4,3463208,692,39.9,38.0,5.00%
2886,兆豐金,47.0,5,29778616,5955,47.3,46.25,2.27%
2887,台新金,35.45,4,37905305,7581,37.75,34.3,10.06%
2890,永豐金,39.65,4,4521613,904,42.3,39.0,8.46%
2891,中信金,65.0,5,19204906,3840,72.2,63.5,13.70%
2892,第一金,33.55,4,8515069,1703,34.15,33.05,3.33%
3045,台灣大,109.0,4,6609433,1321,119.5,106.0,12.74%
5876,上海商銀,44.7,4,3091000,618,44.7,41.7,7.19%
