排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,記憶體製造,1.45,75.0,3/4,-20.3,-135.13,11.03,30.39
2,軍工_航太製造與維修,4.3,66.67,4/6,-11.96,-2.37,-0.25,-0.24
3,塑膠,0.66,50.0,9/18,-7.72,-56.95,25.39,59.33
4,金融,0.47,47.37,9/19,-7.71,-56.94,25.39,59.33
5,造紙,-0.16,42.86,3/7,0.66,-0.77,0.02,0.02
6,化學,-0.62,30.0,6/20,-4.35,-73.21,25.57,62.27
7,紡織,-0.31,25.0,5/20,5.12,-6.46,0.71,4.82
8,軍工_無人機相關,-0.95,22.22,2/9,0.08,-59.26,5.81,-7.64
9,銅,-3.43,20.0,2/10,-23.17,-100.25,15.02,53.23
10,記憶體控制IC,-1.86,20.0,1/5,-1.57,15.54,0.49,0.83
11,IC設計,-3.73,15.38,2/13,8.84,-49.33,-6.99,-19.43
12,廠務系統與水處理,-1.58,14.29,1/7,-1.61,3.44,-0.18,-0.18
13,鋼鐵,-0.96,13.33,2/15,1.88,-5.67,0.02,1.06
14,航運,-1.72,13.33,2/15,19.27,65.19,-4.56,-7.18
15,軟體設計,-1.57,13.33,2/15,0.3,5.66,0.32,0.31
16,電器電纜,-3.88,10.0,1/10,-10.63,-17.56,-0.02,0.28
17,玻璃,-3.01,6.67,1/15,-40.7,-112.71,-5.15,25.69
18,PCB,-3.8,6.67,1/15,-54.97,-21.43,41.54,185.16
19,被動元件,-4.99,5.26,1/19,63.72,15.73,-34.74,-31.7
20,網通設備組件,-3.99,5.0,1/20,29.66,-46.55,-1.47,-18.12
21,記憶體模組,-4.08,0.0,0/7,17.52,44.51,-9.78,-22.55
22,記憶體封裝與測試,-4.6,0.0,0/4,-19.86,-21.81,0.48,5.13
23,銀,-5.43,0.0,0/4,52.79,19.9,-27.4,-41.93
24,BBU_電池模組,-4.03,0.0,0/7,-1.79,14.62,0.14,19.97
25,BBU_電源供應器與整合,-3.89,0.0,0/5,-58.04,-58.11,6.99,7.06
26,無塵室與機電工程,-3.6,0.0,0/5,-1.43,-5.0,1.25,-4.76
27,機器人,-3.55,0.0,0/14,-42.24,-51.22,7.76,8.36
28,工業自動化與機器人,-3.19,0.0,0/7,2.83,5.13,0.54,0.43
29,半導體設備,-4.41,0.0,0/7,0.84,11.12,0.16,-0.29
30,光學元件或組裝,-4.76,0.0,0/15,-1.89,-30.4,12.9,16.33
31,低軌衛星,-4.05,0.0,0/7,-18.89,-16.44,14.76,24.96
32,TPU_散熱,-5.15,0.0,0/4,9.54,-0.56,-7.93,-18.43
33,TPU_光通訊與連接器,-4.8,0.0,0/4,18.11,10.72,-1.16,-5.48
34,TPU_伺服器主板與印刷電路板,-3.56,0.0,0/5,-18.08,-79.86,6.27,19.84
35,CPO_光通訊,-3.83,0.0,0/6,26.34,19.06,-3.63,-1.67
36,CPO_先進封裝測試,-4.76,0.0,0/5,8.66,-4.65,-4.26,-1.53
37,電池或電源,-4.11,0.0,0/20,-68.52,-64.87,7.09,27.29
