股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6558,興能高,BBU_電池模組,-1.18,-1.85,457
6121,新普,BBU_電池模組,-3.75,-13.5,2032
3211,順達,BBU_電池模組,-3.83,2.92,8034
6781,AES-KY,BBU_電池模組,-4.07,-9.01,1219
3323,加百裕,BBU_電池模組,-4.17,-5.93,897
3625,西勝,BBU_電池模組,-4.45,-9.55,558
4931,新盛力,BBU_電池模組,-6.75,-18.75,5978
2308,台達電,BBU_電源供應器與整合,-1.85,-1.59,10864
3305,昇貿,BBU_電源供應器與整合,-3.24,-8.78,3541
2301,光寶科,BBU_電源供應器與整合,-4.28,-0.7,24669
3625,西勝,BBU_電源供應器與整合,-4.45,-9.55,558
5309,系統電,BBU_電源供應器與整合,-5.64,-8.44,5575
3265,台星科,CPO_先進封裝測試,-2.68,-2.97,1378
3363,上詮,CPO_先進封裝測試,-3.66,-9.53,2908
6257,矽格,CPO_先進封裝測試,-4.05,-7.98,8414
6515,穎崴,CPO_先進封裝測試,-4.54,-8.63,468
6451,訊芯-KY,CPO_先進封裝測試,-8.88,-14.95,4192
4977,眾達-KY,CPO_光通訊,-2.97,-4.23,2165
3081,聯亞,CPO_光通訊,-3.27,-8.11,1972
4979,華星光,CPO_光通訊,-3.82,-7.25,6631
3163,波若威,CPO_光通訊,-4.13,-7.46,2450
6442,光聖,CPO_光通訊,-4.36,-11.45,2673
2455,全新,CPO_光通訊,-4.41,-6.12,7172
6533,晶心科,IC設計,6.89,16.88,3124
2388,威盛,IC設計,3.0,-2.83,7786
3035,智原,IC設計,-2.82,-4.17,7975
3035,智原,IC設計,-2.82,-4.17,7975
8054,安國,IC設計,-3.09,-6.47,2280
6531,愛普*,IC設計,-3.92,-7.34,3764
2454,聯發科,IC設計,-4.31,-8.39,12479
6643,M31,IC設計,-4.54,-8.79,509
3529,力旺,IC設計,-5.29,-9.89,1047
3443,創意,IC設計,-5.85,-8.64,2805
3443,創意,IC設計,-5.85,-8.64,2805
3661,世芯-KY,IC設計,-9.92,-8.36,3381
3661,世芯-KY,IC設計,-9.92,-8.36,3381
8046,南電,PCB,1.57,16.74,23037
2316,楠梓電,PCB,-0.81,-15.6,4473
3189,景碩,PCB,-1.71,6.62,3717
3715,定穎投控,PCB,-2.08,-6.93,8961
4958,臻鼎-KY,PCB,-2.63,11.33,57818
2368,金像電,PCB,-2.87,-11.74,6200
2383,台光電,PCB,-3.02,-6.49,2516
6213,聯茂,PCB,-3.06,-11.44,20547
3037,欣興,PCB,-3.21,1.27,28345
2313,華通,PCB,-4.04,0.67,49467
2367,燿華,PCB,-4.36,-7.82,17219
1815,富喬,PCB,-6.55,-8.49,23101
5469,瀚宇博,PCB,-6.62,-10.42,5463
8358,金居,PCB,-7.63,-12.05,11659
6274,台燿,PCB,-10.0,-15.2,5236
3715,定穎投控,TPU_伺服器主板與印刷電路板,-2.08,-6.93,8961
2368,金像電,TPU_伺服器主板與印刷電路板,-2.87,-11.74,6200
2383,台光電,TPU_伺服器主板與印刷電路板,-3.02,-6.49,2516
3037,欣興,TPU_伺服器主板與印刷電路板,-3.21,1.27,28345
5469,瀚宇博,TPU_伺服器主板與印刷電路板,-6.62,-10.42,5463
3081,聯亞,TPU_光通訊與連接器,-3.27,-8.11,1972
6442,光聖,TPU_光通訊與連接器,-4.36,-11.45,2673
2345,智邦,TPU_光通訊與連接器,-5.2,-5.59,3090
6805,富世達,TPU_光通訊與連接器,-6.38,-5.38,1063
3324,雙鴻,TPU_散熱,-4.53,-6.59,2494
3017,奇鋐,TPU_散熱,-4.72,-8.82,4396
6831,未知,TPU_散熱,-4.97,-16.0,1362
6805,富世達,TPU_散熱,-6.38,-5.38,1063
6443,元晶,低軌衛星,-1.64,-5.08,8660
6190,萬泰科,低軌衛星,-3.44,-8.9,2821
2313,華通,低軌衛星,-4.04,0.67,49467
2367,燿華,低軌衛星,-4.36,-7.82,17219
2485,兆赫,低軌衛星,-4.54,-5.78,7548
3491,昇達科,低軌衛星,-5.16,-5.91,1117
2345,智邦,低軌衛星,-5.2,-5.59,3090
3008,大立光,光學元件或組裝,-1.84,7.97,4765
4976,佳凌,光學元件或組裝,-2.43,-1.77,1525
3019,亞光,光學元件或組裝,-2.71,-1.03,4836
4977,眾達-KY,光學元件或組裝,-2.97,-4.23,2165
3081,聯亞,光學元件或組裝,-3.27,-8.11,1972
3406,玉晶光,光學元件或組裝,-3.61,-4.08,2274
4979,華星光,光學元件或組裝,-3.82,-7.25,6631
2374,佳能,光學元件或組裝,-4.24,-3.6,5665
6442,光聖,光學元件或組裝,-4.36,-11.45,2673
6668,中揚光,光學元件或組裝,-4.88,-3.35,865
6209,今國光,光學元件或組裝,-5.19,0.38,6294
3504,揚明光,光學元件或組裝,-6.81,-4.3,1400
3450,聯鈞,光學元件或組裝,-7.57,-6.67,2854
3362,先進光,光學元件或組裝,-8.75,2.38,6456
6451,訊芯-KY,光學元件或組裝,-8.88,-14.95,4192
1301,台塑,化學,5.65,9.66,140549
1303,南亞,化學,5.26,15.38,155474
6505,台塑化,化學,4.91,11.45,49751
1326,台化,化學,3.08,3.55,94558
1409,新纖,化學,2.33,-9.74,38159
1722,台肥,化學,0.74,-1.04,2032
1304,台聚,化學,0.0,-1.81,9415
1440,南紡,化學,-0.75,-4.68,2145
1723,中碳,化學,-1.27,3.39,858
1773,勝一,化學,-1.42,-0.57,503
4770,上品,化學,-1.85,-0.93,273
1402,遠東新,化學,-1.86,-5.39,42826
1727,中華化,化學,-1.9,-4.25,3310
1725,元禎,化學,-2.65,-9.68,221
4749,新應材,化學,-2.82,-5.7,1776
4763,材料-KY,化學,-3.17,-6.44,7677
1717,長興,化學,-3.58,-8.74,19053
4720,德淵,化學,-3.93,-7.76,1761
1710,東聯,化學,-4.35,-10.98,9543
4755,三福化,化學,-4.73,-2.24,921
6196,帆宣,半導體設備,-2.18,-1.28,1753
3583,辛耘,半導體設備,-3.53,-2.42,1164
3680,家登,半導體設備,-4.68,-0.7,2570
2460,建通,半導體設備,-4.78,-13.69,1253
6187,萬潤,半導體設備,-4.83,3.14,2032
3138,耀登,半導體設備,-5.29,-7.33,837
6640,均華,半導體設備,-5.58,-6.92,366
1301,台塑,塑膠,5.65,9.66,140549
1303,南亞,塑膠,5.26,15.38,155474
6505,台塑化,塑膠,4.91,11.45,49751
1326,台化,塑膠,3.08,3.55,94558
1309,台達化,塑膠,1.35,1.01,9226
1307,三芳,塑膠,0.46,1.56,732
1325,恆大,塑膠,0.41,-0.61,376
1315,達新,塑膠,0.16,0.0,65
1321,大洋,塑膠,0.16,-1.11,152
1304,台聚,塑膠,0.0,-1.81,9415
1313,聯成,塑膠,0.0,-6.82,6023
1323,永裕,塑膠,-0.75,-2.21,123
1337,再生-KY,塑膠,-0.8,-5.52,421
1314,中石化,塑膠,-1.24,-9.9,79207
4306,炎洲,塑膠,-1.36,-8.78,2156
1308,亞聚,塑膠,-1.69,-3.0,3400
1312,國喬,塑膠,-1.87,-4.03,17992
1305,華夏,塑膠,-1.93,-3.79,5118
1583,程泰,工業自動化與機器人,-0.71,0.83,26
5443,均豪,工業自動化與機器人,-1.42,-1.88,2524
1590,亞德客-KY,工業自動化與機器人,-2.27,-4.09,602
4576,大銀微系統,工業自動化與機器人,-3.34,-8.16,2102
2049,上銀,工業自動化與機器人,-4.52,-6.76,3774
1597,直得,工業自動化與機器人,-4.64,-4.98,1318
6215,和椿,工業自動化與機器人,-5.41,-9.48,1396
6624,萬年清,廠務系統與水處理,3.78,-4.1,4
1535,中宇,廠務系統與水處理,-0.8,0.3,117
6803,崑鼎,廠務系統與水處理,-1.28,-1.1,197
6894,衛司特,廠務系統與水處理,-1.29,-2.27,96
8936,國統,廠務系統與水處理,-2.18,-3.92,2325
8473,山林水,廠務系統與水處理,-3.55,-4.19,987
6944,未知,廠務系統與水處理,-5.74,4.68,717
5443,均豪,機器人,-1.42,-1.88,2524
4583,台灣精銳,機器人,-1.65,-2.13,98
2308,台達電,機器人,-1.85,-1.59,10864
1590,亞德客-KY,機器人,-2.27,-4.09,602
6125,廣運,機器人,-2.96,-3.47,1591
4576,大銀微系統,機器人,-3.34,-8.16,2102
2359,所羅門,機器人,-3.72,5.17,6109
6188,廣明,機器人,-3.86,-5.68,1452
2464,盟立,機器人,-4.22,-0.31,9422
1504,東元,機器人,-4.36,-7.29,14585
2049,上銀,機器人,-4.52,-6.76,3774
1597,直得,機器人,-4.64,-4.98,1318
6215,和椿,機器人,-5.41,-9.48,1396
4540,全球傳動,機器人,-5.47,-6.43,3795
8222,寶一,無塵室與機電工程,-0.12,1.35,4381
5536,聖暉*,無塵室與機電工程,-2.12,-8.33,899
2404,漢唐,無塵室與機電工程,-3.66,-1.25,2417
6139,亞翔,無塵室與機電工程,-5.55,-3.7,4765
2426,鼎元,無塵室與機電工程,-6.56,-14.69,18234
1810,和成,玻璃,9.92,17.79,48839
1806,冠軍,玻璃,0.0,-2.25,407
1817,凱撒衛,玻璃,-0.13,-0.52,100
5475,德宏,玻璃,-0.56,-16.39,4100
1802,台玻,玻璃,-2.96,-5.61,48558
1809,中釉,玻璃,-3.04,-6.76,3890
3037,欣興,玻璃,-3.21,1.27,28345
8240,華宏,玻璃,-3.46,-5.54,531
3044,健鼎,玻璃,-3.99,-10.7,3886
2464,盟立,玻璃,-4.22,-0.31,9422
5340,建榮,玻璃,-4.33,-6.52,1629
3149,正達,玻璃,-5.42,2.11,8530
1815,富喬,玻璃,-6.55,-8.49,23101
6405,悅城,玻璃,-7.14,-6.11,1191
6274,台燿,玻璃,-10.0,-15.2,5236
1467,南緯,紡織,3.41,0.95,687
4439,冠星-KY,紡織,3.37,13.16,194
1410,南染,紡織,2.56,-2.25,57
1409,新纖,紡織,2.33,-9.74,38159
1476,儒鴻,紡織,0.73,2.23,1405
1474,弘裕,紡織,0.0,-0.48,144
4438,廣越,紡織,-0.16,-0.49,59
1455,集盛,紡織,-0.22,-9.45,1557
1419,新紡,紡織,-0.3,-0.75,122
1446,宏和,紡織,-0.68,-15.7,412
1440,南紡,紡織,-0.75,-4.68,2145
4426,利勤,紡織,-0.86,-3.36,165
1451,年興,紡織,-0.87,-0.58,191
1464,得力,紡織,-0.94,-0.94,491
1460,宏遠,紡織,-1.41,-4.24,1109
4420,光明,紡織,-1.52,-2.46,42
1402,遠東新,紡織,-1.86,-5.39,42826
1417,嘉裕,紡織,-2.04,-2.38,356
1477,聚陽,紡織,-2.65,-1.79,1984
1447,力鵬,紡織,-4.27,-6.71,3094
5388,中磊,網通設備組件,0.35,3.13,4439
2379,瑞昱,網通設備組件,-0.26,-7.71,4042
4968,立積,網通設備組件,-2.3,-6.61,932
3558,神準,網通設備組件,-3.15,1.09,326
3081,聯亞,網通設備組件,-3.27,-8.11,1972
3047,訊舟,網通設備組件,-3.41,-7.96,1996
3363,上詮,網通設備組件,-3.66,-9.53,2908
3596,智易,網通設備組件,-3.81,-3.07,1182
4979,華星光,網通設備組件,-3.82,-7.25,6631
3380,明泰,網通設備組件,-4.31,-5.99,2435
2454,聯發科,網通設備組件,-4.31,-8.39,12479
6442,光聖,網通設備組件,-4.36,-11.45,2673
6285,啟碁,網通設備組件,-4.44,-1.59,10133
3324,雙鴻,網通設備組件,-4.53,-6.59,2494
3006,晶豪科,網通設備組件,-4.61,0.93,13473
3017,奇鋐,網通設備組件,-4.72,-8.82,4396
3491,昇達科,網通設備組件,-5.16,-5.91,1117
2345,智邦,網通設備組件,-5.2,-5.59,3090
2332,友訊,網通設備組件,-7.32,9.82,60823
3450,聯鈞,網通設備組件,-7.57,-6.67,2854
2615,萬海,航運,0.25,0.0,7831
2618,長榮航,航運,0.12,2.38,81425
2603,長榮,航運,-0.26,-0.77,9326
2617,台航,航運,-0.33,-1.48,1639
2608,嘉里大榮,航運,-0.85,-1.02,201
2637,慧洋-KY,航運,-1.06,4.75,4025
6757,台灣虎航,航運,-1.38,-4.18,1621
2636,台驊控股,航運,-1.58,-3.11,1171
2612,中航,航運,-1.65,-1.29,398
2606,裕民,航運,-2.19,-0.79,2821
2642,宅配通,航運,-2.63,-2.39,107
5607,遠雄港,航運,-2.74,-2.93,822
2610,華航,航運,-3.09,-7.48,55237
2645,長榮航太,航運,-4.17,2.34,10419
2609,陽明,航運,-4.19,-8.22,34992
6175,立敦,被動元件,0.99,-4.21,4834
2428,興勤,被動元件,-1.52,-3.32,2227
2308,台達電,被動元件,-1.85,-1.59,10864
5328,華容,被動元件,-2.14,-10.86,23729
6642,富致,被動元件,-2.63,-5.47,401
6224,聚鼎,被動元件,-3.27,-13.32,942
6173,信昌電,被動元件,-3.43,-12.45,17759
2478,大毅,被動元件,-3.67,-12.98,7237
3357,臺慶科,被動元件,-4.65,-9.56,3236
2327,國巨,被動元件,-4.66,-12.68,82779
8042,金山電,被動元件,-5.3,-6.17,9128
6449,鈺邦,被動元件,-5.68,-6.56,2454
2472,立隆電,被動元件,-6.41,-8.55,10827
2492,華新科,被動元件,-6.92,-17.72,29328
8043,蜜望實,被動元件,-6.97,-14.25,6942
2375,凱美,被動元件,-7.03,-10.42,11247
6284,佳邦,被動元件,-9.81,-11.7,3339
3090,日電貿,被動元件,-9.88,-23.39,12428
3026,禾伸堂,被動元件,-9.94,-14.48,15339
8110,華東,記憶體封裝與測試,-1.84,-6.63,7806
6239,力成,記憶體封裝與測試,-2.72,-4.4,25028
2329,華泰,記憶體封裝與測試,-4.25,-7.01,8543
8150,南茂,記憶體封裝與測試,-9.57,-2.35,62368
3259,鑫創,記憶體控制IC,3.29,-0.63,69
3014,聯陽,記憶體控制IC,-1.81,-11.73,2346
6485,點序,記憶體控制IC,-3.08,-6.95,975
8054,安國,記憶體控制IC,-3.09,-6.47,2280
3006,晶豪科,記憶體控制IC,-4.61,0.93,13473
3260,威剛,記憶體模組,-0.49,-0.25,7617
4967,十銓,記憶體模組,-2.18,-3.65,2652
5289,宜鼎,記憶體模組,-4.62,-4.62,3588
8271,宇瞻,記憶體模組,-5.19,-4.14,2483
4973,廣穎,記憶體模組,-5.21,-1.9,2705
2451,創見,記憶體模組,-5.35,-4.4,5430
8299,群聯,記憶體模組,-5.53,-4.21,6739
2408,南亞科,記憶體製造,5.91,13.13,123272
2337,旺宏,記憶體製造,1.09,0.72,67740
6770,力積電,記憶體製造,0.29,-2.81,175281
2344,華邦電,記憶體製造,-1.5,-2.37,135442
8033,雷虎,軍工_無人機相關,5.81,16.04,9545
6928,攸泰科技,軍工_無人機相關,4.09,5.26,1745
8249,菱光,軍工_無人機相關,-0.53,-0.32,619
5371,中光電,軍工_無人機相關,-1.05,-3.58,50098
2352,佳世達,軍工_無人機相關,-1.29,-11.05,11121
7402,邑錡,軍工_無人機相關,-1.74,4.43,7831
3019,亞光,軍工_無人機相關,-2.71,-1.03,4836
2454,聯發科,軍工_無人機相關,-4.31,-8.39,12479
4916,事欣科,軍工_無人機相關,-6.78,-0.9,16101
2630,亞航,軍工_航太製造與維修,9.88,11.45,41250
6829,千附精密,軍工_航太製造與維修,9.85,18.75,7913
4541,晟田,軍工_航太製造與維修,5.22,16.89,36787
2634,漢翔,軍工_航太製造與維修,5.17,12.58,139359
8222,寶一,軍工_航太製造與維修,-0.12,1.35,4381
2645,長榮航太,軍工_航太製造與維修,-4.17,2.34,10419
6516,勤崴國際,軟體設計,0.17,0.17,64
6183,關貿,軟體設計,0.11,0.33,102
5403,中菲,軟體設計,-0.21,0.0,51
6214,精誠,軟體設計,-0.35,4.07,1793
3029,零壹,軟體設計,-0.49,-1.93,1462
2471,資通,軟體設計,-1.33,-2.62,302
6690,安碁資訊,軟體設計,-1.52,-2.4,98
6811,宏碁資訊,軟體設計,-1.59,-2.91,140
5203,訊連,軟體設計,-2.06,-2.49,202
6752,叡揚,軟體設計,-2.21,-2.21,34
6112,邁達特,軟體設計,-2.35,-2.35,592
2453,凌群,軟體設計,-2.57,-6.35,487
4953,緯軟,軟體設計,-2.81,-3.59,411
2480,敦陽科,軟體設計,-3.06,-0.63,373
6231,系微,軟體設計,-3.28,-7.04,651
1907,永豐餘,造紙,2.22,-0.72,1887
1904,正隆,造紙,1.83,-4.7,2108
6790,永豐實,造紙,0.39,-5.66,225
1909,榮成,造紙,-0.49,-6.42,3417
1906,寶隆,造紙,-0.9,-3.1,364
1903,士紙,造紙,-1.84,-2.54,189
1905,華紙,造紙,-2.32,-6.05,4336
1301,台塑,金融,5.65,9.66,140549
1303,南亞,金融,5.26,15.38,155474
6505,台塑化,金融,4.91,11.45,49751
1326,台化,金融,3.08,3.55,94558
1309,台達化,金融,1.35,1.01,9226
1307,三芳,金融,0.46,1.56,732
1325,恆大,金融,0.41,-0.61,376
1315,達新,金融,0.16,0.0,65
1321,大洋,金融,0.16,-1.11,152
1304,台聚,金融,0.0,-1.81,9415
1313,聯成,金融,0.0,-6.82,6023
1323,永裕,金融,-0.75,-2.21,123
1337,再生-KY,金融,-0.8,-5.52,421
1314,中石化,金融,-1.24,-9.9,79207
4306,炎洲,金融,-1.36,-8.78,2156
1308,亞聚,金融,-1.69,-3.0,3400
1312,國喬,金融,-1.87,-4.03,17992
1305,華夏,金融,-1.93,-3.79,5118
6887,寶綠特-KY,金融,-2.83,6.49,1103
4763,材料-KY,銀,-3.17,-6.44,7677
2327,國巨,銀,-4.66,-12.68,82779
2492,華新科,銀,-6.92,-17.72,29328
1785,光洋科,銀,-6.98,-16.38,24721
1303,南亞,銅,5.26,15.38,155474
1615,大山,銅,0.53,3.86,219
1605,華新,銅,-1.92,-4.59,23420
2383,台光電,銅,-3.02,-6.49,2516
6213,聯茂,銅,-3.06,-11.44,20547
4989,榮科,銅,-3.26,-18.7,10748
1609,大亞,銅,-3.62,-2.15,7981
2351,順德,銅,-7.6,-4.42,7354
8358,金居,銅,-7.63,-12.05,11659
6274,台燿,銅,-10.0,-15.2,5236
2015,豐興,鋼鐵,0.96,1.12,357
2002,中鋼,鋼鐵,0.54,-1.07,42281
2006,東和鋼鐵,鋼鐵,0.0,2.03,2398
2010,春源,鋼鐵,0.0,0.24,1346
2211,長榮鋼,鋼鐵,-0.21,0.0,772
2014,中鴻,鋼鐵,-0.29,-1.16,3128
2028,威致,鋼鐵,-0.32,-2.19,149
2031,新光鋼,鋼鐵,-0.51,3.14,748
2023,燁輝,鋼鐵,-0.7,0.71,3042
2013,中鋼構,鋼鐵,-0.73,-1.45,141
2069,運錩,鋼鐵,-0.83,-1.38,371
2027,大成鋼,鋼鐵,-1.01,-3.58,17214
5009,榮剛,鋼鐵,-1.43,2.53,5973
2029,盛餘,鋼鐵,-3.34,-2.64,229
1815,富喬,鋼鐵,-6.55,-8.49,23101
1615,大山,電器電纜,0.53,3.86,219
1605,華新,電器電纜,-1.92,-4.59,23420
1618,合機,電器電纜,-1.94,-6.42,1077
1513,中興電,電器電纜,-2.38,-4.37,4762
2371,大同,電器電纜,-3.2,0.74,10850
1609,大亞,電器電纜,-3.62,-2.15,7981
1519,華城,電器電纜,-4.81,-6.49,3696
6282,康舒,電器電纜,-5.52,-7.12,26600
1503,士電,電器電纜,-6.82,-9.09,4364
1514,亞力,電器電纜,-9.13,-9.88,20000
6558,興能高,電池或電源,-1.18,-1.85,457
2308,台達電,電池或電源,-1.85,-1.59,10864
3617,碩天,電池或電源,-1.95,-5.04,575
6412,群電,電池或電源,-2.31,-4.83,1737
1513,中興電,電池或電源,-2.38,-4.37,4762
3023,信邦,電池或電源,-2.93,-1.56,1549
3003,健和興,電池或電源,-3.28,-6.91,1108
6121,新普,電池或電源,-3.75,-13.5,2032
2457,飛宏,電池或電源,-3.8,-6.34,4216
3211,順達,電池或電源,-3.83,2.92,8034
3015,全漢,電池或電源,-3.96,-7.75,1616
3027,盛達,電池或電源,-4.0,-7.02,754
6781,AES-KY,電池或電源,-4.07,-9.01,1219
2301,光寶科,電池或電源,-4.28,-0.7,24669
1519,華城,電池或電源,-4.81,-6.49,3696
6282,康舒,電池或電源,-5.52,-7.12,26600
5309,系統電,電池或電源,-5.64,-8.44,5575
4931,新盛力,電池或電源,-6.75,-18.75,5978
1503,士電,電池或電源,-6.82,-9.09,4364
1514,亞力,電池或電源,-9.13,-9.88,20000
