排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,金融,2.33,94.74,18/19,59.02,59.02,0.51,0.51
2,塑膠,2.34,94.44,17/18,59.01,59.01,0.51,0.51
3,鋼鐵,1.68,93.33,14/15,22.8,22.8,0.46,0.46
4,銅,3.4,90.0,9/10,32.16,32.16,20.4,20.4
5,化學,1.53,85.0,17/20,60.91,60.91,-1.16,-1.16
6,軍工_航太製造與維修,2.06,83.33,5/6,0.38,0.38,0.28,0.28
7,無塵室與機電工程,1.14,80.0,4/5,4.56,4.56,-0.67,-0.67
8,電器電纜,0.64,80.0,8/10,9.42,9.42,-6.01,-6.01
9,軍工_無人機相關,0.99,77.78,7/9,3.66,3.66,0.52,0.52
10,記憶體製造,3.14,75.0,3/4,106.0,106.0,-5.44,-5.44
11,記憶體封裝與測試,1.55,75.0,3/4,1.27,1.27,-0.72,-0.72
12,被動元件,1.18,73.68,14/19,18.86,18.86,4.29,4.29
13,玻璃,2.68,73.33,11/15,-16.11,-16.11,1.14,1.14
14,低軌衛星,1.64,71.43,5/7,22.23,22.23,8.39,8.39
15,紡織,0.42,65.0,13/20,1.48,1.48,-0.9,-0.9
16,電池或電源,0.49,60.0,12/20,40.49,40.49,1.5,1.5
17,CPO_先進封裝測試,-0.96,60.0,3/5,0.51,0.51,-0.04,-0.04
18,PCB,1.76,60.0,9/15,-25.22,-25.22,30.04,30.04
19,記憶體模組,0.57,57.14,4/7,6.82,6.82,-14.87,-14.87
20,廠務系統與水處理,0.66,57.14,4/7,-0.35,-0.35,0.0,0.0
21,造紙,0.78,57.14,4/7,0.25,0.25,0.0,0.0
22,航運,0.26,53.33,8/15,14.6,14.6,-4.37,-4.37
23,軟體設計,0.11,46.67,7/15,0.67,0.67,-0.02,-0.02
24,半導體設備,-0.26,42.86,3/7,3.18,3.18,-0.2,-0.2
25,BBU_電源供應器與整合,0.68,40.0,2/5,32.68,32.68,8.94,8.94
26,TPU_伺服器主板與印刷電路板,0.24,40.0,2/5,-68.68,-68.68,24.27,24.27
27,機器人,0.03,35.71,5/14,20.92,20.92,7.87,7.87
28,IC設計,-0.84,30.77,4/13,31.67,31.67,1.01,1.01
29,網通設備組件,-0.09,30.0,6/20,12.82,12.82,0.69,0.69
30,BBU_電池模組,-0.44,28.57,2/7,-1.05,-1.05,-1.28,-1.28
31,TPU_光通訊與連接器,-0.7,25.0,1/4,9.72,9.72,4.27,4.27
32,銀,-0.03,25.0,1/4,-0.01,-0.01,-3.9,-3.9
33,TPU_散熱,0.59,25.0,1/4,1.62,1.62,-4.14,-4.14
34,CPO_光通訊,-3.09,16.67,1/6,-10.58,-10.58,-0.15,-0.15
35,工業自動化與機器人,-0.96,14.29,1/7,1.06,1.06,-0.6,-0.6
36,光學元件或組裝,-2.32,6.67,1/15,-10.12,-10.12,-0.35,-0.35
37,記憶體控制IC,-1.34,0.0,0/5,-1.95,-1.95,0.0,0.0
