stock_id,lots
1101,-10467
1102,583
1103,-3
1104,-85
1108,-8
1109,-9
1110,-15
1201,-10
1203,-1
1210,-282
1213,0
1215,-62
1216,-861
1217,102
1218,-197
1219,7
1220,-12
1225,-10
1227,-75
1229,580
1231,-21
1232,-5
1233,0
1234,-16
1235,1
1236,0
1240,0
1256,-15
1259,0
1264,-7
1268,-1
1294,-5
1301,24534
1303,19849
1304,708
1305,672
1307,17
1308,201
1309,27
1310,1709
1312,5260
1313,1503
1314,11431
1315,3
1316,-660
1319,-250
1321,10
1323,-4
1324,-1
1325,36
1326,9905
1336,-1
1337,-2
1338,-6
1339,-55
1340,-17
1341,0
1342,18
1402,-2167
1409,3707
1410,0
1413,0
1414,10
1416,5
1417,2
1418,0
1419,7
1423,0
1432,12
1434,433
1435,-1
1436,20
1437,-3
1438,-1
1439,0
1440,635
1441,-1
1442,18
1443,0
1444,-152
1445,-3
1446,-7
1447,43
1449,-7
1451,-5
1452,0
1453,-3
1454,0
1455,74
1456,0
1457,1
1459,16
1460,-15
1463,-1
1464,-6
1465,-16
1466,5
1467,-16
1468,0
1470,0
1471,33
1472,-1
1473,10
1474,0
1475,0
1476,-225
1477,30
1503,1515
1504,7593
1506,-20
1512,-24
1513,3227
1514,544
1515,-550
1516,-15
1517,37
1519,1657
1521,0
1522,24
1524,12
1525,0
1526,-6
1527,2
1528,59
1529,106
1530,-1
1531,-3
1532,27
1533,5
1535,-1
1536,527
1537,0
1538,0
1539,-3
1540,-5
1541,0
1558,18
1560,1
1565,113
1568,-19
1569,-4
1570,0
1580,-3
1582,-202
1583,-1
1584,270
1586,-20
1587,8
1590,33
1591,-15
1593,0
1595,-6
1597,814
1598,8
1599,-1
1603,46
1604,15
1605,3057
1608,3607
1609,-496
1611,-51
1612,607
1614,-1
1615,58
1616,123
1617,40
1618,635
1626,-2
1702,-9
1707,23
1708,537
1709,-9684
1710,1050
1711,-1517
1712,117
1713,-5
1714,604
1717,12200
1718,1213
1720,-89
1721,-20
1722,-144
1723,-105
1725,10
1726,-9
1727,382
1730,-2
1731,-22
1732,-1
1733,31
1734,-87
1735,18
1736,-4
1737,-46
1742,0
1752,0
1760,-15
1762,-8
1773,38
1776,0
1777,-1
1781,-1
1783,5
1784,14
1785,-152
1786,-6
1788,-24
1789,14
1795,-226
1796,-1
1799,1
1802,-5959
1805,6
1806,-6
1808,411
1809,-32
1810,352
1813,-2
1815,-2277
1817,12
1903,-4
1904,556
1905,270
1906,-2
1907,164
1909,-328
2002,-2997
2006,-168
2007,-22
2008,0
2009,-354
2010,297
2012,-1
2013,5
2014,-54
2015,21
2017,-1378
2020,11
2022,-36
2023,22
2024,0
2025,43
2027,-2831
2028,7
2029,11
2030,235
2031,-148
2032,-15
2033,3
2034,67
2035,0
2038,14
2049,-31
2059,-66
2061,103
2062,26
2063,0
2064,0
2065,-1
2066,-1
2067,0
2069,7
2070,125
2101,-311
2102,-1
2103,-647
2104,-299
2105,-1409
2106,-622
2107,179
2108,306
2114,17
2115,-1
2201,-151
2204,-34
2206,34
2207,54
2208,853
2211,-27
2221,155
2227,0
2228,-1
2230,-15
2231,39
2233,-111
2235,0
2236,5
2239,4
2241,141
2243,21
2247,29
2248,-7
2250,-7
2301,-1194
2302,-481
2303,-51283
2305,-1609
2308,-75
2312,372
2313,18611
2314,-14
2316,192
2317,17811
2321,0
2323,597
2324,-28308
2327,-4245
2328,1456
2329,8
2330,2495
2331,216
2332,375
2337,6307
2338,-155
2340,171
2342,-704
2344,29768
2345,-57
2347,-224
2348,56
2349,229
2351,2354
2352,-272
2353,196
2354,9413
2355,927
2356,-4859
2357,200
2359,-1559
2360,-144
2362,-79
2363,-484
2364,-162
2365,41
2367,-1892
2368,-531
2369,-742
2371,11723
2373,-3
2374,-109
2375,-2
2376,-924
2377,-1058
2379,26
2380,-14
2382,2365
2383,-639
2385,778
2387,11
2388,-666
2390,-68
2392,3036
2393,128
2395,-77
2397,37
2399,-946
2401,-71
2402,528
2404,-317
2405,-39
2406,-388
2408,29819
2409,-1170
2412,-385
2413,-26
2414,-2
2417,352
2419,96
2420,139
2421,4417
2423,25
2424,0
2425,-62
2426,-6198
2427,60
2428,-132
2429,-94
2430,2
2431,-2
2433,-1
2434,-61
2436,-3387
2438,0
2439,-1083
2440,67
2441,-1238
2442,-447
2444,2
2449,750
2450,-19
2451,-473
2453,53
2454,-373
2455,1579
2457,34
2458,-349
2459,10
2460,-8
2461,293
2462,-23
2464,8255
2465,265
2466,78
2467,406
2468,-7
2471,6
2472,31
2474,1017
2476,479
2477,-7
2478,240
2480,-2
2481,-6842
2482,0
2483,218
2484,282
2485,665
2486,184
2488,-4
2489,-1946
2491,1176
2492,1257
2493,85
2495,204
2496,-3
2497,-22
2498,285
2501,165
2504,-99
2505,3
2506,-20
2509,-4
2511,134
2514,-12
2515,639
2516,1
2520,-1
2524,0
2527,-3
2528,11
2530,-50
2534,173
2535,28
2536,58
2537,68
2538,-155
2539,-276
2540,149
2542,-146
2543,9
2545,75
2546,-12
2547,58
2548,-92
2596,4
2597,44
2601,51
2603,-192
2605,-1936
2606,1735
2607,33
2608,-37
2609,6492
2610,1802
2611,-128
2612,66
2613,-1
2614,5
2615,-5496
2616,-3
2617,359
2618,787
2630,639
2633,724
2634,12180
2636,-13
2637,1172
2640,-1
2641,137
2642,1
