股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6781,AES-KY,BBU_電池模組,9.62,9.09,1135
3211,順達,BBU_電池模組,9.2,21.93,17609
4931,新盛力,BBU_電池模組,3.91,5.36,11470
6121,新普,BBU_電池模組,2.38,4.6,529
3323,加百裕,BBU_電池模組,2.17,2.86,378
6558,興能高,BBU_電池模組,1.57,3.81,235
3625,西勝,BBU_電池模組,0.0,9.69,239
3305,昇貿,BBU_電源供應器與整合,3.24,3.72,2036
5309,系統電,BBU_電源供應器與整合,2.82,4.59,3674
2308,台達電,BBU_電源供應器與整合,1.14,2.02,8876
3625,西勝,BBU_電源供應器與整合,0.0,9.69,239
2301,光寶科,BBU_電源供應器與整合,-1.95,4.88,25729
3363,上詮,CPO_先進封裝測試,8.31,24.16,9949
3265,台星科,CPO_先進封裝測試,1.73,6.33,2184
6515,穎崴,CPO_先進封裝測試,1.33,-0.65,538
6257,矽格,CPO_先進封裝測試,0.0,3.29,5342
6451,訊芯-KY,CPO_先進封裝測試,-0.55,13.0,10343
3081,聯亞,CPO_光通訊,3.53,21.88,6603
4979,華星光,CPO_光通訊,3.18,12.8,29366
2455,全新,CPO_光通訊,1.17,13.5,4766
4977,眾達-KY,CPO_光通訊,0.59,18.28,10551
3163,波若威,CPO_光通訊,-0.13,6.74,6843
6442,光聖,CPO_光通訊,-0.93,9.25,2933
3529,力旺,IC設計,9.96,20.45,544
6643,M31,IC設計,2.19,8.99,355
8054,安國,IC設計,0.36,4.35,517
6531,愛普*,IC設計,0.11,8.52,3529
6533,晶心科,IC設計,-0.19,8.92,1648
2454,聯發科,IC設計,-2.03,2.66,5702
2388,威盛,IC設計,-2.03,0.55,2004
3035,智原,IC設計,-2.22,3.82,1944
3035,智原,IC設計,-2.22,3.82,1944
3661,世芯-KY,IC設計,-2.27,3.61,1513
3661,世芯-KY,IC設計,-2.27,3.61,1513
3443,創意,IC設計,-3.35,10.34,3050
3443,創意,IC設計,-3.35,10.34,3050
2313,華通,PCB,9.91,14.82,61898
8358,金居,PCB,9.9,18.47,38603
8046,南電,PCB,9.75,14.1,7870
4958,臻鼎-KY,PCB,5.3,9.53,27307
3189,景碩,PCB,3.75,15.11,32580
3715,定穎投控,PCB,2.19,7.87,4874
3037,欣興,PCB,1.72,9.77,24046
2367,燿華,PCB,1.67,7.18,14398
5469,瀚宇博,PCB,1.25,3.4,1291
2316,楠梓電,PCB,-0.31,3.22,1629
2368,金像電,PCB,-0.96,8.65,6091
1815,富喬,PCB,-1.27,8.37,76416
6213,聯茂,PCB,-3.43,16.68,36060
6274,台燿,PCB,-5.56,-0.69,9022
2383,台光電,PCB,-6.7,1.29,3476
3715,定穎投控,TPU_伺服器主板與印刷電路板,2.19,7.87,4874
3037,欣興,TPU_伺服器主板與印刷電路板,1.72,9.77,24046
5469,瀚宇博,TPU_伺服器主板與印刷電路板,1.25,3.4,1291
2368,金像電,TPU_伺服器主板與印刷電路板,-0.96,8.65,6091
2383,台光電,TPU_伺服器主板與印刷電路板,-6.7,1.29,3476
6805,富世達,TPU_光通訊與連接器,9.88,30.12,4402
