排名,股票代碼,公司名稱,公司產業,上市櫃,5天正天數,今日主力買超(張),5日累積買超(張)
1,2883,凱基金,金融保險業,上市,3,25155,63084
2,2615,萬海,航運業,上市,5,6015,39875
3,1102,亞泥,水泥工業,上市,5,3177,19286
4,2882,國泰金,金融保險業,上市,3,1546,16665
5,1301,台塑,塑膠工業,上市,4,18692,14592
6,1605,華新,電器電纜,上市,4,10227,14359
7,3045,台灣大,通信網路業,上市,5,1528,14148
8,2887,台新金,金融保險業,上市,3,7318,13274
9,1802,台玻,玻璃陶瓷,上市,4,13750,13087
10,2542,興富發,建材營造業,上市,5,1191,12231
11,1326,台化,塑膠工業,上市,4,13377,10808
12,2481,強茂,半導體業,上市,3,14124,9870
13,5871,中租-KY,其他業,上市,5,2275,9452
14,6147,頎邦,半導體業,上櫃,3,8044,9145
15,6226,光鼎,光電業,上市,4,3372,8650
16,3105,穩懋,半導體業,上櫃,3,6809,7043
17,4939,亞電,電子零組件業,上櫃,4,2514,6760
18,1711,永光,化學工業,上市,5,3303,6259
19,3037,欣興,電子零組件業,上市,5,3130,6062
20,1303,南亞,塑膠工業,上市,3,28222,5452
21,2646,星宇航空,航運業,上市,5,255,5400
22,1312,國喬,塑膠工業,上市,3,4258,4684
23,6214,精誠,資訊服務業,上市,5,318,3720
24,2030,彰源,鋼鐵工業,上市,5,205,3199
25,5314,世紀,半導體業,上櫃,5,439,3061
26,8103,瀚荃,電子零組件業,上市,4,1965,3021
27,2912,統一超,貿易百貨業,上市,5,27,2865
28,6547,高端疫苗,生技醫療業,上櫃,3,2557,2820
29,1229,聯華,食品工業,上市,5,164,2818
30,2371,大同,電機機械,上市,4,543,2801
31,2392,正崴,電子零組件業,上市,4,90,2765
32,2103,台橡,橡膠工業,上市,5,745,2581
33,2897,王道銀行,金融保險業,上市,5,1477,2513
34,2201,裕隆,汽車工業,上市,4,232,2469
35,2305,全友,電腦及週邊設備業,上市,3,2548,2433
36,2633,台灣高鐵,航運業,上市,5,449,2405
37,9907,統一實,其他業,上市,5,259,2397
38,6177,達麗,建材營造業,上市,4,197,2374
39,4989,榮科,電子零組件業,上市,3,2785,2339
40,2474,可成,其他電子業,上市,5,1048,2273
41,2504,國產,建材營造業,上市,4,154,2223
42,3034,聯詠,半導體業,上市,4,569,2164
43,1563,巧新,汽車工業,上市,4,835,2121
44,6456,GIS-KY,光電業,上市,3,634,2081
45,9921,巨大,運動休閒,上市,5,300,1878
46,1904,正隆,造紙工業,上市,5,188,1855
47,2034,允強,鋼鐵工業,上市,5,205,1855
48,2382,廣達,電腦及週邊設備業,上市,3,2232,1732
49,2852,第一保,金融保險業,上市,5,341,1562
50,2354,鴻準,其他電子業,上市,4,1141,1549
51,6207,雷科,電子零組件業,上櫃,3,1854,1517
52,2367,燿華,電子零組件業,上市,4,1203,1512
53,1313,聯成,塑膠工業,上市,4,778,1510
54,5607,遠雄港,航運業,上市,5,8,1426
55,4977,眾達-KY,通信網路業,上市,3,1840,1402
56,3374,精材,半導體業,上櫃,4,3344,1382
57,8932,智通*,其他業,上櫃,4,1089,1364
58,5340,建榮,電子零組件業,上櫃,3,1547,1351
59,6224,聚鼎,電子零組件業,上市,5,44,1346
60,1440,南紡,紡織纖維,上市,4,181,1323
61,2520,冠德,建材營造業,上市,5,104,1288
62,6104,創惟,半導體業,上櫃,5,706,1283
63,9933,中鼎,其他業,上市,3,142,1280
64,3339,泰谷,光電業,上櫃,5,1136,1268
65,1609,大亞,電器電纜,上市,4,784,1220
66,2723,美食-KY,觀光餐旅,上市,5,354,1179
67,6782,視陽,生技醫療業,上市,3,484,1149
68,4927,泰鼎-KY,電子零組件業,上市,5,401,1131
69,3176,基亞,生技醫療業,上櫃,5,511,1116
70,6190,萬泰科,通信網路業,上櫃,3,1340,1108
71,2913,農林,貿易百貨業,上市,5,13,1077
72,6451,訊芯-KY,半導體業,上市,3,1301,1067
73,6805,富世達,電子零組件業,上市,3,1060,1058
74,1304,台聚,塑膠工業,上市,4,1615,965
75,3498,陽程,其他電子業,上櫃,5,87,877
