股票代碼,公司名稱,當下價格,當下漲跌幅(%),外資昨日買超(張),外資前三日總買超(張),投信昨日買超(張),投信前三日總買超(張)
2489,瑞軒,17.3,9.84,-847.0,1370.0,0.0,0.0
2313,華通,103.5,9.76,463.4,-6809.55,-2143.0,-2057.0
6120,達運,13.5,9.76,-973.0,-1231.0,0.0,0.0
5347,世界,99.5,6.76,2842.68,9409.87,-6130.57,-18367.72
3028,增你強,41.3,4.82,-608.0,-309.0,0.0,0.0
2492,華新科,129.5,4.43,177.35,2960.93,0.0,1.0
3019,亞光,148.0,4.22,-292.0,1690.7,0.0,-1.0
6005,群益證,24.75,2.7,2383.0,-900.26,-4089.84,-8652.03
