股票代碼,公司名稱,最新收盤價,投信買超天數,投信5日淨買超,平均買超張數,5日最高價,5日最低價,價格波動率
1102,亞泥,37.05,4,62232186,12446,38.05,36.3,4.82%
2027,大成鋼,35.05,5,25503000,5100,36.35,34.9,4.15%
2324,仁寶,30.8,5,5115664,1023,31.35,30.05,4.33%
2353,宏碁,26.2,5,42517979,8503,27.1,25.0,8.40%
2356,英業達,43.2,5,4281922,856,45.05,42.05,7.13%
2393,億光,56.8,5,6082533,1216,57.0,53.8,5.95%
2504,國產,37.1,4,5130572,1026,37.95,36.65,3.55%
2882,國泰金,76.0,4,38089558,7617,76.6,74.5,2.82%
2884,玉山金,33.7,5,136334709,27266,34.2,33.2,3.01%
2887,台新金,20.9,5,60929010,12185,21.25,20.3,4.68%
3045,台灣大,107.0,5,8143823,1628,110.5,106.5,3.76%
3231,緯創,154.5,4,15358451,3071,158.0,143.5,10.10%
4915,致伸,78.0,5,8777293,1755,79.4,76.3,4.06%
6188,廣明,116.5,5,7538000,1507,118.0,104.5,12.92%
6488,環球晶,433.0,5,7220612,1444,454.0,400.0,13.50%
8069,元太,187.0,4,11976094,2395,201.5,185.5,8.63%
