股票代碼,公司名稱,族群,今日漲跌幅,近三交易日漲跌幅,今日成交量
6781,AES-KY,BBU_電池模組,5.19,-3.46,354
4931,新盛力,BBU_電池模組,4.8,-3.65,3676
3211,順達,BBU_電池模組,2.93,-4.93,3403
3323,加百裕,BBU_電池模組,1.23,-1.7,178
6558,興能高,BBU_電池模組,0.81,0.61,103
6121,新普,BBU_電池模組,0.63,-2.82,276
3625,西勝,BBU_電池模組,-5.36,-3.52,205
2308,台達電,BBU_電源供應器與整合,3.69,-2.14,9195
2301,光寶科,BBU_電源供應器與整合,3.01,2.5,27528
5309,系統電,BBU_電源供應器與整合,2.56,-2.8,803
3305,昇貿,BBU_電源供應器與整合,2.3,-3.06,852
3625,西勝,BBU_電源供應器與整合,-5.36,-3.52,205
3265,台星科,CPO_先進封裝測試,2.02,-3.29,739
6257,矽格,CPO_先進封裝測試,1.44,-4.29,5818
6515,穎崴,CPO_先進封裝測試,1.07,2.39,688
6451,訊芯-KY,CPO_先進封裝測試,-0.22,-1.32,5030
3363,上詮,CPO_先進封裝測試,-5.04,-6.49,8837
4979,華星光,CPO_光通訊,9.97,4.83,19025
3163,波若威,CPO_光通訊,7.64,1.84,1124
4977,眾達-KY,CPO_光通訊,7.25,3.64,6114
3081,聯亞,CPO_光通訊,1.6,-7.45,5533
2455,全新,CPO_光通訊,0.57,0.76,24125
6442,光聖,CPO_光通訊,-0.85,7.34,4006
2388,威盛,IC設計,8.53,11.05,14272
3661,世芯-KY,IC設計,4.2,-1.29,1757
3661,世芯-KY,IC設計,4.2,-1.29,1757
8054,安國,IC設計,3.0,-1.43,389
3529,力旺,IC設計,2.36,-9.66,1188
2454,聯發科,IC設計,1.73,2.32,9051
6643,M31,IC設計,1.12,-3.44,160
3443,創意,IC設計,0.17,-3.09,1581
3443,創意,IC設計,0.17,-3.09,1581
6533,晶心科,IC設計,0.0,0.57,811
6531,愛普*,IC設計,-0.11,-4.91,2888
3035,智原,IC設計,-0.28,-2.18,1470
3035,智原,IC設計,-0.28,-2.18,1470
8358,金居,PCB,6.38,-4.94,4455
2313,華通,PCB,5.72,-0.99,51923
3189,景碩,PCB,5.68,-6.29,19778
2383,台光電,PCB,2.36,-3.99,1701
2367,燿華,PCB,1.89,-3.47,3650
6274,台燿,PCB,1.49,-5.86,5868
2316,楠梓電,PCB,1.31,-6.91,2704
6213,聯茂,PCB,0.98,-6.0,13261
5469,瀚宇博,PCB,0.56,-3.24,804
3715,定穎投控,PCB,0.0,-10.94,3581
4958,臻鼎-KY,PCB,-0.22,-13.46,33930
1815,富喬,PCB,-1.25,-8.14,50628
3037,欣興,PCB,-2.28,-7.11,40890
8046,南電,PCB,-2.31,-13.88,18619
2368,金像電,PCB,-5.0,-14.69,9549
2383,台光電,TPU_伺服器主板與印刷電路板,2.36,-3.99,1701
5469,瀚宇博,TPU_伺服器主板與印刷電路板,0.56,-3.24,804
3715,定穎投控,TPU_伺服器主板與印刷電路板,0.0,-10.94,3581
3037,欣興,TPU_伺服器主板與印刷電路板,-2.28,-7.11,40890
2368,金像電,TPU_伺服器主板與印刷電路板,-5.0,-14.69,9549
6805,富世達,TPU_光通訊與連接器,5.01,-3.72,564
3081,聯亞,TPU_光通訊與連接器,1.6,-7.45,5533
2345,智邦,TPU_光通訊與連接器,0.48,-4.76,2163
6442,光聖,TPU_光通訊與連接器,-0.85,7.34,4006
3324,雙鴻,TPU_散熱,10.0,8.0,3081
3017,奇鋐,TPU_散熱,8.18,4.69,4515
6805,富世達,TPU_散熱,5.01,-3.72,564
6831,未知,TPU_散熱,3.42,-0.66,1037
3491,昇達科,低軌衛星,7.12,1.69,2039
2313,華通,低軌衛星,5.72,-0.99,51923
2367,燿華,低軌衛星,1.89,-3.47,3650
6443,元晶,低軌衛星,1.63,-3.11,3099
2485,兆赫,低軌衛星,1.47,-3.73,1944
6190,萬泰科,低軌衛星,1.04,-5.03,2409
2345,智邦,低軌衛星,0.48,-4.76,2163
4979,華星光,光學元件或組裝,9.97,4.83,19025
4977,眾達-KY,光學元件或組裝,7.25,3.64,6114
3406,玉晶光,光學元件或組裝,6.46,4.98,2626
3362,先進光,光學元件或組裝,6.06,5.0,1443
3450,聯鈞,光學元件或組裝,4.69,-7.2,1645
3008,大立光,光學元件或組裝,3.5,-2.37,1626
3504,揚明光,光學元件或組裝,2.16,2.87,3328
3081,聯亞,光學元件或組裝,1.6,-7.45,5533
4976,佳凌,光學元件或組裝,1.59,1.32,2910
3019,亞光,光學元件或組裝,1.05,0.7,7894
2374,佳能,光學元件或組裝,0.59,-0.58,1527
6209,今國光,光學元件或組裝,0.49,-0.49,10548
6668,中揚光,光學元件或組裝,0.0,-0.58,1415
6451,訊芯-KY,光學元件或組裝,-0.22,-1.32,5030
6442,光聖,光學元件或組裝,-0.85,7.34,4006
1727,中華化,化學,6.17,-0.63,5890
4770,上品,化學,4.38,2.26,882
4763,材料-KY,化學,2.44,0.6,4973
4749,新應材,化學,2.24,-2.88,1339
6505,台塑化,化學,2.09,1.83,14976
1725,元禎,化學,2.07,1.27,40
1303,南亞,化學,2.04,-3.84,67299
4755,三福化,化學,1.72,-1.67,77
1773,勝一,化學,0.93,-5.25,432
4720,德淵,化學,0.54,-2.11,287
1301,台塑,化學,0.46,-2.65,26921
1722,台肥,化學,0.34,0.34,1890
1402,遠東新,化學,0.17,-0.85,5541
1326,台化,化學,0.14,-6.06,41291
1409,新纖,化學,-0.2,-4.29,10734
1304,台聚,化學,-0.8,-2.37,2068
1717,長興,化學,-0.91,-10.15,23667
1723,中碳,化學,-1.04,0.47,822
1710,東聯,化學,-1.54,-0.93,8694
1440,南紡,化學,-2.11,0.36,5324
6640,均華,半導體設備,5.49,11.61,1223
6196,帆宣,半導體設備,3.2,1.78,2366
3138,耀登,半導體設備,2.69,-2.35,152
3680,家登,半導體設備,1.17,-4.43,1089
2460,建通,半導體設備,0.88,-2.06,121
6187,萬潤,半導體設備,0.38,-5.09,2009
3583,辛耘,半導體設備,-4.18,-8.02,2003
6505,台塑化,塑膠,2.09,1.83,14976
1303,南亞,塑膠,2.04,-3.84,67299
1337,再生-KY,塑膠,1.11,-0.87,212
1301,台塑,塑膠,0.46,-2.65,26921
1325,恆大,塑膠,0.39,-0.58,142
1309,台達化,塑膠,0.37,-1.44,1192
1307,三芳,塑膠,0.33,-0.49,667
1315,達新,塑膠,0.15,-0.45,16
1326,台化,塑膠,0.14,-6.06,41291
1313,聯成,塑膠,0.0,-2.06,2009
1314,中石化,塑膠,0.0,-1.69,16389
4306,炎洲,塑膠,0.0,1.33,918
1321,大洋,塑膠,-0.31,-0.46,73
1323,永裕,塑膠,-0.47,0.0,8
1304,台聚,塑膠,-0.8,-2.37,2068
1305,華夏,塑膠,-1.21,-3.17,2186
1308,亞聚,塑膠,-1.74,-2.41,1099
1312,國喬,塑膠,-2.01,-6.71,33051
1597,直得,工業自動化與機器人,7.27,7.27,7090
2049,上銀,工業自動化與機器人,5.37,1.11,4629
4576,大銀微系統,工業自動化與機器人,3.03,3.25,3520
5443,均豪,工業自動化與機器人,2.27,0.9,2233
1590,亞德客-KY,工業自動化與機器人,1.45,-3.46,289
1583,程泰,工業自動化與機器人,1.45,1.45,10
6215,和椿,工業自動化與機器人,1.23,-0.1,545
6624,萬年清,廠務系統與水處理,3.44,-1.57,1
6894,衛司特,廠務系統與水處理,1.15,-0.7,23
6944,未知,廠務系統與水處理,0.14,-3.2,340
1535,中宇,廠務系統與水處理,0.11,-0.77,22
8936,國統,廠務系統與水處理,0.0,-0.98,880
6803,崑鼎,廠務系統與水處理,-0.18,0.19,13
8473,山林水,廠務系統與水處理,-0.98,-1.3,691
1597,直得,機器人,7.27,7.27,7090
2049,上銀,機器人,5.37,1.11,4629
2308,台達電,機器人,3.69,-2.14,9195
4576,大銀微系統,機器人,3.03,3.25,3520
4583,台灣精銳,機器人,2.49,1.28,60
5443,均豪,機器人,2.27,0.9,2233
4540,全球傳動,機器人,2.18,2.36,2466
1504,東元,機器人,1.69,-1.77,4919
6188,廣明,機器人,1.52,-1.91,342
1590,亞德客-KY,機器人,1.45,-3.46,289
6215,和椿,機器人,1.23,-0.1,545
2359,所羅門,機器人,1.07,-1.39,2839
6125,廣運,機器人,-0.77,1.38,1170
2464,盟立,機器人,-4.95,14.36,54753
2426,鼎元,無塵室與機電工程,10.0,-2.79,62192
5536,聖暉*,無塵室與機電工程,4.41,-3.4,552
2404,漢唐,無塵室與機電工程,3.38,-2.73,1780
6139,亞翔,無塵室與機電工程,3.37,-4.42,2366
8222,寶一,無塵室與機電工程,0.68,-3.9,406
8240,華宏,玻璃,7.74,5.32,1289
5475,德宏,玻璃,4.11,-5.24,5582
6405,悅城,玻璃,2.3,-1.35,650
3149,正達,玻璃,1.85,-5.61,6260
1809,中釉,玻璃,1.75,-2.96,1120
6274,台燿,玻璃,1.49,-5.86,5868
1810,和成,玻璃,1.04,-1.82,2477
1802,台玻,玻璃,0.85,-3.59,20537
