排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2409,友達,光電業,上市,68476,113378
2,2303,聯電,半導體業,上市,13732,79426
3,1326,台化,塑膠工業,上市,4241,74040
4,2887,台新金,金融保險業,上市,196,70816
5,2883,凱基金,金融保險業,上市,7924,65316
6,1301,台塑,塑膠工業,上市,7466,61771
7,2892,第一金,金融保險業,上市,6123,50114
8,5880,合庫金,金融保險業,上市,10783,44285
9,2886,兆豐金,金融保險業,上市,10458,37754
10,1815,富喬,電子零組件業,上櫃,2026,33429
11,2890,永豐金,金融保險業,上市,4692,31276
12,2884,玉山金,金融保險業,上市,16671,30003
13,2885,元大金,金融保險業,上市,15618,29213
14,3481,群創,光電業,上市,16288,28186
15,2880,華南金,金融保險業,上市,3562,24155
16,1717,長興,化學工業,上市,-1119,23467
17,2845,遠東銀,金融保險業,上市,26161,22922
18,2882,國泰金,金融保險業,上市,8173,22877
19,2891,中信金,金融保險業,上市,6662,21055
20,3374,精材,半導體業,上櫃,463,17388
21,2801,彰銀,金融保險業,上市,5440,17106
22,3231,緯創,電腦及週邊設備業,上市,17221,16117
23,2481,強茂,半導體業,上市,18623,14977
24,2618,長榮航,航運業,上市,10554,13305
25,1312,國喬,塑膠工業,上市,-1564,12847
26,2897,王道銀行,金融保險業,上市,3030,12091
27,8150,南茂,半導體業,上市,1044,11719
28,2834,臺企銀,金融保險業,上市,-19648,11390
29,2421,建準,電子零組件業,上市,-184,10626
30,2354,鴻準,其他電子業,上市,824,10374
31,5876,上海商銀,金融保險業,上市,2793,9839
32,2455,全新,通信網路業,上市,2086,9621
33,3324,雙鴻,其他電子業,上櫃,80,9507
34,2881,富邦金,金融保險業,上市,4453,8284
35,2356,英業達,電腦及週邊設備業,上市,471,8044
36,3045,台灣大,通信網路業,上市,4048,7593
37,3706,神達,電腦及週邊設備業,上市,-2990,7426
38,4763,材料-KY,化學工業,上市,-2331,7224
39,2377,微星,電腦及週邊設備業,上市,-1053,6818
40,1314,中石化,塑膠工業,上市,-1571,6745
41,2464,盟立,其他電子業,上市,6709,6481
42,2353,宏碁,電腦及週邊設備業,上市,-4071,6208
43,3019,亞光,光電業,上市,-6438,6195
44,2382,廣達,電腦及週邊設備業,上市,1866,6179
45,3037,欣興,電子零組件業,上市,-858,5885
46,2542,興富發,建材營造業,上市,4303,5824
47,3576,聯合再生,光電業,上市,-853,5411
48,3406,玉晶光,光電業,上市,299,4797
49,1802,台玻,玻璃陶瓷,上市,-5097,4691
50,3141,晶宏,半導體業,上櫃,333,4600
