stock_id,lots
1101,-5028
1102,-394
1103,10
1104,-9
1108,-60
1109,1
1110,20
1201,-39
1203,0
1210,186
1213,0
1215,39
1216,-865
1217,44
1218,24
1219,11
1220,-5
1225,1
1227,-58
1229,-258
1231,-26
1232,13
1233,-1
1234,13
1235,0
1236,5
1240,-1
1256,-29
1259,0
1264,-3
1268,-22
1294,0
1301,-3398
1303,-2940
1304,-550
1305,-457
1307,-117
1308,-249
1309,-73
1310,-636
1312,-4262
1313,-308
1314,-1865
1315,0
1316,-520
1319,367
1321,-3
1323,0
1324,-1
1325,-34
1326,-2764
1336,-7
1337,-34
1338,0
1339,7
1340,17
1341,0
1342,3
1402,265
1409,-1518
1410,-4
1413,0
1414,-27
1416,11
1417,-10
1418,0
1419,3
1423,0
1432,-14
1434,-144
1435,3
1436,7
1437,3
1438,0
1439,0
1440,-1126
1441,-2
1442,30
1443,0
1444,-339
1445,0
1446,-1
1447,-321
1449,-29
1451,-1
1452,2
1453,-1
1454,-1
1455,-185
1456,0
1457,3
1459,28
1460,28
1463,0
1464,10
1465,-8
1466,10
1467,18
1468,0
1470,0
1471,20
1472,0
1473,0
1474,0
1475,0
1476,-129
1477,-52
1503,446
1504,569
1506,-9
1512,-1
1513,349
1514,237
1515,-101
1516,0
1517,5
1519,315
1521,0
1522,-43
1524,-23
1525,0
1526,4
1527,-1
1528,162
1529,-136
1530,-1
1531,21
1532,4
1533,-19
1535,-1
1536,-181
1537,-68
1538,0
1539,-2
1540,15
1541,0
1558,18
1560,-558
1565,-12
1568,27
1569,147
1570,-1
1580,-37
1582,41
1583,0
1584,-118
1586,2
1587,4
1590,6
1591,-6
1593,0
1595,-134
1597,464
1598,24
1599,-2
1603,-21
1604,41
1605,-180
1608,-270
1609,242
1611,-50
1612,53
1614,4
1615,1
1616,-13
1617,-35
1618,27
1626,-1
1702,-6
1707,-26
1708,-145
1709,912
1710,-997
1711,507
1712,-9
1713,-99
1714,-1347
1717,-4566
1718,144
1720,-29
1721,34
1722,-408
1723,-328
1725,2
1726,0
1727,298
1730,-1
1731,-10
1732,-5
1733,38
1734,-15
1735,1
1736,25
1737,-26
1742,0
1752,2
1760,-24
1762,-6
1773,-42
1776,0
1777,21
1781,0
1783,-25
1784,-1
1785,318
1786,48
1788,-1
1789,33
1795,-101
1796,0
1799,-9
1802,-1062
1805,0
1806,11
1808,-901
1809,53
1810,-71
1813,0
1815,-2042
1817,0
1903,-2
1904,-107
1905,-537
1906,0
1907,-100
1909,-1022
2002,2419
2006,-369
2007,9
2008,0
2009,-279
2010,-168
2012,-8
2013,0
2014,-288
2015,21
2017,58
2020,5
2022,-10
2023,210
2024,0
2025,1
2027,-1515
2028,8
2029,-41
2030,216
2031,-175
2032,58
2033,10
2034,1321
2035,0
2038,18
2049,975
2059,11
2061,73
2062,14
2063,-19
2064,0
2065,0
2066,-1
2067,0
2069,2
2070,-144
2073,0
2101,-64
2102,-8
2103,-66
2104,-609
2105,263
2106,-30
2107,3
2108,-184
2114,-1
2115,-1
2201,-2279
2204,-131
2206,25
2207,162
2208,-569
2211,-84
2221,-765
2227,-3
2228,-23
2230,7
2231,-26
2233,31
2235,0
2236,-15
2239,0
2241,76
2243,22
2247,7
2248,-8
2250,1
2301,3909
2302,369
2303,33632
2305,-899
2308,1277
2312,5157
2313,4860
2314,4
2316,-305
2317,26612
2321,0
2323,-1460
2324,65675
2327,23035
2328,170
2329,184
2330,1668
2331,199
2332,666
2337,1207
2338,-73
2340,292
2342,-95
2344,-295
2345,-161
2347,216
2348,92
2349,-203
2351,-23
2352,2860
2353,13067
2354,1471
2355,246
2356,12467
2357,2197
2359,179
2360,-180
2362,975
2363,478
2364,84
2365,-68
2367,626
2368,-1769
2369,423
2371,160
2373,-1
2374,-86
2375,302
2376,2005
2377,12022
2379,45
2380,2
2382,8695
2383,-116
2385,1071
2387,-49
2388,5256
2390,-26
2392,-12
2393,-96
2395,668
2397,-11
2399,-767
2401,538
2402,-165
2404,33
2405,16
2406,299
2408,133
2409,-22865
2412,70
2413,785
2414,8
2417,15
2419,-341
2420,-40
2421,52
2423,-8
2424,0
2425,306
2426,11200
2427,62
2428,966
2429,2
2430,6
2431,5
2433,0
2434,-145
2436,38
2438,-177
2439,-227
2440,1
2441,183
2442,-1207
2444,4
2449,-4535
2450,-10
2451,-1400
2453,1
2454,416
2455,170
2457,22
2458,-329
2459,-4
2460,27
2461,91
2462,15
2464,-5058
2465,-201
2466,7
2467,-60
2468,55
2471,14
2472,907
2474,436
2476,-449
2477,-10
2478,2748
2480,0
2481,-13384
2482,18
2483,-6
2484,-204
2485,166
2486,-1514
2488,0
2489,-763
2491,-472
2492,12781
2493,62
2495,228
2496,-1
2497,-36
2498,-2458
2501,-169
2504,-388
2505,27
2506,-1
2509,-10
2511,382
2514,-8
2515,714
2516,19
2520,398
2524,6
2527,-18
2528,49
2530,496
2534,2
2535,-9
2536,47
2537,-29
2538,-39
2539,-17
2540,-5
2542,-194
2543,6
2545,46
2546,19
2547,-22
2548,15
2596,-6
2597,2
2601,243
2603,-7119
2605,83
2606,-1272
2607,51
2608,-66
2609,920
2610,-1781
2611,-14
2612,-119
2613,43
2614,-5
2615,-914
2616,-8
2617,43
2618,-2137
2630,79
2633,-195
2634,729
2636,-34
2637,-740
2640,-1
2641,-501
2642,-1
2643,0
2645,-101
2646,-737
2701,0
2702,0
2704,3
2705,2
2706,-3
2707,5
2712,0
2718,-4
2719,0
2722,0
2723,12
2724,0
2726,0
2727,-18
2729,-1
2731,13
2732,-1
2734,0
2736,-3
2739,1
2740,0
2743,-1
2745,-14
2748,7
2751,0
2752,-1
2753,-24
2754,0
2755,-52
2756,0
2762,-1
2801,-1866
2812,-1957
2816,38
2820,234
2832,-15
2834,-13451
2836,-69
2838,-19
2845,1312
2849,72
2850,-42
2851,-550
2852,-81
2855,186
2880,3515
2881,3632
2882,1726
2883,11692
2884,9903
2885,8473
2886,-3620
2887,1570
2889,41
2890,1137
2891,5656
2892,7681
2897,-835
2901,0
2903,-26
2904,-2
2905,22
2906,-4
2908,34
2910,0
2911,19
2912,-273
2913,-200
2915,132
2916,-1
2923,28
2924,0
2926,0
2929,27
2937,0
2939,0
2941,0
2945,0
2947,0
2948,0
2949,0
3002,10
3003,-98
3004,-239
3005,77
3006,-4413
3008,-67
3010,-20
3011,37
3013,128
3014,-436
3015,28
3016,59
3017,1011
3018,-2
3019,-1212
3021,162
3022,2153
3023,170
3024,-207
3025,-5
3026,2007
3027,14
3028,-119
3029,155
3030,-1234
3031,36
3032,-37
3033,-547
3034,-358
3035,-53
3036,-2057
3037,-1418
3038,-26
3040,-2
3041,14
3042,-1186
3043,-7
3044,-303
3045,756
3046,-31
3047,50
3048,238
3049,535
3050,5
3051,-28
3052,-158
3054,-2
3055,-631
3056,-6
3057,-2
3058,-92
3059,110
3060,56
3062,70
3066,143
3067,0
3071,-63
3073,7
3078,-214
3081,129
3083,-15
3085,0
3086,-4
3088,649
3090,4724
3092,2
3093,-49
3094,4570
3095,0
3105,-3189
3114,84
3115,0
3118,-1
3122,-2
3128,-15
3130,-1
3131,-53
3138,24
3141,-327
3147,126
3149,353
3152,15
3162,-299
3163,371
3164,-1
3167,739
3168,0
3169,15
3171,-1
3176,-15
3178,7
3188,39
3189,1655
3191,0
3205,-25
3206,11
3207,-2
3209,-364
3211,-159
3213,-192
3217,-133
3218,-28
3219,52
3221,329
3224,-33
3226,0
3227,-103
3228,69
3229,11
3230,-11
3231,22937
3232,0
3234,-543
3236,752
3252,0
3257,-25
3259,-14
3260,-1084
3264,-461
3265,-18
3266,0
3268,-5
3272,-7
3276,0
3284,22
3285,0
3287,-4
3288,-1
3289,83
3290,-69
3293,-100
3294,-26
3296,2
3297,-3
3303,-24
3305,88
3306,10
3308,-4
3310,0
3311,-2
3312,30
3313,0
3317,170
3321,-8
3322,-10
3323,13
3324,471
3325,-7
3332,0
3338,83
3339,278
3346,-28
3349,0
3354,-69
3356,-30
3357,290
3360,-32
3362,298
3363,-886
3372,-81
3373,3
3374,1360
3376,49
3379,-16
3380,633
3388,69
3390,-9
3402,-7
3406,64
3413,-71
3416,35
3419,-32
3430,21
3432,0
3434,2
3437,153
3438,-35
3441,505
3443,-6
3444,63
3447,4
3450,-113
3455,-51
3465,0
3466,-4
3479,83
3481,-15066
3483,51
3484,-59
3489,0
3490,28
3491,380
3492,0
3494,2
3498,-492
3499,16
3501,-13
3504,261
3508,-6
3511,-1
3512,-7
3515,75
3516,11
3518,-165
3520,2
3521,0
3522,0
3523,0
3526,13
3527,-1
3528,4
3529,-82
3530,-6
3531,0
3532,602
3533,58
3535,27
3537,227
3540,-13
3541,0
3543,-273
3545,-56
3546,3
3548,20
3550,13
3551,82
3552,-4
3555,4
3556,-320
3557,0
3558,2
3563,-9
3564,-256
3567,-1
3570,0
3576,-455
3577,12
3580,-19
3581,4
3583,-820
3587,36
3588,-7
3591,170
3592,-16
3593,0
3594,12
3596,52
3597,0
3605,80
3607,-14
3609,26
3611,-10
3615,75
3617,69
3622,-119
3623,-1
3624,3958
3625,-22
3628,4
3629,0
3630,-268
3631,2
3632,0
3645,-87
3646,-1
3652,5
3653,11
3661,144
3663,82
3664,-7
3665,9
3666,0
3669,0
3672,-1
3673,-33
3675,-19
3679,-48
3680,-36
3684,0
3685,90
3686,-4
3687,-10
3689,-74
3691,-30
3693,230
3694,-39
3701,270
3702,888
3703,2
3704,-333
3705,13
3706,-1029
3707,344
3708,-31
3709,-81
3710,-13
3711,-4087
3712,-2
3713,0
3714,9345
3715,-849
3716,-248
4102,-1
4104,3
4105,-331
4106,-20
4107,-6
4108,-1
4109,-14
4111,-1
4113,-6
4114,-13
4116,0
4119,-22
4120,0
4121,0
4123,-368
4126,-1
4127,-433
4128,-67
4129,-17
4131,0
4133,8
4137,-43
4138,2
4139,0
4142,-135
4147,49
4148,0
4153,0
4155,-6
4157,-7
4160,-2
4161,0
4162,-25
4163,-9
4164,32
4167,-153
4168,-43
4171,-11
4173,-16
4174,60
4175,-1
4183,0
4188,13
4190,-1
4192,0
4198,0
4205,-1
4207,-1
4303,-110
4304,-1
4305,0
4306,1
4401,0
4402,-1
4413,0
4414,20
4416,87
4417,-1
4419,0
4420,0
4426,2
4430,0
4432,0
4433,-1
4438,0
4439,0
4440,0
4442,0
4502,0
4503,9
4506,0
4510,-609
4513,2
4523,-19
4526,-1408
4527,0
4528,-1
4529,0
4530,0
4532,43
4533,-74
4534,173
4535,0
4536,1
4538,0
4540,26
4541,-433
4542,-4
4543,-8
4545,-1
4549,1
4550,0
4551,12
4552,-61
4554,-1
4555,11
4556,107
4557,-1
4558,0
4560,-31
4561,23
4562,16
4563,-30
4564,-103
4566,-43
4568,0
4569,-22
4571,8
4572,0
4576,117
4577,-173
4580,-3
4581,0
4583,9
4584,0
4588,2
4609,0
4702,-37
4706,37
4707,-78
4711,-8
4714,-87
4716,-15
4720,-8
4721,-68
4722,-5
4726,-19
4728,0
4729,-1
4735,-5
4736,-29
4737,9
4739,-5
4741,4
4743,-167
4744,-8
4745,0
4746,-422
4747,-1
4749,45
4754,0
4755,-12
4760,6
4763,999
4764,117
4766,0
4767,0
4768,46
4770,269
4771,-7
4772,-6
4806,0
4807,-10
4903,-162
4904,357
4905,-1
4906,1411
4907,1
4908,146
4909,-14
4911,0
4912,107
4915,397
4916,-30
4919,643
4923,14
4924,16
4927,132
4930,-1
4931,22
4933,-1
4934,-27
4935,-8
4938,8112
4939,781
4942,-1
4943,-40
4946,-1
4949,-51
4950,0
4951,25
4952,6
4953,-3
4956,809
4958,-7219
4960,87
4961,-13
4966,64
4967,533
4968,17
4971,-457
4972,-1
4973,96
4974,44
4976,-32
4977,238
4979,2837
4989,-155
4991,186
4994,0
4995,-1
4999,-1
5007,0
5009,-616
5011,-20
5013,0
5014,-14
5015,0
5016,0
5201,1
5202,-3
5203,-6
5205,0
5206,30
5209,-21
5210,4
5211,-1
5212,0
5213,2
5215,-1
5220,0
5222,-19
5223,0
5225,-556
5227,-37
5228,114
5230,-11
5234,-32
5236,6
5243,128
5244,15
5245,-4
5251,0
5258,7
5263,80
5269,-118
5272,-17
5274,-27
5276,0
5278,-13
5283,-7
5284,-87
5285,-106
5287,-12
5288,1
5289,-141
5291,-177
5292,-2
5299,31
5301,0
5302,-60
5306,-56
5309,73
5310,0
5312,-1
5314,703
5315,-78
5321,16
5324,0
5328,230
5340,35
5344,0
5345,0
5347,547
5348,0
5351,-113
5353,-1
5355,0
5356,-1
5364,-15
5381,-39
5386,-99
5388,-628
5392,-146
5398,-1
5403,0
5410,-1
5425,642
5426,39
5432,25
5434,-34
5438,-2
5439,-241
5443,118
5450,4
5452,24
5455,0
5457,-12
5460,0
5464,-3
5465,-5
5468,0
5469,14
5471,338
5474,1
5475,8
5478,-15
5481,-1
5483,3493
5484,-16
5487,-1
5488,14
5489,-7
5490,-166
5493,-7
5498,17
5508,67
5511,-42
5512,24
5514,0
5515,-123
5516,0
5519,-12
5520,0
5521,-173
5522,0
5523,0
5525,8
5529,21
5530,20
5531,-99
5533,0
5534,-3
5536,113
5538,0
5543,0
5546,-1
5548,0
5601,0
5603,-25
5604,0
5607,269
5608,-2127
5609,-5
5701,1
5704,-2
5706,-3
5864,250
5871,-1569
5876,1847
5878,0
5880,3690
5902,0
5903,-1
5904,491
5905,-112
5906,0
5907,13
6005,346
6015,-130
6016,1165
6020,0
6021,21
6023,65
6024,10
6026,20
6101,-17
6103,-2
6104,56
6108,-139
6109,-9
6111,17
6112,181
6113,10
6114,0
6115,29
6116,17
6117,-20
6118,13
6120,-951
6121,-40
6122,-26
6123,-1
6124,4
6125,-113
6126,-12
6127,793
6128,-8
6130,-23
6133,-23
6134,39
6136,15
6138,26
6139,-80
6140,-6
6141,-58
6142,44
6143,-93
6144,0
6146,-255
6147,-13785
6148,49
6150,-5
6151,-11
6152,10
6153,459
6154,-1
6155,149
6156,7
6158,1
6160,-1
6161,-7
6163,88
6164,-35
6165,-27
6166,699
6167,-30
6168,-573
6169,-1
6170,10
6171,0
6173,272
6174,42
6175,385
6176,348
6177,439
6179,-97
6180,166
6182,5170
6183,-1
6184,-92
6185,-4
6186,-115
6187,-218
6188,89
6189,54
6190,-102
6191,154
6192,-28
6194,0
6195,-1
6196,-4
6197,125
6198,0
6199,23
6201,0
6202,247
6203,1
6204,59
6205,15
6206,312
6207,530
6208,-29
6209,425
6210,0
6212,0
6213,-969
6214,656
6215,-61
6216,-19
6217,-1029
6218,-80
6219,31
6220,-9
6221,-7
6222,0
6223,29
6224,532
6225,7
6226,183
6227,-44
6228,0
6229,1
6230,3
6231,19
6233,-27
6234,1
6235,16
6237,-39
6239,-1868
6240,-39
6241,-2
6242,0
6243,21
6244,177
6245,60
6246,-1
6248,-7
6257,-1709
6259,115
6261,-139
6263,-12
6264,0
6265,-404
6266,-45
6269,40
6270,7
6271,5666
6274,-152
6275,23
6276,-1
6277,13
6278,684
6279,-163
6281,-9
6282,378
6283,8
6284,342
6285,798
6290,2802
6291,-316
6292,31
6294,0
6405,-87
6409,-57
6411,15
6412,-97
6414,328
6415,322
6416,174
6417,4
6418,6
6419,42
6425,8
6426,19
6431,21
6432,62
6435,75
6438,-8
6441,0
6442,-488
6443,437
6446,-781
6449,475
6451,-41
6456,57
6462,98
6464,1
6465,-12
6469,-1
6470,-1
6472,13
6477,-90
6482,0
6485,42
6486,-36
6488,1714
6491,9
6492,-5
6494,7
6496,0
6499,-8
6504,-1
6505,657
6506,3
6508,-1
6509,-140
6510,-114
6512,0
6515,-61
6516,-5
6517,182
6523,-1
6525,-46
6526,-1
6527,0
6530,-103
6531,-479
6532,-86
6533,-131
6535,31
6538,1614
6541,-20
6542,0
6546,16
6547,-553
6548,825
6550,-128
6552,-4
6556,0
6558,-1
6560,0
6561,-5
6568,-5
6569,0
6570,2
6573,3
6574,-1
6576,-7
6577,-3
6578,2
6579,216
6581,0
6582,0
6584,-28
6585,-5
6588,131
6589,-37
6590,-1
6591,4
6592,-27
6593,-30
6596,10
6598,14
6603,-56
6605,54
6606,6
6609,-9
6612,0
6613,-39
6615,-1
6616,0
6617,41
6624,0
6625,-21
6629,0
6637,-1
6640,-44
6641,0
6642,36
6643,-33
6649,0
6651,-3
6654,29
6655,0
6657,-18
6658,10
6661,0
6662,0
6664,-242
6666,0
6667,192
6668,-134
6669,-500
6670,11
6671,0
6672,2580
6674,-1
6679,-110
6680,0
6683,-301
6684,4
6689,8
6690,-14
6691,-50
6692,0
6693,-394
6695,44
6697,0
6698,-5
6703,1
6706,81
6708,0
6712,44
6715,1
6716,-389
6719,98
6720,0
6721,-32
6727,-74
6728,-1
6732,-13
6733,-4
6735,8
6739,15
6741,27
6742,-21
6743,65
6751,0
6752,-1
6753,-182
6754,0
6756,11
6757,-38
6761,4
6762,0
6763,2
6767,0
6768,-3
6770,-15856
6776,-3
6781,83
6782,-31
6785,1
6788,-101
6789,-46
6790,2
6791,0
6792,0
6796,-2
6799,-16
6803,-2
6804,0
6805,47
6807,0
6811,-2
6821,26
6823,1
6829,-9
6830,-27
6834,1114
6835,-1
6838,81
6840,26
6841,27
6843,0
6844,-3
6846,0
6855,0
6856,0
6859,3
6861,-14
6862,10
6863,-4
6865,0
6869,-85
6870,1
6872,-23
6873,-1
6874,-21
6875,-5
6877,-2
6881,0
6885,39
6887,0
6890,0
6894,-4
6895,-2
6899,0
6901,-122
6903,5
6904,0
6906,-40
6913,-128
6914,-38
6916,0
6919,-1850
6922,31
6923,0
6928,12
6929,0
6931,0
6933,30
6937,2
6952,0
6953,0
6957,0
6958,0
6962,50
6965,0
6967,-8
6968,-1
6982,-1
6994,-87
6996,6
6997,0
7402,-11
7556,-1
7584,0
7703,-5
7704,-4
7705,-23
7708,0
7709,99
7712,14
7713,0
7714,-4
7715,-2
7718,0
7722,0
7728,-10
7732,0
7734,49
7736,0
8011,-72
8016,8
8021,117
8024,-1
8027,-29
8028,-103
8032,-4
8033,-331
8034,-4
8038,7
8039,-3130
8040,-187
8042,3579
8043,316
8044,-14
8045,-80
8046,1074
8047,0
8048,-6
8049,-9
8050,366
8054,59
8059,-1
8064,2490
8066,-1
8067,0
8068,2
8069,-552
