排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,造紙,1.17,71.43,5/7,0.87,1.22,-0.0,-0.0
2,航運,-0.48,46.67,7/15,-0.6,6.92,-22.22,-80.66
3,金融,-0.45,31.58,6/19,-13.66,-38.83,0.12,2.65
4,塑膠,-0.67,27.78,5/18,-13.66,-38.82,0.12,2.65
5,紡織,-0.74,20.0,4/20,-4.1,-18.89,6.35,19.96
6,被動元件,-2.88,15.79,3/19,-172.13,-334.62,65.26,112.92
7,記憶體模組,-4.76,14.29,1/7,-1.97,44.29,-6.61,-45.42
8,低軌衛星,-4.01,14.29,1/7,-7.78,37.53,-0.57,-19.15
9,光學元件或組裝,-4.64,13.33,2/15,25.97,7.55,7.82,7.02
10,鋼鐵,-0.93,13.33,2/15,7.33,5.48,-3.61,-10.93
11,化學,-2.47,10.0,2/20,-24.07,-74.29,7.11,22.72
12,軟體設計,-2.07,6.67,1/15,0.75,4.74,-0.01,-0.03
13,玻璃,-4.77,6.67,1/15,-18.25,-52.59,9.86,25.91
14,網通設備組件,-5.22,5.0,1/20,-163.0,-386.45,28.69,103.64
15,軍工_航太製造與維修,-2.48,0.0,0/6,-0.23,2.33,-0.01,-0.01
16,銀,-2.76,0.0,0/4,-48.3,-191.47,68.63,91.98
17,軍工_無人機相關,-3.97,0.0,0/9,-87.99,-245.47,17.41,76.56
18,記憶體製造,-7.55,0.0,0/4,-15.25,-94.03,2.39,-4.37
19,銅,-4.75,0.0,0/10,21.97,2.33,12.41,51.61
20,記憶體控制IC,-4.12,0.0,0/5,1.13,-2.24,-0.02,0.03
21,記憶體封裝與測試,-6.31,0.0,0/4,9.23,34.41,-10.0,-38.53
22,電器電纜,-4.08,0.0,0/10,-0.38,-12.66,0.31,2.72
23,BBU_電池模組,-5.18,0.0,0/7,-3.08,14.55,-1.2,-7.16
24,BBU_電源供應器與整合,-5.74,0.0,0/5,-155.47,-172.28,-5.65,19.18
25,無塵室與機電工程,-3.9,0.0,0/5,8.65,-4.88,0.55,-9.14
26,機器人,-5.31,0.0,0/14,-153.47,-174.71,-5.56,19.69
27,廠務系統與水處理,-3.38,0.0,0/7,2.13,0.82,-0.0,-0.01
28,工業自動化與機器人,-5.44,0.0,0/7,1.02,2.63,-0.05,0.4
29,半導體設備,-4.74,0.0,0/7,-7.23,-8.3,3.14,8.66
30,TPU_散熱,-8.02,0.0,0/4,-46.56,-50.48,-6.77,-7.47
31,TPU_光通訊與連接器,-8.57,0.0,0/4,-29.37,-34.82,-2.08,-18.25
32,TPU_伺服器主板與印刷電路板,-5.25,0.0,0/5,-5.87,-31.22,12.66,64.76
33,PCB,-5.86,0.0,0/15,13.68,73.9,15.39,82.73
34,IC設計,-5.62,0.0,0/13,-71.57,-246.99,17.65,73.1
35,CPO_光通訊,-9.73,0.0,0/6,-22.78,-31.66,-11.27,-18.11
36,CPO_先進封裝測試,-6.04,0.0,0/5,-16.35,-55.81,0.77,5.77
37,電池或電源,-4.94,0.0,0/20,-159.86,-169.65,-8.37,9.07
