股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1316,上曜,2026-06-10,10.5,11.0,4.76%,14804,3079,4.81
2537,聯上發,2026-06-10,10.1,11.1,9.9%,9551,1667,5.73
2547,日勝生,2026-06-10,10.9,11.15,2.29%,25092,5042,4.98
2614,東森,2026-06-10,18.95,19.4,2.37%,5067,1197,4.23
2913,農林,2026-06-10,10.95,11.45,4.57%,12436,3149,3.95
3022,威強電,2026-06-10,86.9,85.0,-2.19%,6124,1989,3.08
3042,晶技,2026-06-10,230.0,214.0,-6.96%,91570,30179,3.03
3290,東浦,2026-06-10,54.1,57.9,7.02%,6107,1798,3.4
3406,玉晶光,2026-06-10,724.0,677.0,-6.49%,12773,3829,3.34
3550,聯穎,2026-06-10,28.2,28.45,0.89%,19668,4916,4.0
3630,新鉅科,2026-06-10,32.0,30.4,-5.0%,12044,2324,5.18
4542,科嶠,2026-06-10,374.0,327.0,-12.57%,7992,1811,4.41
4721,美琪瑪,2026-06-10,94.0,93.5,-0.53%,5928,1715,3.46
4741,泓瀚,2026-06-10,80.7,80.9,0.25%,5334,1640,3.25
4976,佳凌,2026-06-10,35.45,33.8,-4.65%,9873,2082,4.74
5522,遠雄,2026-06-10,75.5,82.2,8.87%,5246,1318,3.98
5534,長虹,2026-06-10,77.5,83.5,7.74%,7398,1678,4.41
6104,創惟,2026-06-10,102.5,100.0,-2.44%,7671,2406,3.19
6153,嘉聯益,2026-06-10,20.8,20.75,-0.24%,52166,9948,5.24
6270,倍微,2026-06-10,42.4,36.7,-13.44%,18348,2294,8.0
8027,鈦昇,2026-06-10,249.0,228.5,-8.23%,23981,5866,4.09
8071,能率網通,2026-06-10,23.3,22.7,-2.58%,11200,3434,3.26
8182,加高,2026-06-10,51.8,49.6,-4.25%,20803,5131,4.05
2542,興富發,2026-06-10,43.2,45.45,5.21%,60906,17225,3.54
3357,臺慶科,2026-06-10,295.0,295.5,0.17%,33922,10881,3.12
2520,冠德,2026-06-10,32.35,35.6,10.05%,9908,1996,4.96
2478,大毅,2026-06-10,164.0,170.0,3.66%,27954,9234,3.03
1449,佳和,2026-06-10,16.55,14.75,-10.88%,19191,2747,6.98
1618,合機,2026-06-10,46.45,43.4,-6.57%,6713,2186,3.07
1709,和益,2026-06-10,20.6,21.15,2.67%,5010,1480,3.39
1714,和桐,2026-06-10,14.25,13.1,-8.07%,110513,17696,6.24
2348,海悅,2026-06-10,71.0,78.1,10.0%,5909,716,8.25
2413,環科,2026-06-10,55.1,59.6,8.17%,21280,6715,3.17
2501,國建,2026-06-10,24.4,26.6,9.02%,21728,4483,4.85
2457,飛宏,2026-06-10,30.05,29.5,-1.83%,34043,7518,4.53
2461,光群雷,2026-06-10,19.2,19.45,1.3%,8279,2708,3.06
8422,可寧衛,2026-06-10,31.5,30.25,-3.97%,91841,15309,6.0
2484,希華,2026-06-10,60.6,58.1,-4.13%,99701,30774,3.24
2483,百容,2026-06-10,32.4,31.5,-2.78%,10201,3132,3.26
6148,驊宏資,2026-06-09,38.55,34.5,-10.51%,8497,1770,4.8
5381,合正,2026-06-09,35.0,34.05,-2.71%,15049,3629,4.15
2867,三商壽,2026-06-09,7.97,8.16,2.38%,43361,14337,3.02
2483,百容,2026-06-09,36.75,31.5,-14.29%,18955,2661,7.12
3022,威強電,2026-06-09,81.4,85.0,4.42%,10943,1745,6.27
4939,亞電,2026-06-09,66.0,60.1,-8.94%,68577,14151,4.85
2836,高雄銀,2026-06-09,11.9,12.25,2.94%,10637,2178,4.88
2461,光群雷,2026-06-09,21.0,19.45,-7.38%,7644,2337,3.27
6901,鑽石投資,2026-06-09,15.85,16.1,1.58%,14410,3208,4.49
2468,華經,2026-06-09,44.95,41.25,-8.23%,17269,2858,6.04
6112,邁達特,2026-06-09,51.3,47.6,-7.21%,7175,2048,3.5
3520,華盈,2026-06-09,18.75,17.75,-5.33%,7621,1163,6.55
1455,集盛,2026-06-09,10.05,9.85,-1.99%,6371,1543,4.13
6153,嘉聯益,2026-06-09,21.0,20.75,-1.19%,32136,7606,4.23
3376,新日興,2026-06-09,241.5,211.5,-12.42%,34181,9783,3.49
2547,日勝生,2026-06-09,11.0,11.15,1.36%,18281,3964,4.61
3290,東浦,2026-06-09,51.1,57.9,13.31%,5194,1514,3.43
3093,港建*,2026-06-09,66.0,60.6,-8.18%,10047,3093,3.25
6153,嘉聯益,2026-06-08,16.9,20.75,22.78%,23126,6272,3.69
6155,鈞寶,2026-06-08,72.3,76.5,5.81%,63979,14815,4.32
3093,港建*,2026-06-08,57.7,60.6,5.03%,10055,2665,3.77
6270,倍微,2026-06-08,32.75,36.7,12.06%,7844,1308,5.99
6409,旭隼,2026-06-08,928.0,855.0,-7.87%,7075,1521,4.65
6763,綠界科技*,2026-06-08,49.8,47.85,-3.92%,5422,1087,4.99
6901,鑽石投資,2026-06-08,13.7,16.1,17.52%,7754,2550,3.04
1449,佳和,2026-06-08,13.55,14.75,8.86%,6598,1924,3.43
6890,來億-KY,2026-06-08,222.5,280.0,25.84%,5514,1822,3.03
2483,百容,2026-06-08,27.45,31.5,14.75%,10875,1809,6.01
6148,驊宏資,2026-06-08,31.95,34.5,7.98%,7546,1359,5.55
6112,邁達特,2026-06-08,45.0,47.6,5.78%,6082,1732,3.51
1810,和成,2026-06-08,20.35,21.1,3.69%,15995,5198,3.08
5530,龍巖,2026-06-08,54.3,49.4,-9.02%,9123,1856,4.91
3114,好德,2026-06-08,40.25,41.5,3.11%,11446,1918,5.97
5426,振發,2026-06-08,27.5,32.45,18.0%,26128,2335,11.19
5381,合正,2026-06-08,28.0,34.05,21.61%,12219,2931,4.17
5202,力新,2026-06-08,14.85,15.35,3.37%,5518,914,6.03
3022,威強電,2026-06-08,76.8,85.0,10.68%,5214,1249,4.17
2461,光群雷,2026-06-08,17.6,19.45,10.51%,11609,1971,5.89
3520,華盈,2026-06-08,16.5,17.75,7.58%,8679,792,10.95
2468,華經,2026-06-08,38.85,41.25,6.18%,10941,2009,5.44
3376,新日興,2026-06-08,223.0,211.5,-5.16%,34983,8228,4.25
1342,八貫,2026-06-08,101.5,108.0,6.4%,5868,680,8.62
4939,亞電,2026-06-08,55.0,60.1,9.27%,37566,10897,3.45
