股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
1905,華紙,2026-06-17,15.55,15.55,0.0%,37075,9476,3.91
5011,久陽,2026-06-17,21.15,20.6,-2.6%,5265,1465,3.59
3360,尚立,2026-06-17,15.3,16.6,8.5%,7845,976,8.04
3362,先進光,2026-06-17,197.0,207.5,5.33%,22345,6394,3.49
3504,揚明光,2026-06-17,89.5,86.5,-3.35%,15344,3597,4.27
1907,永豐餘,2026-06-17,28.15,27.5,-2.31%,12935,2609,4.96
3630,新鉅科,2026-06-17,33.9,35.3,4.13%,26662,4194,6.36
4976,佳凌,2026-06-17,38.05,41.7,9.59%,27817,3782,7.35
6180,橘子,2026-06-17,49.8,50.4,1.2%,5123,1605,3.19
3026,禾伸堂,2026-06-17,830.0,896.0,7.95%,15854,3711,4.27
6182,合晶,2026-06-17,107.0,114.0,6.54%,172355,31985,5.39
6209,今國光,2026-06-17,95.5,95.7,0.21%,95741,27670,3.46
6517,保勝光學,2026-06-17,76.0,78.6,3.42%,11257,2049,5.49
6668,中揚光,2026-06-17,45.5,46.15,1.43%,12881,1693,7.61
6757,台灣虎航,2026-06-17,56.2,59.1,5.16%,17890,4585,3.9
8042,金山電,2026-06-17,189.5,195.5,3.17%,19754,4369,4.52
3094,聯傑,2026-06-17,36.95,39.0,5.55%,14212,3109,4.57
3532,台勝科,2026-06-17,387.0,395.5,2.2%,15391,3752,4.1
2105,正新,2026-06-17,29.55,29.7,0.51%,86620,25705,3.37
2305,全友,2026-06-17,30.0,30.6,2.0%,27643,9177,3.01
2332,友訊,2026-06-17,17.45,18.25,4.58%,35055,9208,3.81
2342,茂矽,2026-06-17,48.8,50.2,2.87%,50499,11411,4.43
2399,映泰,2026-06-17,54.0,51.9,-3.89%,46197,12501,3.7
2425,承啟,2026-06-17,40.5,41.25,1.85%,11249,2294,4.9
3026,禾伸堂,2026-06-16,882.0,896.0,1.59%,19549,3080,6.35
3016,嘉晶,2026-06-16,125.5,122.5,-2.39%,29035,9476,3.06
6517,保勝光學,2026-06-16,70.2,78.6,11.97%,6237,1512,4.12
2340,台亞,2026-06-16,37.3,38.5,3.22%,27123,8740,3.1
6449,鈺邦,2026-06-16,455.5,445.0,-2.31%,5532,955,5.79
6259,百徽,2026-06-16,32.0,32.6,1.88%,5902,1413,4.18
6189,豐藝,2026-06-16,57.9,54.4,-6.04%,13177,3439,3.83
6173,信昌電,2026-06-16,309.5,300.5,-2.91%,33270,6289,5.29
6156,松上,2026-06-16,23.75,23.35,-1.68%,5781,1370,4.22
6153,嘉聯益,2026-06-16,25.0,24.4,-2.4%,48271,14874,3.25
5471,松翰,2026-06-16,58.5,62.6,7.01%,16347,4986,3.28
2504,國產,2026-06-16,36.75,33.8,-8.03%,12208,3779,3.23
3630,新鉅科,2026-06-16,30.6,35.3,15.36%,8920,2922,3.05
3236,千如,2026-06-16,72.0,67.1,-6.81%,34110,10879,3.14
2606,裕民,2026-06-16,63.1,62.2,-1.43%,22777,7313,3.11
2527,宏璟,2026-06-16,40.3,38.9,-3.47%,5496,828,6.63
5457,宣德,2026-06-16,39.1,36.75,-6.01%,11286,1779,6.34
8042,金山電,2026-06-16,196.5,195.5,-0.51%,27538,3475,7.92
4721,美琪瑪,2026-06-16,106.0,98.1,-7.45%,10824,2359,4.59
2425,承啟,2026-06-16,38.8,41.25,6.31%,8114,1749,4.64
5302,太欣,2026-06-16,11.65,12.5,7.3%,6643,1190,5.58
6202,盛群,2026-06-15,59.4,65.4,10.1%,22672,5118,4.43
2483,百容,2026-06-15,40.0,36.05,-9.88%,17828,4387,4.06
2385,群光,2026-06-15,131.0,115.0,-12.21%,24020,5407,4.44
2537,聯上發,2026-06-15,11.4,12.0,5.26%,9217,2854,3.23
3303,岱稜,2026-06-15,61.6,60.3,-2.11%,11583,1191,9.72
3236,千如,2026-06-15,64.8,67.1,3.55%,38997,9743,4.0
6834,天二科技,2026-06-15,89.1,92.4,3.7%,13199,4102,3.22
5457,宣德,2026-06-15,39.1,36.75,-6.01%,5577,1354,4.12
