排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,1.62,100.0,5/5,11.25,118.33,4.41,-8.15
2,被動元件,5.66,94.74,18/19,-95.8,-64.36,23.35,56.52
3,PCB,3.1,93.33,14/15,79.77,215.94,-1.06,12.54
4,銅,2.5,90.0,9/10,50.65,185.32,5.89,15.14
5,玻璃,1.8,80.0,12/15,1.73,95.33,16.46,31.66
6,無塵室與機電工程,2.82,80.0,4/5,-28.92,-36.16,19.29,12.07
7,記憶體控制IC,0.51,80.0,4/5,0.91,1.08,0.15,0.16
8,化學,1.9,75.0,15/20,34.39,83.69,2.11,7.02
9,銀,3.36,75.0,3/4,-64.26,28.22,29.03,68.87
10,金融,1.05,73.68,14/19,31.41,80.91,0.06,0.63
11,塑膠,1.07,72.22,13/18,31.41,80.91,0.06,0.63
12,低軌衛星,2.49,71.43,5/7,44.69,-15.63,-0.42,-9.07
13,IC設計,1.13,69.23,9/13,-75.58,14.22,-11.22,19.43
14,軍工_航太製造與維修,1.2,66.67,4/6,1.6,2.43,-0.01,-0.03
15,鋼鐵,0.14,66.67,10/15,1.38,-11.7,-0.59,1.69
16,電器電纜,0.97,60.0,6/10,-15.89,-22.52,0.04,-0.04
17,BBU_電源供應器與整合,0.07,60.0,3/5,-40.19,-73.18,-29.15,-62.44
18,電池或電源,0.78,60.0,12/20,-58.24,-95.83,-29.92,-60.84
19,半導體設備,0.68,57.14,4/7,1.76,-9.24,-0.43,3.03
20,軟體設計,-0.02,53.33,8/15,-0.34,-3.55,-0.01,-0.02
21,記憶體製造,-0.07,50.0,2/4,-47.56,163.07,11.62,68.34
22,網通設備組件,1.42,50.0,10/20,-22.88,82.95,-82.08,-79.23
23,記憶體封裝與測試,0.11,50.0,2/4,-21.37,-65.86,-0.46,6.61
24,光學元件或組裝,0.97,46.67,7/15,1.19,26.02,4.08,12.72
25,軍工_無人機相關,-0.09,44.44,4/9,-51.75,75.14,-16.18,10.76
26,造紙,1.83,42.86,3/7,-0.75,0.01,-0.0,-0.01
27,BBU_電池模組,-0.38,42.86,3/7,-3.63,-0.5,-0.81,1.68
28,機器人,-1.16,35.71,5/14,-51.91,-53.24,-32.08,-60.06
29,紡織,-0.09,35.0,7/20,-0.31,-10.93,3.51,6.59
30,航運,0.01,33.33,5/15,63.71,47.13,-6.1,-2.82
31,CPO_光通訊,0.04,33.33,2/6,9.98,14.58,-16.81,-19.35
32,記憶體模組,-0.78,28.57,2/7,-49.14,-11.65,-1.43,-14.62
33,工業自動化與機器人,-0.41,28.57,2/7,2.5,1.93,-3.36,-4.37
34,廠務系統與水處理,-14.18,28.57,2/7,-0.89,2.73,-0.01,0.02
35,TPU_散熱,1.04,25.0,1/4,8.96,4.2,-35.14,-72.57
36,CPO_先進封裝測試,-1.78,20.0,1/5,-17.74,-45.95,1.14,15.69
37,TPU_光通訊與連接器,-1.31,0.0,0/4,9.28,10.52,-21.6,-36.86
