股票代碼,公司名稱,收盤價,近10日漲幅,成交量(張),量能比
1714,和桐,19.25,75.0%,26798,4.58
1907,永豐餘,27.5,9.78%,12935,1.9
2302,麗正,45.0,26.76%,20830,1.82
2305,全友,30.6,29.94%,27643,1.54
2327,國巨,984.0,20.0%,56180,1.68
2332,友訊,18.25,8.31%,35055,1.9
2342,茂矽,50.2,12.43%,50499,2.37
2375,凱美,199.5,28.3%,27281,2.03
2425,承啟,41.25,13.17%,11249,5.45
2478,大毅,227.5,66.06%,18754,3.08
2501,國建,27.0,16.63%,10354,2.57
2542,興富發,45.45,5.7%,10905,1.61
2610,華航,21.85,9.52%,152758,2.03
2618,長榮航,42.55,12.86%,192198,2.15
2845,遠東銀,13.3,7.69%,37051,2.18
2867,三商壽,8.62,7.75%,19212,1.95
2890,永豐金,36.35,10.15%,66734,1.56
3060,銘異,37.25,10.37%,12454,1.9
3090,日電貿,302.5,41.36%,25669,2.57
3362,先進光,207.5,58.4%,22345,4.71
3532,台勝科,395.5,25.76%,15391,1.7
3624,光頡,146.0,26.96%,38671,3.22
3630,新鉅科,35.3,29.07%,26662,4.4
4976,佳凌,41.7,20.35%,27817,4.84
5328,華容,51.4,35.09%,62348,2.53
6207,雷科,164.0,17.56%,42376,1.7
6209,今國光,95.7,18.73%,95741,2.73
6269,台郡,79.9,3.1%,21371,2.04
6517,保勝光學,78.6,28.01%,11257,5.9
8042,金山電,195.5,20.68%,19754,3.22
8043,蜜望實,220.0,45.7%,36682,2.36
8071,能率網通,30.2,33.04%,12290,4.56
8926,台汽電,79.4,12.78%,12526,1.74
9945,潤泰新,27.1,10.39%,10945,1.71
