排名,股票代碼,公司名稱,公司產業,上市櫃,今日主力買超(張),5日累積買超(張)
1,2344,華邦電,半導體業,上市,15293,136020
2,2887,台新金,金融保險業,上市,28528,135766
3,2892,第一金,金融保險業,上市,17471,89156
4,2618,長榮航,航運業,上市,8344,77032
5,2610,華航,航運業,上市,1689,66303
6,2884,玉山金,金融保險業,上市,30261,65539
7,2408,南亞科,半導體業,上市,48654,62182
8,5880,合庫金,金融保險業,上市,25739,52920
9,2801,彰銀,金融保險業,上市,5358,42120
10,1303,南亞,塑膠工業,上市,-1411,40927
11,2883,凱基金,金融保險業,上市,21477,37033
12,2834,臺企銀,金融保險業,上市,7548,33951
13,3576,聯合再生,光電業,上市,-22132,32381
14,2890,永豐金,金融保險業,上市,4504,31857
15,2845,遠東銀,金融保險業,上市,9563,30492
16,1605,華新,電器電纜,上市,1095,27303
17,1802,台玻,玻璃陶瓷,上市,8128,24051
18,1402,遠東新,紡織纖維,上市,16687,23560
19,2886,兆豐金,金融保險業,上市,5593,23555
20,2353,宏碁,電腦及週邊設備業,上市,-313,23079
21,2542,興富發,建材營造業,上市,199,19990
22,2880,華南金,金融保險業,上市,6892,18923
23,5347,世界,半導體業,上櫃,1115,18547
24,5351,鈺創,半導體業,上櫃,7110,17768
25,3045,台灣大,通信網路業,上市,3921,16774
26,2412,中華電,通信網路業,上市,3305,16646
27,1326,台化,塑膠工業,上市,13275,16492
28,2867,三商壽,金融保險業,上市,2195,16205
29,2882,國泰金,金融保險業,上市,5276,15628
30,1216,統一,食品工業,上市,355,15030
31,6182,合晶,半導體業,上櫃,8686,14937
32,2401,凌陽,半導體業,上市,-961,13903
33,5483,中美晶,半導體業,上櫃,-2177,12855
34,1102,亞泥,水泥工業,上市,1378,12595
35,4958,臻鼎-KY,電子零組件業,上市,5732,12474
36,5328,華容,電子零組件業,上櫃,6321,11819
37,2489,瑞軒,光電業,上市,8218,11780
38,6116,彩晶,光電業,上市,475,11769
39,2303,聯電,半導體業,上市,21071,10439
40,3624,光頡,電子零組件業,上櫃,3098,9945
41,3019,亞光,光電業,上市,3749,9888
42,1314,中石化,塑膠工業,上市,-2121,9633
43,2881,富邦金,金融保險業,上市,7347,9369
44,2399,映泰,電腦及週邊設備業,上市,8133,9043
45,2501,國建,建材營造業,上市,-1957,9003
46,2406,國碩,光電業,上市,-5428,8632
47,1905,華紙,造紙工業,上市,7747,8297
48,2340,台亞,半導體業,上市,5689,7918
49,2337,旺宏,半導體業,上市,8636,7706
50,2633,台灣高鐵,航運業,上市,5741,7603
