排名,族群,族群平均漲幅,族群上漲檔數(%),族群上漲檔數(數量),外資近一日總買超(億元),外資近三日總買超(億元),投信近一日總買超(億元),投信近三日總買超(億元)
1,TPU_伺服器主板與印刷電路板,0.12,60.0,3/5,9.35,-42.79,-8.92,-34.87
2,無塵室與機電工程,0.17,60.0,3/5,29.96,24.28,2.87,4.82
3,造紙,-0.07,57.14,4/7,-0.2,-0.04,-0.0,-0.0
4,鋼鐵,0.45,53.33,8/15,1.29,2.87,-0.5,-1.32
5,PCB,0.64,53.33,8/15,42.76,-61.97,18.32,-35.69
6,航運,0.39,53.33,8/15,14.92,-21.02,-6.58,-14.17
7,TPU_散熱,-0.07,50.0,2/4,-15.08,-48.08,5.51,13.65
8,塑膠,-0.42,50.0,9/18,-11.64,-42.86,0.12,0.08
9,金融,-5.66,47.37,9/19,-11.64,-42.85,0.12,0.08
10,玻璃,-0.39,46.67,7/15,2.52,-61.88,-5.32,-13.45
11,廠務系統與水處理,-0.05,42.86,3/7,-1.98,-1.44,-0.01,-0.01
12,記憶體控制IC,-0.72,40.0,2/5,-14.0,-10.89,-0.03,-0.04
13,BBU_電源供應器與整合,-1.24,40.0,2/5,-5.57,-35.23,-21.81,-38.52
14,被動元件,-0.41,36.84,7/19,11.12,0.08,8.98,63.84
15,紡織,-0.07,35.0,7/20,1.77,-6.81,-1.13,-2.53
16,光學元件或組裝,-1.68,33.33,5/15,11.81,77.74,2.83,-12.97
17,軍工_航太製造與維修,-0.03,33.33,2/6,0.03,-1.88,-0.0,-0.02
18,軍工_無人機相關,-0.46,33.33,3/9,-36.67,-40.86,-16.3,-32.08
19,化學,-0.65,30.0,6/20,-14.02,-77.29,-1.15,-2.56
20,BBU_電池模組,-1.38,28.57,2/7,-0.34,-2.65,-1.06,-1.41
21,TPU_光通訊與連接器,-3.61,25.0,1/4,-11.8,-67.79,1.18,14.97
22,銀,-0.03,25.0,1/4,-2.25,4.08,28.2,88.9
23,電池或電源,-0.63,25.0,5/20,-2.29,-61.15,-22.45,-39.41
24,軟體設計,-0.21,20.0,3/15,0.3,0.98,-0.03,-0.24
25,銅,-1.77,20.0,2/10,6.3,11.85,-9.66,-18.06
26,電器電纜,-1.0,20.0,2/10,-6.34,-31.98,-1.37,-1.04
27,半導體設備,-2.41,14.29,1/7,-3.61,4.71,2.23,0.07
28,低軌衛星,-1.03,14.29,1/7,-1.21,-71.77,14.44,45.04
29,網通設備組件,-2.82,10.0,2/20,-58.7,-121.44,-14.96,-13.62
30,IC設計,-4.15,7.69,1/13,-6.84,56.94,-15.41,-37.62
31,機器人,-2.82,7.14,1/14,-0.61,-30.41,-21.15,-30.89
32,記憶體封裝與測試,-6.08,0.0,0/4,-21.41,1.62,-2.58,-2.46
33,記憶體模組,-7.56,0.0,0/7,-72.43,-166.77,-2.32,-5.32
34,記憶體製造,-8.9,0.0,0/4,-200.38,-261.34,-5.76,8.26
35,CPO_光通訊,-3.54,0.0,0/6,-1.49,14.28,-5.97,-20.06
36,工業自動化與機器人,-2.68,0.0,0/7,4.5,4.58,1.62,0.88
37,CPO_先進封裝測試,-5.61,0.0,0/5,-7.68,-18.26,-0.25,14.32
