股票代碼,公司名稱,突破日期,突破日股價,今日收盤價,今日至突破日漲跌幅,突破日成交量(張),20MA成交量(張),成交量倍數
2465,麗臺,2026-07-09,85.0,89.5,5.29%,7339,1448,5.07
2412,中華電,2026-07-09,134.0,133.5,-0.37%,59918,17209,3.48
3605,宏致,2026-07-09,95.7,91.2,-4.7%,27808,8482,3.28
2913,農林,2026-07-09,12.1,11.75,-2.89%,23838,4080,5.84
2645,長榮航太,2026-07-09,238.0,240.0,0.84%,15161,4647,3.26
2601,益航,2026-07-09,7.8,7.98,2.31%,37809,6493,5.82
4564,元翎,2026-07-09,18.35,19.3,5.18%,11101,2300,4.83
3211,順達,2026-07-09,455.0,454.0,-0.22%,28337,6972,4.06
3045,台灣大,2026-07-09,107.0,108.5,1.4%,50181,14974,3.35
2356,英業達,2026-07-09,69.0,69.8,1.16%,143660,37616,3.82
5488,松普,2026-07-09,15.0,16.2,8.0%,7811,1796,4.35
6477,安集,2026-07-09,40.3,39.85,-1.12%,7785,2463,3.16
6901,鑽石投資,2026-07-09,22.2,20.75,-6.53%,19124,6158,3.11
1536,和大,2026-07-09,50.5,55.0,8.91%,13866,3271,4.24
8096,擎亞,2026-07-09,169.5,166.5,-1.77%,27721,8180,3.39
4541,晟田,2026-07-08,63.9,61.0,-4.54%,12677,4203,3.02
4128,中天,2026-07-08,18.2,17.15,-5.77%,13386,3796,3.53
3712,永崴投控,2026-07-08,16.8,17.2,2.38%,5501,1175,4.68
6901,鑽石投資,2026-07-08,21.05,20.75,-1.43%,17031,5456,3.12
1314,中石化,2026-07-08,10.5,8.9,-15.24%,304364,85773,3.55
3078,僑威,2026-07-08,60.0,56.2,-6.33%,6459,1642,3.93
2601,益航,2026-07-08,7.0,7.98,14.0%,26882,4697,5.72
1466,聚隆,2026-07-08,20.0,16.85,-15.75%,6145,1862,3.3
1810,和成,2026-07-08,25.95,23.85,-8.09%,32124,7405,4.34
3026,禾伸堂,2026-07-08,878.0,1005.0,14.46%,20931,6760,3.1
2889,國票金,2026-07-08,15.5,15.8,1.94%,24296,8087,3.0
2466,冠西電,2026-07-07,103.0,98.5,-4.37%,8404,2086,4.03
1466,聚隆,2026-07-07,19.8,16.85,-14.9%,8675,1590,5.46
1609,大亞,2026-07-07,43.9,39.1,-10.93%,44384,10156,4.37
6579,研揚,2026-07-07,173.5,168.0,-3.17%,5136,785,6.54
6435,大中,2026-07-07,439.0,375.0,-14.58%,6092,1899,3.21
1810,和成,2026-07-07,24.65,23.85,-3.25%,19053,6215,3.07
5388,中磊,2026-07-07,85.8,84.6,-1.4%,12383,3685,3.36
5302,太欣,2026-07-07,16.0,13.25,-17.19%,8646,2746,3.15
3066,李洲,2026-07-07,29.65,27.2,-8.26%,5999,1493,4.02
1409,新纖,2026-07-07,31.35,26.55,-15.31%,205543,44014,4.67
2601,益航,2026-07-07,6.95,7.98,14.82%,28261,3455,8.18
3605,宏致,2026-07-07,90.0,91.2,1.33%,22362,6492,3.44
3556,禾瑞亞,2026-07-07,73.9,75.9,2.71%,6374,1431,4.45
3543,州巧,2026-07-07,34.8,33.4,-4.02%,5156,903,5.7
3511,矽瑪,2026-07-07,29.3,25.15,-14.16%,14796,1649,8.97
3498,陽程,2026-07-07,125.5,126.5,0.8%,5094,1478,3.45
3413,京鼎,2026-07-07,338.0,334.5,-1.04%,10673,2854,3.74
3046,建碁,2026-07-07,58.3,55.6,-4.63%,5304,628,8.44
8109,博大,2026-07-07,161.5,151.0,-6.5%,5422,526,10.29
